ENSNSUP00000003576	ENSNSUG00000002902	Notechis_scutatus	ENSNSUT00000003847
ENSPVIP00000020787	ENSPVIG00000015840	Pogona_vitticeps	ENSPVIT00000025827
ENSSMRP00000013297	ENSSMRG00000010333	Salvator_merianae
ENSSPUP00000007209	ENSSPUG00000005575	Sphenodon_punctatus
ENSGAGP00000026310	ENSGAGG00000019188	Gopherus_agassizii
ENSCABP00000000665	ENSCABG00000000595	Chelonoidis_abingdonii
ENSCPBP00000033558	ENSCPBG00000023464	Chrysemys_picta_bellii
ENSCCNP00000027159	ENSCCNG00000026301	Castor_canadensis
ENSCGRP00001012182	ENSCGRG00001013654	Cricetulus_griseus_CHOK1GS_HDv1
ENSOPRP00000012891	ENSOPRG00000014134	Ochotona_princeps
ENSNLEP00000038361	ENSNLEG00000028113	Nomascus_leucogenys
ENSTBEP00000001539	ENSTBEG00000001788	Tupaia_belangeri
ENSCPOP00000005112	ENSCPOG00000005670	Cavia_porcellus
ENSSARP00000008377	ENSSARG00000009273	Sorex_araneus
ENSPCIP00000009848	ENSPCIG00000008038	Phascolarctos_cinereus
ENSVURP00010006227	ENSVURG00010004835	Vombatus_ursinus
ENSMEUP00000004601	ENSMEUG00000005038	Notamacropus_eugenii
ENSMODP00000044261	ENSMODG00000038123	Monodelphis_domestica
ENSSHAP00000005939	ENSSHAG00000005178	Sarcophilus_harrisii
ENSXETP00000036631	ENSXETG00000013387	Xenopus_tropicalis
ENSLACP00000011265	ENSLACG00000009910	Latimeria_chalumnae
