ENSVURP00010018348	ENSVURG00010013983	Vombatus_ursinus
ENSPCIP00000013067	ENSPCIG00000010245	Phascolarctos_cinereus
ENSMEUP00000011458	ENSMEUG00000012568	Notamacropus_eugenii
ENSMODP00000002310	ENSMODG00000001894	Monodelphis_domestica
ENSSHAP00000017169	ENSSHAG00000014593	Sarcophilus_harrisii
ENSCHOP00000000700	ENSCHOG00000000785	Choloepus_hoffmanni
ENSDNOP00000011796	ENSDNOG00000015213	Dasypus_novemcinctus
ENSPPAP00000033365	ENSPPAG00000039542	Pan_paniscus
ENSPTRP00000078090	ENSPTRG00000011932	Pan_troglodytes
ENSP00000342699	ENSG00000163001	Homo_sapiens
ENSGGOP00000024956	ENSGGOG00000002684	Gorilla_gorilla
ENSPPYP00000023627	ENSPPYG00000029888	Pongo_abelii
ENSNLEP00000011362	ENSNLEG00000009324	Nomascus_leucogenys
ENSNLEP00000049226	ENSNLEG00000034721	Nomascus_leucogenys
ENSPTEP00000013224	ENSPTEG00000014815	Piliocolobus_tephrosceles
ENSCANP00000011803	ENSCANG00000029279	Colobus_angolensis_palliatus
ENSRROP00000008512	ENSRROG00000028713	Rhinopithecus_roxellana
ENSRBIP00000027579	ENSRBIG00000037658	Rhinopithecus_bieti
ENSPTEP00000011722	ENSPTEG00000013221	Piliocolobus_tephrosceles
ENSMFAP00000011062	ENSMFAG00000010897	Macaca_fascicularis
ENSMNEP00000033121	ENSMNEG00000039806	Macaca_nemestrina
ENSMMUP00000036543	ENSMMUG00000007000	Macaca_mulatta
ENSTGEP00000008280	ENSTGEG00000006750	Theropithecus_gelada
ENSPANP00000042396	ENSPANG00000022522	Papio_anubis
ENSCSAP00000010310	ENSCSAG00000014172	Chlorocebus_sabaeus
ENSCATP00000031745	ENSCATG00000038971	Cercocebus_atys
ENSMLEP00000026281	ENSMLEG00000037315	Mandrillus_leucophaeus
ENSCCAP00000020778	ENSCCAG00000028191	Cebus_capucinus_imitator
ENSCJAP00000060330	ENSCJAG00000009868	Callithrix_jacchus
ENSSBOP00000021562	ENSSBOG00000027295	Saimiri_boliviensis_boliviensis
ENSANAP00000041489	ENSANAG00000038033	Aotus_nancymaae
ENSTSYP00000017580	ENSTSYG00000007683	Carlito_syrichta
ENSTSYP00000025377	ENSTSYG00000031430	Carlito_syrichta
ENSPCOP00000007630	ENSPCOG00000015065	Propithecus_coquereli
ENSMICP00000015893	ENSMICG00000017446	Microcebus_murinus
ENSOGAP00000008795	ENSOGAG00000009833	Otolemur_garnettii
ENSHGLP00000011351	ENSHGLG00000008137	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024985	ENSHGLG00100018338	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000011094	ENSHGLG00000007960	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100008078	ENSHGLG00100006009	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022227	ENSFDAG00000007134	Fukomys_damarensis
ENSCPOP00000009881	ENSCPOG00000010993	Cavia_porcellus
ENSCAPP00000016297	ENSCAPG00000016212	Cavia_aperea
ENSODEP00000019292	ENSODEG00000014229	Octodon_degus
ENSODEP00000007577	ENSODEG00000005649	Octodon_degus
ENSCLAP00000024325	ENSCLAG00000016701	Chinchilla_lanigera
ENSUPAP00010015990	ENSUPAG00010012780	Urocitellus_parryii
ENSSDAP00000009912	ENSSDAG00000009020	Spermophilus_dauricus
ENSSTOP00000005590	ENSSTOG00000006243	Ictidomys_tridecemlineatus
ENSMMMP00000008244	ENSMMMG00000007393	Marmota_marmota_marmota
ENSDORP00000011477	ENSDORG00000012206	Dipodomys_ordii
ENSCCNP00000028641	ENSCCNG00000027511	Castor_canadensis
ENSMSIP00000020727	ENSMSIG00000017624	Mus_spicilegus
MGP_SPRETEiJ_P0027306	MGP_SPRETEiJ_G0016998	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000020754	ENSMUSG00000020462	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0025968	MGP_CAROLIEiJ_G0016155	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0029981	MGP_PahariEiJ_G0016735	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000005306	ENSRNOG00000003901	Rattus_norvegicus
ENSMUGP00000014549	ENSMUGG00000012605	Meriones_unguiculatus
ENSMUGP00000015015	ENSMUGG00000012952	Meriones_unguiculatus
ENSPEMP00000021588	ENSPEMG00000019190	Peromyscus_maniculatus_bairdii
ENSMOCP00000012891	ENSMOCG00000012854	Microtus_ochrogaster
ENSCGRP00000012835	ENSCGRG00000009345	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001018413	ENSCGRG00001018180	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015036460	ENSCGRG00015027337	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000014023	ENSMAUG00000013908	Mesocricetus_auratus
ENSNGAP00000021806	ENSNGAG00000020884	Nannospalax_galili
ENSJJAP00000015709	ENSJJAG00000017803	Jaculus_jaculus
ENSOCUP00000005944	ENSOCUG00000006874	Oryctolagus_cuniculus
ENSOPRP00000009667	ENSOPRG00000010584	Ochotona_princeps
ENSTBEP00000009172	ENSTBEG00000010607	Tupaia_belangeri
ENSCHIP00000003332	ENSCHIG00000007261	Capra_hircus
ENSOARP00000002448	ENSOARG00000002309	Ovis_aries
ENSCHIP00000021579	ENSCHIG00000019871	Capra_hircus
ENSOARP00000005077	ENSOARG00000004742	Ovis_aries
ENSBIXP00005013696	ENSBIXG00005017832	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000034112	ENSBIXG00000007913	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000019361	ENSBMUG00000014646	Bos_mutus
ENSBTAP00000061075	ENSBTAG00000000542	Bos_taurus
ENSBBBP00000018222	ENSBBBG00000011012	Bison_bison_bison
ENSTTRP00000000021	ENSTTRG00000000022	Tursiops_truncatus
ENSSSCP00000008964	ENSSSCG00000008400	Sus_scrofa_strain_reference
ENSVPAP00000006602	ENSVPAG00000007095	Vicugna_pacos
ENSECAP00000047581	ENSECAG00000023883	Equus_caballus
ENSEASP00005002515	ENSEASG00005001963	Equus_asinus_asinus
ENSPVAP00000005089	ENSPVAG00000005374	Pteropus_vampyrus
ENSMLUP00000003522	ENSMLUG00000003869	Myotis_lucifugus
ENSUMAP00000025833	ENSUMAG00000018828	Ursus_maritimus
ENSUAMP00000023874	ENSUAMG00000018672	Ursus_americanus
ENSAMEP00000004130	ENSAMEG00000003905	Ailuropoda_melanoleuca
ENSCAFP00020034586	ENSCAFG00020026823	Canis_lupus_dingo
ENSCAFP00000004201	ENSCAFG00000002838	Canis_lupus_familiaris
ENSVVUP00000013651	ENSVVUG00000010025	Vulpes_vulpes
ENSMPUP00000002417	ENSMPUG00000002443	Mustela_putorius_furo
ENSNVIP00000004255	ENSNVIG00000003356	Neovison_vison
ENSPPRP00000006444	ENSPPRG00000001887	Panthera_pardus
ENSPTIP00000020241	ENSPTIG00000017775	Panthera_tigris_altaica
ENSFCAP00000055922	ENSFCAG00000003522	Felis_catus
ENSSARP00000011545	ENSSARG00000012785	Sorex_araneus
ENSEEUP00000009597	ENSEEUG00000010530	Erinaceus_europaeus
