ENSACAP00000010594	ENSACAG00000010783	Anolis_carolinensis	ENSACAT00000010812
ENSNSUP00000010302	ENSNSUG00000007847	Notechis_scutatus	ENSNSUT00000010989
ENSSMRP00000002961	ENSSMRG00000002509	Salvator_merianae
ENSSPUP00000010161	ENSSPUG00000007832	Sphenodon_punctatus
ENSCPGP00000006938	ENSCPGG00000004957	Calidris_pygmaea
ENSCPUP00000014280	ENSCPUG00000010051	Calidris_pugnax
ENSMVIP00005016914	ENSMVIG00005012106	Manacus_vitellinus
ENSLCOP00000020057	ENSLCOG00000014212	Lepidothrix_coronata
ENSLSDP00000001125	ENSLSDG00000000886	Lonchura_striata_domestica
ENSTGUP00000012909	ENSTGUG00000012542	Taeniopygia_guttata
ENSZALP00000018108	ENSZALG00000014553	Zonotrichia_albicollis
ENSJHYP00000017785	ENSJHYG00000013580	Junco_hyemalis
ENSSCAP00000010527	ENSSCAG00000007971	Serinus_canaria
ENSFALP00000002704	ENSFALG00000002589	Ficedula_albicollis
ENSPMJP00000015469	ENSPMJG00000011754	Parus_major
ENSCCEP00000010147	ENSCCEG00000010168	Cyanistes_caeruleus
ENSMUNP00000022187	ENSMUNG00000016694	Melopsittacus_undulatus
ENSAPLP00000003985	ENSAPLG00000004457	Anas_platyrhynchos_platyrhynchos
ENSABRP00000004296	ENSABRG00000003942	Anser_brachyrhynchus
ENSGALP00000045769	ENSGALG00000030128	Gallus_gallus
ENSCJPP00005009353	ENSCJPG00005008229	Coturnix_japonica
ENSMGAP00000013519	ENSMGAG00000012820	Meleagris_gallopavo
ENSNMEP00000008990	ENSNMEG00000008755	Numida_meleagris
ENSAOWP00000019602	ENSAOWG00000013309	Apteryx_owenii
ENSARWP00000017267	ENSARWG00000011880	Apteryx_rowi
ENSAHAP00000002622	ENSAHAG00000002122	Apteryx_haastii
ENSDNVP00000027144	ENSDNVG00000018853	Dromaius_novaehollandiae
ENSNPEP00000009954	ENSNPEG00000007466	Nothoprocta_perdicaria
ENSCPRP00005016109	ENSCPRG00005011251	Crocodylus_porosus
ENSGAGP00000027166	ENSGAGG00000019757	Gopherus_agassizii
ENSCABP00000018788	ENSCABG00000013878	Chelonoidis_abingdonii
ENSCPBP00000028946	ENSCPBG00000020419	Chrysemys_picta_bellii
ENSPSIP00000006978	ENSPSIG00000006449	Pelodiscus_sinensis
