ENSAHAP00000009556	ENSAHAG00000006950	Apteryx_haastii
ENSAOWP00000007572	ENSAOWG00000005204	Apteryx_owenii
ENSARWP00000001008	ENSARWG00000000819	Apteryx_rowi
ENSDNVP00000021134	ENSDNVG00000014797	Dromaius_novaehollandiae
ENSNPEP00000013645	ENSNPEG00000010203	Nothoprocta_perdicaria
ENSLCOP00000023504	ENSLCOG00000016488	Lepidothrix_coronata
ENSMVIP00005026705	ENSMVIG00005018606	Manacus_vitellinus
ENSFALP00000008949	ENSFALG00000008580	Ficedula_albicollis
ENSTGUP00000010259	ENSTGUG00000009938	Taeniopygia_guttata
ENSLSDP00000007112	ENSLSDG00000005356	Lonchura_striata_domestica
ENSSCAP00000023090	ENSSCAG00000016559	Serinus_canaria
ENSPMJP00000005225	ENSPMJG00000004530	Parus_major
ENSCCEP00000025319	ENSCCEG00000022357	Cyanistes_caeruleus
ENSZALP00000007647	ENSZALG00000006771	Zonotrichia_albicollis
ENSJHYP00000001910	ENSJHYG00000001637	Junco_hyemalis
ENSMUNP00000013987	ENSMUNG00000010897	Melopsittacus_undulatus
ENSCPGP00000007917	ENSCPGG00000005651	Calidris_pygmaea
ENSCPUP00000015300	ENSCPUG00000010661	Calidris_pugnax
ENSABRP00000008622	ENSABRG00000007745	Anser_brachyrhynchus
ENSAPLP00000032689	ENSAPLG00000011067	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000010442	ENSMGAG00000010077	Meleagris_gallopavo
ENSGALP00000012459	ENSGALG00000007697	Gallus_gallus
ENSCJPP00005025260	ENSCJPG00005019752	Coturnix_japonica
ENSNMEP00000015315	ENSNMEG00000013579	Numida_meleagris
ENSCPRP00005018816	ENSCPRG00005013170	Crocodylus_porosus
ENSGAGP00000024453	ENSGAGG00000017864	Gopherus_agassizii
ENSCABP00000003107	ENSCABG00000002352	Chelonoidis_abingdonii
ENSCPBP00000004761	ENSCPBG00000003826	Chrysemys_picta_bellii
ENSPSIP00000010480	ENSPSIG00000009514	Pelodiscus_sinensis
ENSPVIP00000018196	ENSPVIG00000013919	Pogona_vitticeps
ENSACAP00000011761	ENSACAG00000011944	Anolis_carolinensis
ENSNSUP00000009002	ENSNSUG00000006678	Notechis_scutatus
ENSSMRP00000028159	ENSSMRG00000021668	Salvator_merianae
ENSSPUP00000015415	ENSSPUG00000011899	Sphenodon_punctatus
ENSBIXP00005006699	ENSBIXG00005001256	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000006195	ENSBIXG00000012320	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000003193	ENSBMUG00000002507	Bos_mutus
ENSBTAP00000021734	ENSBTAG00000016336	Bos_taurus
ENSBBBP00000013991	ENSBBBG00000005781	Bison_bison_bison
ENSCHIP00000010084	ENSCHIG00000012695	Capra_hircus
ENSOARP00000018249	ENSOARG00000016996	Ovis_aries
ENSTTRP00000014170	ENSTTRG00000014946	Tursiops_truncatus
ENSSSCP00000047348	ENSSSCG00000010569	Sus_scrofa_strain_reference
ENSVPAP00000002888	ENSVPAG00000003121	Vicugna_pacos
ENSUMAP00000031914	ENSUMAG00000023018	Ursus_maritimus
ENSUAMP00000031386	ENSUAMG00000023914	Ursus_americanus
ENSAMEP00000018636	ENSAMEG00000017642	Ailuropoda_melanoleuca
ENSNVIP00000023587	ENSNVIG00000018264	Neovison_vison
ENSMPUP00000016789	ENSMPUG00000016893	Mustela_putorius_furo
ENSCAFP00020011381	ENSCAFG00020009186	Canis_lupus_dingo
ENSCAFP00000066097	ENSCAFG00000009930	Canis_lupus_familiaris
ENSVVUP00000001117	ENSVVUG00000000965	Vulpes_vulpes
ENSPTIP00000003310	ENSPTIG00000005989	Panthera_tigris_altaica
ENSPPRP00000021616	ENSPPRG00000012421	Panthera_pardus
ENSFCAP00000027076	ENSFCAG00000007179	Felis_catus
ENSEASP00005012538	ENSEASG00005008004	Equus_asinus_asinus
ENSECAP00000023801	ENSECAG00000018731	Equus_caballus
ENSMLUP00000004535	ENSMLUG00000004970	Myotis_lucifugus
ENSPVAP00000003823	ENSPVAG00000004041	Pteropus_vampyrus
ENSOGAP00000008937	ENSOGAG00000010002	Otolemur_garnettii
ENSOGAP00000015733	ENSOGAG00000033418	Otolemur_garnettii
ENSMICP00000010692	ENSMICG00000011745	Microcebus_murinus
ENSPSMP00000032475	ENSPSMG00000022436	Prolemur_simus
ENSPCOP00000007409	ENSPCOG00000014940	Propithecus_coquereli
ENSSBOP00000015413	ENSSBOG00000024431	Saimiri_boliviensis_boliviensis
ENSCJAP00000060354	ENSCJAG00000017657	Callithrix_jacchus
ENSCCAP00000036095	ENSCCAG00000035955	Cebus_capucinus_imitator
ENSANAP00000034160	ENSANAG00000034639	Aotus_nancymaae
ENSPPAP00000014677	ENSPPAG00000030424	Pan_paniscus
ENSPTRP00000063432	ENSPTRG00000002876	Pan_troglodytes
ENSP00000354850	ENSG00000198408	Homo_sapiens
ENSGGOP00000034966	ENSGGOG00000002901	Gorilla_gorilla
ENSPPYP00000003011	ENSPPYG00000002590	Pongo_abelii
ENSNLEP00000047396	ENSNLEG00000014902	Nomascus_leucogenys
ENSCANP00000011299	ENSCANG00000029055	Colobus_angolensis_palliatus
ENSRBIP00000038024	ENSRBIG00000042557	Rhinopithecus_bieti
ENSRROP00000045078	ENSRROG00000045455	Rhinopithecus_roxellana
ENSPTEP00000026406	ENSPTEG00000026469	Piliocolobus_tephrosceles
ENSTGEP00000024419	ENSTGEG00000019728	Theropithecus_gelada
ENSPANP00000020903	ENSPANG00000021048	Papio_anubis
ENSMMUP00000042106	ENSMMUG00000015775	Macaca_mulatta
