ENSVURP00010026116	ENSVURG00010020022	Vombatus_ursinus
ENSMEUP00000007948	ENSMEUG00000008697	Notamacropus_eugenii
ENSSHAP00000003058	ENSSHAG00000002710	Sarcophilus_harrisii
ENSMODP00000002740	ENSMODG00000002248	Monodelphis_domestica
ENSEEUP00000006554	ENSEEUG00000007208	Erinaceus_europaeus	ENSEEUT00000007181
ENSSARP00000010389	ENSSARG00000011510	Sorex_araneus	ENSSART00000011500
ENSMLUP00000013777	ENSMLUG00000015124	Myotis_lucifugus
ENSPVAP00000006365	ENSPVAG00000006744	Pteropus_vampyrus
ENSUAMP00000022323	ENSUAMG00000017556	Ursus_americanus
ENSAMEP00000005635	ENSAMEG00000005340	Ailuropoda_melanoleuca
ENSMPUP00000009793	ENSMPUG00000009867	Mustela_putorius_furo
ENSNVIP00000025213	ENSNVIG00000019513	Neovison_vison
ENSCAFP00000029733	ENSCAFG00000020066	Canis_lupus_familiaris
ENSCAFP00020002001	ENSCAFG00020001740	Canis_lupus_dingo
ENSVVUP00000034166	ENSVVUG00000024676	Vulpes_vulpes
ENSPPRP00000008768	ENSPPRG00000003454	Panthera_pardus
ENSPTIP00000005535	ENSPTIG00000007735	Panthera_tigris_altaica
ENSFCAP00000020253	ENSFCAG00000026562	Felis_catus
ENSCHIP00000023926	ENSCHIG00000021323	Capra_hircus
ENSCHIP00000008440	ENSCHIG00000011618	Capra_hircus
ENSBTAP00000020830	ENSBTAG00000015686	Bos_taurus
ENSBIXP00000003991	ENSBIXG00000007308	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000029199	ENSBMUG00000021861	Bos_mutus
ENSBBBP00000028187	ENSBBBG00000024748	Bison_bison_bison
ENSBBBP00000012036	ENSBBBG00000019911	Bison_bison_bison
ENSBBBP00000012023	ENSBBBG00000019908	Bison_bison_bison
ENSSSCP00000002918	ENSSSCG00000002703	Sus_scrofa_strain_reference	ENSSSCT00000002997
ENSVPAP00000003448	ENSVPAG00000003717	Vicugna_pacos
ENSOARP00000007502	ENSOARG00000007001	Ovis_aries
ENSTTRP00000001148	ENSTTRG00000001222	Tursiops_truncatus
ENSUMAP00000019905	ENSUMAG00000014570	Ursus_maritimus
ENSEASP00005019645	ENSEASG00005013503	Equus_asinus_asinus
ENSECAP00000008645	ENSECAG00000010776	Equus_caballus
ENSMLEP00000007192	ENSMLEG00000027600	Mandrillus_leucophaeus
ENSCANP00000024536	ENSCANG00000035679	Colobus_angolensis_palliatus
ENSNLEP00000015880	ENSNLEG00000013093	Nomascus_leucogenys
ENSTGEP00000017979	ENSTGEG00000014542	Theropithecus_gelada
ENSCATP00000029730	ENSCATG00000038084	Cercocebus_atys
ENSMFAP00000008076	ENSMFAG00000034117	Macaca_fascicularis
ENSMMUP00000007603	ENSMMUG00000005756	Macaca_mulatta
ENSMNEP00000032165	ENSMNEG00000039437	Macaca_nemestrina
ENSPANP00000006949	ENSPANG00000002888	Papio_anubis
ENSCSAP00000000024	ENSCSAG00000003658	Chlorocebus_sabaeus
ENSRROP00000033726	ENSRROG00000040437	Rhinopithecus_roxellana
ENSRBIP00000017715	ENSRBIG00000032872	Rhinopithecus_bieti
ENSPTEP00000000017	ENSPTEG00000000047	Piliocolobus_tephrosceles
ENSPTRP00000014281	ENSPTRG00000008365	Pan_troglodytes
ENSPPAP00000041265	ENSPPAG00000043242	Pan_paniscus
ENSGGOP00000026414	ENSGGOG00000005519	Gorilla_gorilla
ENSP00000300086	ENSG00000166848	Homo_sapiens
ENSCJAP00000026124	ENSCJAG00000014196	Callithrix_jacchus
ENSSBOP00000026210	ENSSBOG00000029556	Saimiri_boliviensis_boliviensis
ENSCCAP00000013946	ENSCCAG00000024796	Cebus_capucinus_imitator
ENSANAP00000017960	ENSANAG00000026841	Aotus_nancymaae
ENSTSYP00000004009	ENSTSYG00000004386	Carlito_syrichta
ENSOGAP00000005283	ENSOGAG00000005909	Otolemur_garnettii
ENSOGAP00000017384	ENSOGAG00000025189	Otolemur_garnettii
ENSPCOP00000027585	ENSPCOG00000026318	Propithecus_coquereli
ENSMICP00000042747	ENSMICG00000041861	Microcebus_murinus
ENSPSMP00000016478	ENSPSMG00000011755	Prolemur_simus
ENSTBEP00000004380	ENSTBEG00000005080	Tupaia_belangeri
MGP_SPRETEiJ_P0089615	MGP_SPRETEiJ_G0032707	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000023663	ENSMSIG00000020038	Mus_spicilegus
ENSMUSP00000052170	ENSMUSG00000033430	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0086109	MGP_CAROLIEiJ_G0031589	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0054359	MGP_PahariEiJ_G0023187	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000014660	ENSRNOG00000010712	Rattus_norvegicus
ENSMUGP00000000263	ENSMUGG00000000290	Meriones_unguiculatus
ENSCGRP00001012814	ENSCGRG00001014122	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015016768	ENSCGRG00015012909	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000019371	ENSCGRG00000014106	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000003385	ENSPEMG00000004753	Peromyscus_maniculatus_bairdii
ENSMOCP00000013835	ENSMOCG00000013512	Microtus_ochrogaster
ENSNGAP00000012068	ENSNGAG00000014041	Nannospalax_galili
ENSJJAP00000021712	ENSJJAG00000021994	Jaculus_jaculus
ENSDORP00000004473	ENSDORG00000004783	Dipodomys_ordii
ENSCCNP00000030818	ENSCCNG00000029444	Castor_canadensis
ENSHGLP00000014065	ENSHGLG00000010045	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100021015	ENSHGLG00100015483	Heterocephalus_glaber_HetGla_1.0
