ENSBIXP00000043732	ENSBIXG00000027882	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000021396	ENSBTAG00000016077	Bos_taurus
ENSBIXP00005041710	ENSBIXG00005024845	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000021676	ENSBMUG00000016323	Bos_mutus
ENSBBBP00000010132	ENSBBBG00000018299	Bison_bison_bison
ENSCHIP00000014254	ENSCHIG00000015369	Capra_hircus
ENSOARP00000014182	ENSOARG00000013237	Ovis_aries
ENSTTRP00000002072	ENSTTRG00000002210	Tursiops_truncatus
ENSSSCP00000036668	ENSSSCG00000032506	Sus_scrofa_strain_reference
ENSEEUP00000003467	ENSEEUG00000003786	Erinaceus_europaeus
ENSVVUP00000039698	ENSVVUG00000028287	Vulpes_vulpes
ENSCAFP00020030032	ENSCAFG00020023398	Canis_lupus_dingo
ENSCAFP00000026750	ENSCAFG00000018071	Canis_lupus_familiaris
ENSUMAP00000019371	ENSUMAG00000014213	Ursus_maritimus
ENSUAMP00000018244	ENSUAMG00000014479	Ursus_americanus
ENSAMEP00000008554	ENSAMEG00000008136	Ailuropoda_melanoleuca
ENSMPUP00000008562	ENSMPUG00000008631	Mustela_putorius_furo
ENSNVIP00000019590	ENSNVIG00000015355	Neovison_vison
ENSPTIP00000018282	ENSPTIG00000016461	Panthera_tigris_altaica
ENSPPRP00000024076	ENSPPRG00000014318	Panthera_pardus
ENSFCAP00000041728	ENSFCAG00000005824	Felis_catus
ENSECAP00000036256	ENSECAG00000022001	Equus_caballus
ENSEASP00005029864	ENSEASG00005020307	Equus_asinus_asinus
ENSMLUP00000010972	ENSMLUG00000012039	Myotis_lucifugus
ENSPPAP00000021840	ENSPPAG00000034111	Pan_paniscus
ENSPTRP00000060830	ENSPTRG00000042436	Pan_troglodytes
ENSP00000247956	ENSG00000130803	Homo_sapiens
ENSPPYP00000010677	ENSPPYG00000009520	Pongo_abelii
ENSNLEP00000045294	ENSNLEG00000029885	Nomascus_leucogenys
ENSCANP00000024713	ENSCANG00000035769	Colobus_angolensis_palliatus
ENSPTEP00000033358	ENSPTEG00000031867	Piliocolobus_tephrosceles
ENSRROP00000045460	ENSRROG00000045625	Rhinopithecus_roxellana
ENSRBIP00000007684	ENSRBIG00000027750	Rhinopithecus_bieti
ENSCATP00000024150	ENSCATG00000035588	Cercocebus_atys
ENSMLEP00000033463	ENSMLEG00000040922	Mandrillus_leucophaeus
ENSPANP00000014926	ENSPANG00000007764	Papio_anubis
ENSTGEP00000028441	ENSTGEG00000022884	Theropithecus_gelada
ENSMFAP00000031587	ENSMFAG00000036858	Macaca_fascicularis
ENSMMUP00000027428	ENSMMUG00000020841	Macaca_mulatta
ENSMNEP00000005817	ENSMNEG00000026253	Macaca_nemestrina
ENSCSAP00000004007	ENSCSAG00000007764	Chlorocebus_sabaeus
ENSCCAP00000003348	ENSCCAG00000018106	Cebus_capucinus_imitator
ENSSBOP00000003920	ENSSBOG00000018054	Saimiri_boliviensis_boliviensis
ENSCJAP00000011456	ENSCJAG00000006214	Callithrix_jacchus
ENSANAP00000010229	ENSANAG00000023090	Aotus_nancymaae
ENSTSYP00000029588	ENSTSYG00000029979	Carlito_syrichta
ENSPSMP00000035610	ENSPSMG00000024517	Prolemur_simus
ENSPCOP00000011536	ENSPCOG00000017287	Propithecus_coquereli
ENSMICP00000035707	ENSMICG00000031730	Microcebus_murinus
ENSOGAP00000009959	ENSOGAG00000011129	Otolemur_garnettii
ENSCGRP00001010690	ENSCGRG00001012515	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015031651	ENSCGRG00015023820	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000011151	ENSCGRG00000008133	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011930	ENSMAUG00000012374	Mesocricetus_auratus
ENSMAUP00000000163	ENSMAUG00000000162	Mesocricetus_auratus
ENSPEMP00000014914	ENSPEMG00000014576	Peromyscus_maniculatus_bairdii
ENSMOCP00000001049	ENSMOCG00000000804	Microtus_ochrogaster
ENSMSIP00000000779	ENSMSIG00000000744	Mus_spicilegus
ENSMUSP00000146876	ENSMUSG00000057551	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0090389	MGP_SPRETEiJ_G0032948	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0086845	MGP_CAROLIEiJ_G0031827	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0022492	MGP_PahariEiJ_G0014694	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000033879	ENSRNOG00000006684	Rattus_norvegicus
ENSMUGP00000010076	ENSMUGG00000008874	Meriones_unguiculatus
ENSNGAP00000016043	ENSNGAG00000016891	Nannospalax_galili
ENSCCNP00000016873	ENSCCNG00000017151	Castor_canadensis
ENSDORP00000016229	ENSDORG00000011612	Dipodomys_ordii
ENSSTOP00000021413	ENSSTOG00000021569	Ictidomys_tridecemlineatus
ENSSDAP00000021059	ENSSDAG00000019113	Spermophilus_dauricus
ENSUPAP00010002957	ENSUPAG00010002455	Urocitellus_parryii
ENSMMMP00000024946	ENSMMMG00000021845	Marmota_marmota_marmota
ENSCAPP00000001652	ENSCAPG00000003392	Cavia_aperea
ENSCPOP00000003571	ENSCPOG00000003954	Cavia_porcellus
ENSCLAP00000019427	ENSCLAG00000013328	Chinchilla_lanigera
ENSHGLP00000016568	ENSHGLG00000011841	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100002073	ENSHGLG00100001617	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017497	ENSFDAG00000006054	Fukomys_damarensis
ENSODEP00000022467	ENSODEG00000016488	Octodon_degus
ENSSARP00000009061	ENSSARG00000010025	Sorex_araneus
ENSOCUP00000006667	ENSOCUG00000007715	Oryctolagus_cuniculus
ENSOPRP00000012827	ENSOPRG00000014061	Ochotona_princeps
ENSCHOP00000003608	ENSCHOG00000004080	Choloepus_hoffmanni
ENSDNOP00000021369	ENSDNOG00000044751	Dasypus_novemcinctus
ENSLAFP00000002349	ENSLAFG00000002806	Loxodonta_africana
ENSETEP00000004270	ENSETEG00000005251	Echinops_telfairi
