ENSPVAP00000004282	ENSPVAG00000004522	Pteropus_vampyrus
ENSMLUP00000015120	ENSMLUG00000016587	Myotis_lucifugus
ENSCHIP00000027824	ENSCHIG00000023583	Capra_hircus
ENSOARP00000002615	ENSOARG00000002461	Ovis_aries
ENSBIXP00005000700	ENSBIXG00005029873	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000031416	ENSBIXG00000013682	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000006518	ENSBTAG00000004956	Bos_taurus
ENSBBBP00000001568	ENSBBBG00000010816	Bison_bison_bison
ENSBMUP00000035743	ENSBMUG00000026548	Bos_mutus
ENSTTRP00000011213	ENSTTRG00000011824	Tursiops_truncatus
ENSVPAP00000002610	ENSVPAG00000002823	Vicugna_pacos
ENSSSCP00000039835	ENSSSCG00000034864	Sus_scrofa_strain_reference
ENSUMAP00000021767	ENSUMAG00000015928	Ursus_maritimus
ENSUAMP00000014002	ENSUAMG00000011246	Ursus_americanus
ENSAMEP00000008952	ENSAMEG00000008484	Ailuropoda_melanoleuca
ENSNVIP00000005200	ENSNVIG00000004094	Neovison_vison
ENSMPUP00000013463	ENSMPUG00000013566	Mustela_putorius_furo
ENSVVUP00000035914	ENSVVUG00000025803	Vulpes_vulpes
ENSCAFP00020028654	ENSCAFG00020022441	Canis_lupus_dingo
ENSPPRP00000011735	ENSPPRG00000005666	Panthera_pardus
ENSPTIP00000022242	ENSPTIG00000019047	Panthera_tigris_altaica
ENSFCAP00000047524	ENSFCAG00000014365	Felis_catus
ENSECAP00000004610	ENSECAG00000004845	Equus_caballus
ENSEASP00005014406	ENSEASG00005009943	Equus_asinus_asinus
ENSSARP00000001340	ENSSARG00000001459	Sorex_araneus
ENSEEUP00000002216	ENSEEUG00000002427	Erinaceus_europaeus
ENSCPOP00000005566	ENSCPOG00000006172	Cavia_porcellus
ENSODEP00000023731	ENSODEG00000017374	Octodon_degus
ENSCLAP00000020299	ENSCLAG00000013905	Chinchilla_lanigera
ENSHGLP00100023792	ENSHGLG00100017476	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000015462	ENSHGLG00000011056	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000017179	ENSFDAG00000005800	Fukomys_damarensis
ENSMUSP00000066679	ENSMUSG00000029521	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000005880	ENSMSIG00000005285	Mus_spicilegus
MGP_SPRETEiJ_P0072473	MGP_SPRETEiJ_G0028552	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0069798	MGP_CAROLIEiJ_G0027554	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0058037	MGP_PahariEiJ_G0024136	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074651	ENSRNOG00000037509	Rattus_norvegicus
ENSMUGP00000001462	ENSMUGG00000001382	Meriones_unguiculatus
ENSCGRP00001000732	ENSCGRG00001000569	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000005544	ENSCGRG00000004061	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015029056	ENSCGRG00015021937	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000008417	ENSMAUG00000009828	Mesocricetus_auratus
ENSPEMP00000012478	ENSPEMG00000012801	Peromyscus_maniculatus_bairdii
ENSMOCP00000012086	ENSMOCG00000012304	Microtus_ochrogaster
ENSMOCP00000009359	ENSMOCG00000009496	Microtus_ochrogaster
ENSNGAP00000008908	ENSNGAG00000011754	Nannospalax_galili
ENSDORP00000008594	ENSDORG00000009151	Dipodomys_ordii
ENSUPAP00010014539	ENSUPAG00010011646	Urocitellus_parryii
ENSSDAP00000009981	ENSSDAG00000009083	Spermophilus_dauricus
ENSSTOP00000010390	ENSSTOG00000011573	Ictidomys_tridecemlineatus
ENSMMMP00000020024	ENSMMMG00000017692	Marmota_marmota_marmota
ENSOCUP00000015499	ENSOCUG00000011299	Oryctolagus_cuniculus
ENSOPRP00000012712	ENSOPRG00000013929	Ochotona_princeps
ENSPSMP00000019658	ENSPSMG00000013855	Prolemur_simus
ENSMICP00000016516	ENSMICG00000042046	Microcebus_murinus
ENSPCOP00000026770	ENSPCOG00000025787	Propithecus_coquereli
ENSMICP00000049346	ENSMICG00000004213	Microcebus_murinus
ENSOGAP00000003533	ENSOGAG00000003966	Otolemur_garnettii
ENSCAPP00000002259	ENSCAPG00000005013	Cavia_aperea
ENSJJAP00000019948	ENSJJAG00000020766	Jaculus_jaculus
ENSCCNP00000033363	ENSCCNG00000031571	Castor_canadensis
ENSPPAP00000014314	ENSPPAG00000030305	Pan_paniscus
ENSCSAP00000006224	ENSCSAG00000009981	Chlorocebus_sabaeus
ENSCSAP00000006204	ENSCSAG00000009961	Chlorocebus_sabaeus
ENSMLEP00000010033	ENSMLEG00000029167	Mandrillus_leucophaeus
ENSMNEP00000040143	ENSMNEG00000042876	Macaca_nemestrina
ENSMFAP00000022272	ENSMFAG00000035925	Macaca_fascicularis
ENSMMUP00000037133	ENSMMUG00000020486	Macaca_mulatta
ENSCATP00000023161	ENSCATG00000035122	Cercocebus_atys
ENSTGEP00000033381	ENSTGEG00000026534	Theropithecus_gelada
ENSPANP00000015649	ENSPANG00000022752	Papio_anubis
ENSPTEP00000022258	ENSPTEG00000023208	Piliocolobus_tephrosceles
ENSCANP00000001819	ENSCANG00000006471	Colobus_angolensis_palliatus
ENSRBIP00000014351	ENSRBIG00000030995	Rhinopithecus_bieti
ENSRROP00000022798	ENSRROG00000035244	Rhinopithecus_roxellana
