ENSORLP00020034187	ENSORLG00020020568	Oryzias_latipes_ASM223471v1
ENSORLP00000042813	ENSORLG00000030626	Oryzias_latipes_ASM223467v1
ENSORLP00015027800	ENSORLG00015010041	Oryzias_latipes_ASM223469v1
ENSOMEP00000015447	ENSOMEG00000017028	Oryzias_melastigma
ENSPMEP00000012095	ENSPMEG00000014260	Poecilia_mexicana
ENSPREP00000013837	ENSPREG00000009392	Poecilia_reticulata
ENSGAFP00000029467	ENSGAFG00000019869	Gambusia_affinis
ENSXMAP00000039174	ENSXMAG00000024831	Xiphophorus_maculatus
ENSXCOP00000021106	ENSXCOG00000015790	Xiphophorus_couchianus
ENSCVAP00000029684	ENSCVAG00000017673	Cyprinodon_variegatus
ENSAOCP00000030955	ENSAOCG00000022273	Amphiprion_ocellaris
ENSAPOP00000033915	ENSAPOG00000000958	Acanthochromis_polyacanthus
ENSPRNP00000008004	ENSPRNG00000004745	Parambassis_ranga
ENSMALP00000015148	ENSMALG00000010653	Monopterus_albus
ENSSDUP00000025960	ENSSDUG00000018828	Seriola_dumerili	ENSSDUT00000026427
ENSSLDP00000028938	ENSSLDG00000022355	Seriola_lalandi_dorsalis
ENSATEP00000022951	ENSATEG00000015909	Anabas_testudineus
ENSHBUP00000029651	ENSHBUG00000014160	Haplochromis_burtoni
ENSACLP00000028476	ENSACLG00000019332	Astatotilapia_calliptera
ENSMZEP00005007596	ENSMZEG00005005806	Maylandia_zebra
ENSNBRP00000029974	ENSNBRG00000022814	Neolamprologus_brichardi
ENSACIP00000013943	ENSACIG00000010852	Amphilophus_citrinellus
ENSHHUP00000049923	ENSHHUG00000030165	Hucho_hucho
ENSDCDP00000033942	ENSDCDG00000023036	Denticeps_clupeoides
ENSSFOP00015007674	ENSSFOG00015005046	Scleropages_formosus
