ENSLACP00000023276	ENSLACG00000008630	Latimeria_chalumnae
ENSMOCP00000004732	ENSMOCG00000004042	Microtus_ochrogaster
ENSPCIP00000041077	ENSPCIG00000030034	Phascolarctos_cinereus
ENSMICP00000018212	ENSMICG00000034747	Microcebus_murinus
ENSMMUP00000037729	ENSMMUG00000023463	Macaca_mulatta
ENSOPRP00000004842	ENSOPRG00000005269	Ochotona_princeps
ENSODEP00000002968	ENSODEG00000002276	Octodon_degus
ENSMLUP00000003734	ENSMLUG00000004095	Myotis_lucifugus
ENSTSYP00000002976	ENSTSYG00000003248	Carlito_syrichta
ENSCHOP00000010523	ENSCHOG00000011901	Choloepus_hoffmanni
ENSZALP00000017533	ENSZALG00000014152	Zonotrichia_albicollis	ENSZALT00000023327
ENSCCEP00000002492	ENSCCEG00000002764	Cyanistes_caeruleus	ENSCCET00000004108
ENSCMIP00000000442	ENSCMIG00000000319	Callorhinchus_milii
ENSANAP00000027375	ENSANAG00000031520	Aotus_nancymaae
ENSRROP00000031328	ENSRROG00000039365	Rhinopithecus_roxellana
MGP_CAROLIEiJ_P0020968	MGP_CAROLIEiJ_G0014814	Mus_caroli_strain_CAROLI_EIJ
ENSMAUP00000024891	ENSMAUG00000021599	Mesocricetus_auratus
ENSAOWP00000003616	ENSAOWG00000002562	Apteryx_owenii
ENSCAFP00020029265	ENSCAFG00020022822	Canis_lupus_dingo
ENSMSIP00000015182	ENSMSIG00000012963	Mus_spicilegus
ENSSPUP00000024236	ENSSPUG00000018576	Sphenodon_punctatus
ENSMODP00000003014	ENSMODG00000002482	Monodelphis_domestica
ENSMFAP00000007353	ENSMFAG00000040593	Macaca_fascicularis
ENSCGRP00001006769	ENSCGRG00001009188	Cricetulus_griseus_CHOK1GS_HDv1
ENSPCIP00000036358	ENSPCIG00000026830	Phascolarctos_cinereus
ENSCPGP00000000462	ENSCPGG00000000319	Calidris_pygmaea
ENSJHYP00000003485	ENSJHYG00000002846	Junco_hyemalis	ENSJHYT00000004292
ENSMVIP00005007281	ENSMVIG00005005472	Manacus_vitellinus
ENSBIXP00005040178	ENSBIXG00005022817	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSVURP00010004564	ENSVURG00010003618	Vombatus_ursinus
MGP_PahariEiJ_P0076235	MGP_PahariEiJ_G0028051	Mus_pahari_strain_PAHARI_EIJ
ENSMEUP00000001531	ENSMEUG00000001673	Notamacropus_eugenii
ENSCJPP00005003115	ENSCJPG00005003354	Coturnix_japonica
MGP_SPRETEiJ_P0022032	MGP_SPRETEiJ_G0015621	Mus_spretus_strain_SPRET/EiJ
ENSARWP00000003953	ENSARWG00000002925	Apteryx_rowi
ENSCCAP00000030640	ENSCCAG00000033367	Cebus_capucinus_imitator
ENSOGAP00000006826	ENSOGAG00000007627	Otolemur_garnettii
ENSECAP00000012858	ENSECAG00000015077	Equus_caballus
ENSPVIP00000013747	ENSPVIG00000010632	Pogona_vitticeps
ENSLSDP00000013743	ENSLSDG00000009947	Lonchura_striata_domestica
ENSMUSP00000045828	ENSMUSG00000040629	Mus_musculus_strain_reference_(CL57BL6)
ENSPVAP00000012537	ENSPVAG00000013294	Pteropus_vampyrus
ENSMPUP00000015575	ENSMPUG00000015684	Mustela_putorius_furo
ENSGGOP00000012258	ENSGGOG00000012560	Gorilla_gorilla
ENSMUNP00000009195	ENSMUNG00000007261	Melopsittacus_undulatus
ENSAHAP00000017153	ENSAHAG00000012209	Apteryx_haastii
ENSAPLP00000006324	ENSAPLG00000006696	Anas_platyrhynchos_platyrhynchos
ENSOANP00000006136	ENSOANG00000003874	Ornithorhynchus_anatinus
ENSBTAP00000034004	ENSBTAG00000016550	Bos_taurus
ENSDORP00000022503	ENSDORG00000001149	Dipodomys_ordii
ENSACAP00000022894	ENSACAG00000029327	Anolis_carolinensis
ENSJJAP00000007169	ENSJJAG00000011625	Jaculus_jaculus
ENSCPBP00000007740	ENSCPBG00000006089	Chrysemys_picta_bellii
ENSPSMP00000014196	ENSPSMG00000010178	Prolemur_simus
ENSCLAP00000009911	ENSCLAG00000006862	Chinchilla_lanigera
ENSOARP00000012745	ENSOARG00000011888	Ovis_aries
ENSCPRP00005015992	ENSCPRG00005011177	Crocodylus_porosus
ENSCATP00000026154	ENSCATG00000036493	Cercocebus_atys
ENSRNOP00000005060	ENSRNOG00000003790	Rattus_norvegicus
ENSCHIP00000030716	ENSCHIG00000025356	Capra_hircus
ENSMGAP00000015280	ENSMGAG00000014437	Meleagris_gallopavo
ENSCSAVP00000015486	ENSCSAVG00000009088	Ciona_savignyi
ENSUMAP00000022633	ENSUMAG00000016528	Ursus_maritimus
ENSPPYP00000000649	ENSPPYG00000000555	Pongo_abelii
ENSNLEP00000017971	ENSNLEG00000014771	Nomascus_leucogenys
ENSPANP00000010196	ENSPANG00000000174	Papio_anubis
ENSPTRP00000051583	ENSPTRG00000001629	Pan_troglodytes
ENSPPAP00000038876	ENSPPAG00000042153	Pan_paniscus
ENSMNEP00000039900	ENSMNEG00000042870	Macaca_nemestrina
