ENSJHYP00000016982	ENSJHYG00000012972	Junco_hyemalis
ENSZALP00000001909	ENSZALG00000002271	Zonotrichia_albicollis
ENSPMJP00000018254	ENSPMJG00000013654	Parus_major
ENSLCOP00000008714	ENSLCOG00000006358	Lepidothrix_coronata
ENSLSDP00000024659	ENSLSDG00000017288	Lonchura_striata_domestica
ENSCPGP00000002247	ENSCPGG00000001667	Calidris_pygmaea
ENSABRP00000022581	ENSABRG00000019117	Anser_brachyrhynchus
ENSAPLP00000009625	ENSAPLG00000009915	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005018233	ENSCJPG00005014854	Coturnix_japonica
ENSMGAP00000006741	ENSMGAG00000006700	Meleagris_gallopavo
ENSGALP00000070072	ENSGALG00000025792	Gallus_gallus
ENSNMEP00000008751	ENSNMEG00000008521	Numida_meleagris
ENSCPUP00000007330	ENSCPUG00000005286	Calidris_pugnax
ENSFALP00000004630	ENSFALG00000004448	Ficedula_albicollis
ENSCCEP00000014711	ENSCCEG00000014023	Cyanistes_caeruleus
ENSTGUP00000008339	ENSTGUG00000008097	Taeniopygia_guttata
ENSSCAP00000007634	ENSSCAG00000005864	Serinus_canaria
ENSMVIP00005005649	ENSMVIG00005004317	Manacus_vitellinus
ENSMUNP00000002405	ENSMUNG00000002131	Melopsittacus_undulatus
ENSAHAP00000020289	ENSAHAG00000014265	Apteryx_haastii
ENSAOWP00000004513	ENSAOWG00000003174	Apteryx_owenii
ENSARWP00000002559	ENSARWG00000001919	Apteryx_rowi
ENSDNVP00000010051	ENSDNVG00000007099	Dromaius_novaehollandiae
ENSNPEP00000008332	ENSNPEG00000006257	Nothoprocta_perdicaria
ENSCPRP00005020528	ENSCPRG00005014263	Crocodylus_porosus
ENSCABP00000022669	ENSCABG00000016693	Chelonoidis_abingdonii
ENSCPBP00000000471	ENSCPBG00000000432	Chrysemys_picta_bellii
ENSGAGP00000033645	ENSGAGG00000023950	Gopherus_agassizii
ENSPSIP00000013601	ENSPSIG00000012203	Pelodiscus_sinensis
ENSPVIP00000012420	ENSPVIG00000009675	Pogona_vitticeps
ENSACAP00000006777	ENSACAG00000006933	Anolis_carolinensis
ENSNSUP00000007044	ENSNSUG00000005564	Notechis_scutatus
ENSSMRP00000023261	ENSSMRG00000018068	Salvator_merianae
ENSSPUP00000017809	ENSSPUG00000013757	Sphenodon_punctatus
ENSEASP00005033667	ENSEASG00005023047	Equus_asinus_asinus
ENSECAP00000015259	ENSECAG00000017718	Equus_caballus
ENSMLUP00000001986	ENSMLUG00000002180	Myotis_lucifugus
ENSTTRP00000000390	ENSTTRG00000000417	Tursiops_truncatus
ENSSSCP00000038196	ENSSSCG00000038824	Sus_scrofa_strain_reference
ENSBIXP00005007730	ENSBIXG00005001465	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000019858	ENSBIXG00000002685	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000047556	ENSBTAG00000017936	Bos_taurus
ENSCHIP00000017227	ENSCHIG00000017152	Capra_hircus
ENSFCAP00000018199	ENSFCAG00000031907	Felis_catus
ENSPPRP00000017902	ENSPPRG00000009720	Panthera_pardus
ENSCAFP00020027906	ENSCAFG00020021910	Canis_lupus_dingo
ENSMICP00000001910	ENSMICG00000002090	Microcebus_murinus
ENSPCOP00000023287	ENSPCOG00000023777	Propithecus_coquereli
ENSPSMP00000026491	ENSPSMG00000018605	Prolemur_simus
ENSOGAP00000016445	ENSOGAG00000026708	Otolemur_garnettii
ENSPTRP00000036282	ENSPTRG00000021238	Pan_troglodytes
ENSP00000477141	ENSG00000260230	Homo_sapiens
ENSNLEP00000021147	ENSNLEG00000017427	Nomascus_leucogenys
ENSMMUP00000023050	ENSMMUG00000017514	Macaca_mulatta
ENSMFAP00000011136	ENSMFAG00000013386	Macaca_fascicularis
ENSMNEP00000025196	ENSMNEG00000036099	Macaca_nemestrina
ENSCATP00000008614	ENSCATG00000026013	Cercocebus_atys
ENSPANP00000019002	ENSPANG00000025735	Papio_anubis
ENSCSAP00000007783	ENSCSAG00000011596	Chlorocebus_sabaeus
ENSTGEP00000036385	ENSTGEG00000028957	Theropithecus_gelada
ENSPTEP00000035226	ENSPTEG00000033272	Piliocolobus_tephrosceles
ENSCCAP00000028539	ENSCCAG00000032250	Cebus_capucinus_imitator
ENSCJAP00000077381	ENSCJAG00000017183	Callithrix_jacchus
ENSSBOP00000010990	ENSSBOG00000022321	Saimiri_boliviensis_boliviensis
ENSANAP00000022799	ENSANAG00000029146	Aotus_nancymaae
ENSGGOP00000008918	ENSGGOG00000009128	Gorilla_gorilla
ENSRBIP00000031616	ENSRBIG00000039628	Rhinopithecus_bieti
ENSCGRP00001013296	ENSCGRG00001014472	Cricetulus_griseus_CHOK1GS_HDv1
