ENSAHAP00000013698	ENSAHAG00000009841	Apteryx_haastii
ENSARWP00000022756	ENSARWG00000015512	Apteryx_rowi
ENSNPEP00000014122	ENSNPEG00000010563	Nothoprocta_perdicaria
ENSDNVP00000000533	ENSDNVG00000000414	Dromaius_novaehollandiae
ENSLSDP00000011986	ENSLSDG00000008786	Lonchura_striata_domestica
ENSJHYP00000019521	ENSJHYG00000014834	Junco_hyemalis
ENSPMJP00000027252	ENSPMJG00000019848	Parus_major
ENSFALP00000005503	ENSFALG00000005291	Ficedula_albicollis
ENSLCOP00000013693	ENSLCOG00000009873	Lepidothrix_coronata
ENSSCAP00000015444	ENSSCAG00000011295	Serinus_canaria
ENSMVIP00005027827	ENSMVIG00005019387	Manacus_vitellinus
ENSMVIP00005004337	ENSMVIG00005003352	Manacus_vitellinus
ENSTGUP00000008292	ENSTGUG00000008052	Taeniopygia_guttata
ENSCCEP00000001055	ENSCCEG00000001320	Cyanistes_caeruleus
ENSCCEP00000003861	ENSCCEG00000004315	Cyanistes_caeruleus
ENSZALP00000017997	ENSZALG00000014465	Zonotrichia_albicollis
ENSMUNP00000005766	ENSMUNG00000004703	Melopsittacus_undulatus
ENSABRP00000023154	ENSABRG00000019545	Anser_brachyrhynchus
ENSAPLP00000005824	ENSAPLG00000006228	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000008082	ENSMGAG00000007924	Meleagris_gallopavo
ENSCJPP00005022265	ENSCJPG00005017780	Coturnix_japonica
ENSGALP00000008672	ENSGALG00000005409	Gallus_gallus
ENSNMEP00000009991	ENSNMEG00000009547	Numida_meleagris
ENSCPGP00000008855	ENSCPGG00000006285	Calidris_pygmaea
ENSCPUP00000016993	ENSCPUG00000011723	Calidris_pugnax
ENSAOWP00000015648	ENSAOWG00000010650	Apteryx_owenii
ENSGAGP00000029737	ENSGAGG00000021470	Gopherus_agassizii
ENSCABP00000008492	ENSCABG00000006426	Chelonoidis_abingdonii
ENSCPBP00000012743	ENSCPBG00000009599	Chrysemys_picta_bellii
ENSPSIP00000018886	ENSPSIG00000016729	Pelodiscus_sinensis
ENSCPRP00005014900	ENSCPRG00005010460	Crocodylus_porosus
ENSSPUP00000000271	ENSSPUG00000000273	Sphenodon_punctatus
ENSPVIP00000028435	ENSPVIG00000021071	Pogona_vitticeps
ENSNSUP00000025812	ENSNSUG00000018561	Notechis_scutatus
ENSSMRP00000018347	ENSSMRG00000014262	Salvator_merianae
ENSXETP00000003162	ENSXETG00000005076	Xenopus_tropicalis
ENSLACP00000020589	ENSLACG00000018094	Latimeria_chalumnae
ENSDORP00000006520	ENSDORG00000006956	Dipodomys_ordii
ENSCCNP00000014014	ENSCCNG00000014516	Castor_canadensis
MGP_SPRETEiJ_P0030299	MGP_SPRETEiJ_G0017740	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000018842	ENSMUSG00000018698	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000013274	ENSMSIG00000011492	Mus_spicilegus
MGP_CAROLIEiJ_P0028890	MGP_CAROLIEiJ_G0016895	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0035611	MGP_PahariEiJ_G0018025	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000003799	ENSRNOG00000002812	Rattus_norvegicus
ENSMUGP00000007302	ENSMUGG00000006686	Meriones_unguiculatus
ENSPEMP00000034094	ENSPEMG00000024834	Peromyscus_maniculatus_bairdii
ENSMOCP00000012905	ENSMOCG00000012864	Microtus_ochrogaster
ENSCGRP00000025086	ENSCGRG00000018166	Cricetulus_griseus_CriGri_1.0
