ENSACAP00000022336	ENSACAG00000028790	Anolis_carolinensis
ENSPVIP00000023766	ENSPVIG00000017950	Pogona_vitticeps
ENSSMRP00000005541	ENSSMRG00000004502	Salvator_merianae
ENSSPUP00000018106	ENSSPUG00000013986	Sphenodon_punctatus
ENSCABP00000002279	ENSCABG00000001791	Chelonoidis_abingdonii	ENSCABT00000002458
ENSGAGP00000033721	ENSGAGG00000024005	Gopherus_agassizii	ENSGAGT00000038199
ENSCPBP00000015433	ENSCPBG00000011410	Chrysemys_picta_bellii
ENSCPGP00000002160	ENSCPGG00000001618	Calidris_pygmaea
ENSCPUP00000023554	ENSCPUG00000015994	Calidris_pugnax
ENSPMJP00000011327	ENSPMJG00000008793	Parus_major
ENSJHYP00000017978	ENSJHYG00000013700	Junco_hyemalis
ENSABRP00000022369	ENSABRG00000018949	Anser_brachyrhynchus
ENSAPLP00000025024	ENSAPLG00000031233	Anas_platyrhynchos_platyrhynchos
ENSVURP00010029048	ENSVURG00010022253	Vombatus_ursinus
ENSVURP00010028877	ENSVURG00010022111	Vombatus_ursinus
ENSPCIP00000001491	ENSPCIG00000001194	Phascolarctos_cinereus
ENSPCIP00000049975	ENSPCIG00000019985	Phascolarctos_cinereus
ENSMEUP00000001428	ENSMEUG00000001564	Notamacropus_eugenii
ENSMEUP00000014223	ENSMEUG00000015581	Notamacropus_eugenii
ENSSHAP00000020648	ENSSHAG00000017511	Sarcophilus_harrisii
ENSMODP00000004903	ENSMODG00000003987	Monodelphis_domestica
ENSCCNP00000015381	ENSCCNG00000015793	Castor_canadensis
ENSDORP00000023699	ENSDORG00000028050	Dipodomys_ordii
ENSMUSP00000034632	ENSMUSG00000032121	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000001587	ENSMSIG00000001527	Mus_spicilegus
MGP_SPRETEiJ_P0090850	MGP_SPRETEiJ_G0033103	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0087282	MGP_CAROLIEiJ_G0031977	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0022931	MGP_PahariEiJ_G0014841	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012060	ENSRNOG00000008757	Rattus_norvegicus
ENSMUGP00000006762	ENSMUGG00000006227	Meriones_unguiculatus
ENSCGRP00015011595	ENSCGRG00015008923	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000001364	ENSCGRG00000001049	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001022285	ENSCGRG00001020871	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000015828	ENSMAUG00000015185	Mesocricetus_auratus
ENSMOCP00000025018	ENSMOCG00000021261	Microtus_ochrogaster
ENSPEMP00000033986	ENSPEMG00000031095	Peromyscus_maniculatus_bairdii
ENSNGAP00000004220	ENSNGAG00000005428	Nannospalax_galili
ENSJJAP00000016848	ENSJJAG00000018579	Jaculus_jaculus
ENSHGLP00000010303	ENSHGLG00000007394	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100002442	ENSHGLG00100001893	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005937	ENSFDAG00000014822	Fukomys_damarensis
ENSCAPP00000003138	ENSCAPG00000005983	Cavia_aperea
ENSCPOP00000023509	ENSCPOG00000040775	Cavia_porcellus
ENSODEP00000004653	ENSODEG00000003550	Octodon_degus
ENSCLAP00000022936	ENSCLAG00000015737	Chinchilla_lanigera
ENSMMMP00000000981	ENSMMMG00000000921	Marmota_marmota_marmota
ENSUPAP00010030335	ENSUPAG00010023820	Urocitellus_parryii
ENSSTOP00000014604	ENSSTOG00000016309	Ictidomys_tridecemlineatus
ENSSDAP00000004162	ENSSDAG00000003916	Spermophilus_dauricus
ENSOCUP00000012683	ENSOCUG00000014753	Oryctolagus_cuniculus
ENSOPRP00000007707	ENSOPRG00000008424	Ochotona_princeps
ENSPSMP00000002587	ENSPSMG00000002050	Prolemur_simus
ENSPCOP00000006416	ENSPCOG00000014369	Propithecus_coquereli
ENSMICP00000002716	ENSMICG00000028529	Microcebus_murinus
ENSMICP00000040388	ENSMICG00000002989	Microcebus_murinus
ENSP00000436596	ENSG00000150433	Homo_sapiens
ENSGGOP00000048683	ENSGGOG00000015561	Gorilla_gorilla
ENSPTRP00000072532	ENSPTRG00000004438	Pan_troglodytes
ENSPPAP00000032833	ENSPPAG00000039276	Pan_paniscus
ENSPPYP00000004605	ENSPPYG00000004028	Pongo_abelii
ENSNLEP00000041349	ENSNLEG00000033002	Nomascus_leucogenys
ENSMFAP00000022200	ENSMFAG00000035993	Macaca_fascicularis
ENSMMUP00000042246	ENSMMUG00000040202	Macaca_mulatta
ENSMNEP00000009031	ENSMNEG00000028980	Macaca_nemestrina
ENSMLEP00000040380	ENSMLEG00000044202	Mandrillus_leucophaeus
ENSPANP00000041821	ENSPANG00000017161	Papio_anubis
ENSCATP00000001654	ENSCATG00000007615	Cercocebus_atys
ENSTGEP00000034849	ENSTGEG00000027772	Theropithecus_gelada
ENSCSAP00000015725	ENSCSAG00000002313	Chlorocebus_sabaeus
ENSRROP00000045116	ENSRROG00000045471	Rhinopithecus_roxellana
ENSRBIP00000015529	ENSRBIG00000031861	Rhinopithecus_bieti
ENSCANP00000029602	ENSCANG00000038409	Colobus_angolensis_palliatus
ENSPTEP00000004802	ENSPTEG00000005592	Piliocolobus_tephrosceles
ENSCJAP00000065875	ENSCJAG00000044833	Callithrix_jacchus
ENSSBOP00000018296	ENSSBOG00000025760	Saimiri_boliviensis_boliviensis
ENSCCAP00000000052	ENSCCAG00000000043	Cebus_capucinus_imitator
ENSANAP00000027290	ENSANAG00000031476	Aotus_nancymaae
ENSTSYP00000031978	ENSTSYG00000005138	Carlito_syrichta
ENSUMAP00000001735	ENSUMAG00000001613	Ursus_maritimus
ENSUAMP00000022969	ENSUAMG00000018003	Ursus_americanus
ENSAMEP00000000961	ENSAMEG00000000926	Ailuropoda_melanoleuca
ENSMPUP00000006382	ENSMPUG00000006437	Mustela_putorius_furo
ENSNVIP00000026448	ENSNVIG00000020431	Neovison_vison
ENSCAFP00000038939	ENSCAFG00000030932	Canis_lupus_familiaris
ENSCAFP00020013419	ENSCAFG00020010768	Canis_lupus_dingo
ENSVVUP00000028012	ENSVVUG00000020511	Vulpes_vulpes
ENSPTIP00000004986	ENSPTIG00000007316	Panthera_tigris_altaica
ENSPPRP00000021295	ENSPPRG00000012158	Panthera_pardus
ENSFCAP00000014215	ENSFCAG00000015332	Felis_catus
ENSPVAP00000000398	ENSPVAG00000000429	Pteropus_vampyrus
ENSMLUP00000007866	ENSMLUG00000008641	Myotis_lucifugus
ENSEEUP00000011479	ENSEEUG00000012620	Erinaceus_europaeus
ENSECAP00000016238	ENSECAG00000018738	Equus_caballus
ENSEASP00005002768	ENSEASG00005002135	Equus_asinus_asinus
ENSBIXP00000001194	ENSBIXG00000028823	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005023648	ENSBIXG00005026374	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000030281	ENSBTAG00000022382	Bos_taurus
ENSBMUP00000031228	ENSBMUG00000023321	Bos_mutus
ENSBBBP00000002198	ENSBBBG00000011319	Bison_bison_bison
ENSOARP00000012123	ENSOARG00000011312	Ovis_aries
ENSCHIP00000030929	ENSCHIG00000025499	Capra_hircus
ENSTTRP00000012584	ENSTTRG00000013266	Tursiops_truncatus
ENSDNOP00000008791	ENSDNOG00000011351	Dasypus_novemcinctus
ENSCHOP00000011921	ENSCHOG00000013471	Choloepus_hoffmanni
ENSLAFP00000014534	ENSLAFG00000017335	Loxodonta_africana
ENSPCAP00000008949	ENSPCAG00000009641	Procavia_capensis
ENSETEP00000010204	ENSETEG00000012586	Echinops_telfairi
ENSXETP00000041964	ENSXETG00000020002	Xenopus_tropicalis
ENSLACP00000017012	ENSLACG00000014982	Latimeria_chalumnae
ENSSMAP00000009229	ENSSMAG00000005688	Scophthalmus_maximus
ENSCSEP00000027094	ENSCSEG00000017315	Cynoglossus_semilaevis
