ENSPCIP00000004147	ENSPCIG00000003392	Phascolarctos_cinereus
ENSVURP00010010486	ENSVURG00010008110	Vombatus_ursinus
ENSSHAP00000004900	ENSSHAG00000004296	Sarcophilus_harrisii
ENSMODP00000056361	ENSMODG00000048800	Monodelphis_domestica
ENSLAFP00000000579	ENSLAFG00000000691	Loxodonta_africana
ENSPCAP00000015212	ENSPCAG00000016285	Procavia_capensis
ENSETEP00000008268	ENSETEG00000010183	Echinops_telfairi
ENSTGEP00000003177	ENSTGEG00000002718	Theropithecus_gelada
ENSDNOP00000025476	ENSDNOG00000036135	Dasypus_novemcinctus
ENSBMUP00000010573	ENSBMUG00000008163	Bos_mutus
ENSBIXP00000037140	ENSBIXG00000020662	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000009393	ENSBBBG00000017483	Bison_bison_bison
ENSBBBP00000007300	ENSBBBG00000015362	Bison_bison_bison
ENSBIXP00000040146	ENSBIXG00000004854	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005009951	ENSBIXG00005014716	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000050644	ENSBTAG00000031861	Bos_taurus
ENSBTAP00000060064	ENSBTAG00000053552	Bos_taurus
ENSOARP00000004706	ENSOARG00000004390	Ovis_aries
ENSTTRP00000016169	ENSTTRG00000017056	Tursiops_truncatus
ENSVPAP00000011504	ENSVPAG00000012375	Vicugna_pacos
ENSSSCP00000037383	ENSSSCG00000035428	Sus_scrofa_strain_reference
ENSCAFP00020006793	ENSCAFG00020005505	Canis_lupus_dingo
ENSCAFP00000050252	ENSCAFG00000004894	Canis_lupus_familiaris
ENSPPRP00000027329	ENSPPRG00000018707	Panthera_pardus
ENSPTIP00000013725	ENSPTIG00000013359	Panthera_tigris_altaica
ENSFCAP00000011928	ENSFCAG00000012862	Felis_catus
ENSMLUP00000003923	ENSMLUG00000004309	Myotis_lucifugus
ENSSARP00000005729	ENSSARG00000006331	Sorex_araneus
ENSPVAP00000013678	ENSPVAG00000014509	Pteropus_vampyrus	ENSPVAT00000014509
ENSAMEP00000014173	ENSAMEG00000013453	Ailuropoda_melanoleuca
ENSUAMP00000003189	ENSUAMG00000002910	Ursus_americanus
ENSMPUP00000008922	ENSMPUG00000008995	Mustela_putorius_furo
ENSNVIP00000001216	ENSNVIG00000000981	Neovison_vison
ENSVVUP00000010184	ENSVVUG00000007512	Vulpes_vulpes
ENSSSCP00000074440	ENSSSCG00000016434	Sus_scrofa_strain_reference
ENSEASP00005002564	ENSEASG00005001996	Equus_asinus_asinus
ENSUPAP00010015106	ENSUPAG00010012118	Urocitellus_parryii
