ENSNSUP00000019547	ENSNSUG00000014283	Notechis_scutatus
ENSPVIP00000009201	ENSPVIG00000007335	Pogona_vitticeps
ENSSMRP00000009323	ENSSMRG00000007447	Salvator_merianae
ENSSHAP00000020786	ENSSHAG00000017630	Sarcophilus_harrisii
ENSMODP00000014666	ENSMODG00000011710	Monodelphis_domestica
ENSMEUP00000006807	ENSMEUG00000007470	Notamacropus_eugenii
ENSPCIP00000030726	ENSPCIG00000022861	Phascolarctos_cinereus
ENSVURP00010016706	ENSVURG00010012801	Vombatus_ursinus
ENSCGRP00015034872	ENSCGRG00015026230	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001026850	ENSCGRG00001024040	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000017482	ENSCGRG00000012717	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000021318	ENSMAUG00000019090	Mesocricetus_auratus
ENSMOCP00000004737	ENSMOCG00000004058	Microtus_ochrogaster
ENSPEMP00000006729	ENSPEMG00000008877	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0091524	MGP_SPRETEiJ_G0033374	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000004542	ENSMSIG00000004149	Mus_spicilegus
ENSMUSP00000034830	ENSMUSG00000032291	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0087919	MGP_CAROLIEiJ_G0032234	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0023569	MGP_PahariEiJ_G0015102	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000033840	ENSRNOG00000023633	Rattus_norvegicus
ENSMUGP00000018687	ENSMUGG00000015855	Meriones_unguiculatus
ENSNGAP00000014799	ENSNGAG00000016008	Nannospalax_galili
ENSCPOP00000001421	ENSCPOG00000001572	Cavia_porcellus
ENSODEP00000020618	ENSODEG00000015205	Octodon_degus
ENSCLAP00000008588	ENSCLAG00000006007	Chinchilla_lanigera
ENSHGLP00100013048	ENSHGLG00100009658	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001214	ENSHGLG00000000944	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000021662	ENSFDAG00000007545	Fukomys_damarensis
ENSJJAP00000003628	ENSJJAG00000007260	Jaculus_jaculus
ENSSDAP00000016635	ENSSDAG00000015058	Spermophilus_dauricus
ENSSTOP00000006983	ENSSTOG00000007805	Ictidomys_tridecemlineatus
ENSMMMP00000001289	ENSMMMG00000001196	Marmota_marmota_marmota
ENSUPAP00010030044	ENSUPAG00010023607	Urocitellus_parryii
ENSDORP00000023325	ENSDORG00000029248	Dipodomys_ordii
ENSOCUP00000000377	ENSOCUG00000000431	Oryctolagus_cuniculus
ENSOPRP00000000299	ENSOPRG00000000335	Ochotona_princeps
ENSSBOP00000029477	ENSSBOG00000031064	Saimiri_boliviensis_boliviensis
ENSCAPP00000005473	ENSCAPG00000007807	Cavia_aperea
ENSCCAP00000033495	ENSCCAG00000034755	Cebus_capucinus_imitator
ENSCJAP00000018886	ENSCJAG00000010248	Callithrix_jacchus
ENSANAP00000038534	ENSANAG00000036705	Aotus_nancymaae
ENSANAP00000027813	ENSANAG00000031766	Aotus_nancymaae
ENSPTRP00000012548	ENSPTRG00000007340	Pan_troglodytes
ENSPPAP00000005654	ENSPPAG00000023226	Pan_paniscus
ENSP00000299529	ENSG00000166426	Homo_sapiens
ENSGGOP00000010179	ENSGGOG00000010435	Gorilla_gorilla
ENSPPYP00000007598	ENSPPYG00000006694	Pongo_abelii
ENSNLEP00000010415	ENSNLEG00000008542	Nomascus_leucogenys
ENSRROP00000030444	ENSRROG00000038965	Rhinopithecus_roxellana
ENSRBIP00000021462	ENSRBIG00000034703	Rhinopithecus_bieti
ENSCANP00000006531	ENSCANG00000021729	Colobus_angolensis_palliatus
ENSPTEP00000008158	ENSPTEG00000009289	Piliocolobus_tephrosceles
ENSMFAP00000011667	ENSMFAG00000017340	Macaca_fascicularis
ENSMMUP00000065521	ENSMMUG00000009393	Macaca_mulatta
ENSPANP00000014317	ENSPANG00000015829	Papio_anubis
ENSCATP00000034750	ENSCATG00000040276	Cercocebus_atys
ENSMLEP00000009945	ENSMLEG00000029159	Mandrillus_leucophaeus
ENSTGEP00000001330	ENSTGEG00000001251	Theropithecus_gelada
ENSCSAP00000011003	ENSCSAG00000014895	Chlorocebus_sabaeus
