ENSPKIP00000001389	ENSPKIG00000019705	Paramormyrops_kingsleyae	ENSPKIT00000025308
ENSSFOP00015026380	ENSSFOG00015016953	Scleropages_formosus	ENSSFOT00015026674
ENSSFOP00015022250	ENSSFOG00015014308	Scleropages_formosus	ENSSFOT00015022497
ENSCHAP00000054467	ENSCHAG00000024666	Clupea_harengus	ENSCHAT00000058759
ENSDCDP00000051783	ENSDCDG00000031385	Denticeps_clupeoides	ENSDCDT00000063554
ENSIPUP00000025600	ENSIPUG00000017273	Ictalurus_punctatus	ENSIPUT00000026660
ENSEEEP00000048143	ENSEEEG00000022667	Electrophorus_electricus	ENSEEET00000048673
ENSAMXP00000043948	ENSAMXG00000039169	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000048916
ENSPNAP00000035640	ENSPNAG00000005201	Pygocentrus_nattereri	ENSPNAT00000028910
ENSDARP00000138165	ENSDARG00000023659	Danio_rerio
ENSLOCP00000016040	ENSLOCG00000013022	Lepisosteus_oculatus
ENSECRP00000031986	ENSECRG00000021662	Erpetoichthys_calabaricus
ENSGAGP00000030400	ENSGAGG00000021895	Gopherus_agassizii
ENSCABP00000023423	ENSCABG00000017268	Chelonoidis_abingdonii
ENSCPBP00000024654	ENSCPBG00000017554	Chrysemys_picta_bellii
ENSPSIP00000020392	ENSPSIG00000018045	Pelodiscus_sinensis
ENSPMJP00000000253	ENSPMJG00000000237	Parus_major
ENSCCEP00000011990	ENSCCEG00000011628	Cyanistes_caeruleus
ENSFALP00000011875	ENSFALG00000011370	Ficedula_albicollis
ENSZALP00000000642	ENSZALG00000000791	Zonotrichia_albicollis
ENSJHYP00000012479	ENSJHYG00000009727	Junco_hyemalis
ENSSCAP00000006800	ENSSCAG00000005288	Serinus_canaria
ENSTGUP00000007786	ENSTGUG00000007536	Taeniopygia_guttata
ENSTGUP00000015206	ENSTGUG00000014850	Taeniopygia_guttata
ENSLSDP00000024470	ENSLSDG00000017165	Lonchura_striata_domestica
ENSMVIP00005020540	ENSMVIG00005014515	Manacus_vitellinus
ENSLCOP00000021380	ENSLCOG00000015114	Lepidothrix_coronata
ENSMUNP00000003497	ENSMUNG00000002981	Melopsittacus_undulatus
ENSCPGP00000006525	ENSCPGG00000004693	Calidris_pygmaea
ENSCPUP00000027375	ENSCPUG00000018423	Calidris_pugnax
ENSABRP00000003242	ENSABRG00000003054	Anser_brachyrhynchus
ENSAPLP00000002048	ENSAPLG00000002560	Anas_platyrhynchos_platyrhynchos
ENSGALP00000037959	ENSGALG00000023440	Gallus_gallus
ENSMGAP00000007650	ENSMGAG00000007495	Meleagris_gallopavo
ENSCJPP00005025822	ENSCJPG00005020200	Coturnix_japonica
ENSNMEP00000027462	ENSNMEG00000022988	Numida_meleagris
ENSAOWP00000005729	ENSAOWG00000003934	Apteryx_owenii
ENSAHAP00000000317	ENSAHAG00000000312	Apteryx_haastii
ENSARWP00000018755	ENSARWG00000012896	Apteryx_rowi
ENSDNVP00000006152	ENSDNVG00000004401	Dromaius_novaehollandiae
ENSNPEP00000020525	ENSNPEG00000015250	Nothoprocta_perdicaria
ENSCPRP00005023269	ENSCPRG00005016149	Crocodylus_porosus
ENSACAP00000004115	ENSACAG00000004186	Anolis_carolinensis
ENSPVIP00000033481	ENSPVIG00000024467	Pogona_vitticeps
ENSNSUP00000027140	ENSNSUG00000019439	Notechis_scutatus
ENSSMRP00000029094	ENSSMRG00000022375	Salvator_merianae
ENSSPUP00000013985	ENSSPUG00000010792	Sphenodon_punctatus
ENSPCIP00000034888	ENSPCIG00000025794	Phascolarctos_cinereus
ENSVURP00010005633	ENSVURG00010004393	Vombatus_ursinus
ENSMEUP00000001083	ENSMEUG00000001175	Notamacropus_eugenii
ENSMODP00000002747	ENSMODG00000002253	Monodelphis_domestica
ENSSHAP00000009479	ENSSHAG00000008201	Sarcophilus_harrisii
ENSPSMP00000026812	ENSPSMG00000018771	Prolemur_simus
ENSMICP00000030307	ENSMICG00000027983	Microcebus_murinus
ENSOGAP00000004144	ENSOGAG00000004640	Otolemur_garnettii
ENSMMUP00000003849	ENSMMUG00000002879	Macaca_mulatta
ENSMNEP00000014437	ENSMNEG00000031368	Macaca_nemestrina
ENSPANP00000014035	ENSPANG00000017688	Papio_anubis
ENSMLEP00000013136	ENSMLEG00000030632	Mandrillus_leucophaeus
ENSCSAP00000007177	ENSCSAG00000010961	Chlorocebus_sabaeus
ENSTGEP00000015809	ENSTGEG00000012765	Theropithecus_gelada
ENSPTEP00000007273	ENSPTEG00000008264	Piliocolobus_tephrosceles
ENSRBIP00000022928	ENSRBIG00000035389	Rhinopithecus_bieti
ENSRROP00000004570	ENSRROG00000018680	Rhinopithecus_roxellana
ENSMFAP00000022395	ENSMFAG00000004070	Macaca_fascicularis
ENSCATP00000004633	ENSCATG00000015466	Cercocebus_atys
ENSCANP00000019430	ENSCANG00000033149	Colobus_angolensis_palliatus
ENSPPAP00000006863	ENSPPAG00000025781	Pan_paniscus
ENSPTRP00000012078	ENSPTRG00000007064	Pan_troglodytes
ENSGGOP00000019046	ENSGGOG00000007783	Gorilla_gorilla
ENSP00000220429	ENSG00000104064	Homo_sapiens
ENSPPYP00000007331	ENSPPYG00000006468	Pongo_abelii
ENSNLEP00000007578	ENSNLEG00000006227	Nomascus_leucogenys
ENSCCAP00000005354	ENSCCAG00000020344	Cebus_capucinus_imitator
ENSSBOP00000012913	ENSSBOG00000023162	Saimiri_boliviensis_boliviensis
ENSCJAP00000053073	ENSCJAG00000001449	Callithrix_jacchus
ENSANAP00000014639	ENSANAG00000025207	Aotus_nancymaae
ENSCCNP00000013771	ENSCCNG00000014237	Castor_canadensis
ENSCCNP00000012554	ENSCCNG00000013037	Castor_canadensis
ENSDORP00000015480	ENSDORG00000016453	Dipodomys_ordii
ENSMSIP00000023794	ENSMSIG00000020139	Mus_spicilegus
