ENSPCIP00000037418	ENSPCIG00000027563	Phascolarctos_cinereus
ENSVURP00010022289	ENSVURG00010017070	Vombatus_ursinus
ENSMEUP00000006206	ENSMEUG00000006809	Notamacropus_eugenii
ENSMODP00000046019	ENSMODG00000002391	Monodelphis_domestica
ENSSHAP00000010220	ENSSHAG00000008826	Sarcophilus_harrisii
ENSUAMP00000014858	ENSUAMG00000011918	Ursus_americanus
ENSUMAP00000033676	ENSUMAG00000024246	Ursus_maritimus
ENSAMEP00000014351	ENSAMEG00000013623	Ailuropoda_melanoleuca
ENSNVIP00000024606	ENSNVIG00000019063	Neovison_vison
ENSMPUP00000012981	ENSMPUG00000013077	Mustela_putorius_furo
ENSCAFP00020021143	ENSCAFG00020016708	Canis_lupus_dingo
ENSCAFP00000006832	ENSCAFG00000004573	Canis_lupus_familiaris
ENSVVUP00000010057	ENSVVUG00000007436	Vulpes_vulpes
ENSPPRP00000025805	ENSPPRG00000016155	Panthera_pardus
ENSPTIP00000002199	ENSPTIG00000005290	Panthera_tigris_altaica
ENSFCAP00000000188	ENSFCAG00000000204	Felis_catus
ENSEASP00005005725	ENSEASG00005004227	Equus_asinus_asinus
ENSECAP00000013339	ENSECAG00000015728	Equus_caballus
ENSMLUP00000005176	ENSMLUG00000005664	Myotis_lucifugus
ENSPVAP00000014139	ENSPVAG00000015000	Pteropus_vampyrus
ENSTTRP00000008386	ENSTTRG00000008851	Tursiops_truncatus
ENSSSCP00000038195	ENSSSCG00000037354	Sus_scrofa_strain_reference
ENSOARP00000001770	ENSOARG00000001685	Ovis_aries
ENSCHIP00000032878	ENSCHIG00000026675	Capra_hircus
ENSBTAP00000022638	ENSBTAG00000017027	Bos_taurus
ENSBIXP00000023424	ENSBIXG00000025909	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005005079	ENSBIXG00005000959	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000023088	ENSBMUG00000017361	Bos_mutus
ENSBBBP00000022381	ENSBBBG00000016244	Bison_bison_bison
ENSVPAP00000010921	ENSVPAG00000011737	Vicugna_pacos
ENSEEUP00000011566	ENSEEUG00000012706	Erinaceus_europaeus
ENSSARP00000012490	ENSSARG00000013816	Sorex_araneus
ENSCCNP00000001935	ENSCCNG00000002130	Castor_canadensis
ENSCCNP00000024039	ENSCCNG00000023575	Castor_canadensis
ENSDORP00000008427	ENSDORG00000008974	Dipodomys_ordii
ENSMSIP00000015982	ENSMSIG00000013741	Mus_spicilegus
ENSMUSP00000030453	ENSMUSG00000028690	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0066311	MGP_SPRETEiJ_G0027311	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0063815	MGP_CAROLIEiJ_G0026339	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0078920	MGP_PahariEiJ_G0028671	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000023178	ENSRNOG00000017233	Rattus_norvegicus
ENSMUGP00000028061	ENSMUGG00000023307	Meriones_unguiculatus
ENSCGRP00000007399	ENSCGRG00000005381	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015033012	ENSCGRG00015024893	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001019690	ENSCGRG00001019062	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000007513	ENSMAUG00000009187	Mesocricetus_auratus
ENSPEMP00000030429	ENSPEMG00000026955	Peromyscus_maniculatus_bairdii
ENSNGAP00000009337	ENSNGAG00000012059	Nannospalax_galili
ENSJJAP00000009891	ENSJJAG00000013638	Jaculus_jaculus
ENSCLAP00000016082	ENSCLAG00000011068	Chinchilla_lanigera
ENSODEP00000010567	ENSODEG00000007879	Octodon_degus
ENSCPOP00000012734	ENSCPOG00000014136	Cavia_porcellus
ENSCAPP00000007598	ENSCAPG00000009488	Cavia_aperea
ENSHGLP00100007472	ENSHGLG00100005589	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001308	ENSHGLG00000001020	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000018823	ENSFDAG00000009557	Fukomys_damarensis
ENSSDAP00000025932	ENSSDAG00000023531	Spermophilus_dauricus
ENSSTOP00000005439	ENSSTOG00000006090	Ictidomys_tridecemlineatus
ENSUPAP00010026250	ENSUPAG00010020763	Urocitellus_parryii
ENSUPAP00010018901	ENSUPAG00010014987	Urocitellus_parryii
ENSMMMP00000021905	ENSMMMG00000019272	Marmota_marmota_marmota
ENSOCUP00000005152	ENSOCUG00000005954	Oryctolagus_cuniculus
ENSOPRP00000000070	ENSOPRG00000000079	Ochotona_princeps
ENSTBEP00000013804	ENSTBEG00000015908	Tupaia_belangeri
ENSPANP00000011282	ENSPANG00000026245	Papio_anubis
ENSPANP00000009064	ENSPANG00000009590	Papio_anubis
ENSMMUP00000020984	ENSMMUG00000015950	Macaca_mulatta
ENSMFAP00000006993	ENSMFAG00000045813	Macaca_fascicularis
ENSMNEP00000004800	ENSMNEG00000021916	Macaca_nemestrina
ENSTGEP00000035907	ENSTGEG00000028593	Theropithecus_gelada
ENSCATP00000032183	ENSCATG00000039177	Cercocebus_atys
ENSMLEP00000004009	ENSMLEG00000017921	Mandrillus_leucophaeus
ENSCSAP00000016799	ENSCSAG00000001215	Chlorocebus_sabaeus
ENSCANP00000034632	ENSCANG00000040999	Colobus_angolensis_palliatus
ENSPTEP00000039659	ENSPTEG00000036662	Piliocolobus_tephrosceles
ENSRBIP00000002047	ENSRBIG00000010274	Rhinopithecus_bieti
ENSRROP00000041158	ENSRROG00000043790	Rhinopithecus_roxellana
ENSPPAP00000040055	ENSPPAG00000042689	Pan_paniscus
ENSPTRP00000083955	ENSPTRG00000052080	Pan_troglodytes
ENSP00000383840	ENSG00000132763	Homo_sapiens
ENSGGOP00000005291	ENSGGOG00000005407	Gorilla_gorilla
ENSPPYP00000001638	ENSPPYG00000001412	Pongo_abelii
ENSNLEP00000017658	ENSNLEG00000014521	Nomascus_leucogenys
ENSANAP00000006800	ENSANAG00000021463	Aotus_nancymaae
ENSANAP00000035400	ENSANAG00000035237	Aotus_nancymaae
ENSSBOP00000029676	ENSSBOG00000031147	Saimiri_boliviensis_boliviensis
ENSCCAP00000039631	ENSCCAG00000037626	Cebus_capucinus_imitator
ENSCJAP00000008753	ENSCJAG00000004805	Callithrix_jacchus
ENSTSYP00000031477	ENSTSYG00000032645	Carlito_syrichta
ENSPCOP00000014833	ENSPCOG00000019121	Propithecus_coquereli
ENSMICP00000039932	ENSMICG00000027767	Microcebus_murinus
ENSPSMP00000003787	ENSPSMG00000003063	Prolemur_simus
ENSOGAP00000021389	ENSOGAG00000028947	Otolemur_garnettii
ENSOGAP00000015479	ENSOGAG00000027821	Otolemur_garnettii
ENSCHOP00000002977	ENSCHOG00000003364	Choloepus_hoffmanni
ENSDNOP00000014353	ENSDNOG00000018486	Dasypus_novemcinctus
ENSLAFP00000014580	ENSLAFG00000017386	Loxodonta_africana
ENSPCAP00000004297	ENSPCAG00000004623	Procavia_capensis
ENSOANP00000027491	ENSOANG00000021591	Ornithorhynchus_anatinus
ENSOANP00000018693	ENSOANG00000011795	Ornithorhynchus_anatinus
ENSXETP00000025599	ENSXETG00000003628	Xenopus_tropicalis
ENSAOWP00000013686	ENSAOWG00000009340	Apteryx_owenii	ENSAOWT00000015536
ENSAHAP00000025302	ENSAHAG00000017651	Apteryx_haastii	ENSAHAT00000027872
ENSARWP00000000190	ENSARWG00000000202	Apteryx_rowi	ENSARWT00000000235
ENSDNVP00000013319	ENSDNVG00000009413	Dromaius_novaehollandiae	ENSDNVT00000016035
ENSNPEP00000019665	ENSNPEG00000014643	Nothoprocta_perdicaria
ENSCPGP00000015543	ENSCPGG00000010956	Calidris_pygmaea
ENSCPUP00000017351	ENSCPUG00000011956	Calidris_pugnax
ENSMUNP00000014034	ENSMUNG00000010934	Melopsittacus_undulatus
ENSJHYP00000010228	ENSJHYG00000008015	Junco_hyemalis
ENSZALP00000009425	ENSZALG00000008109	Zonotrichia_albicollis
ENSSCAP00000001519	ENSSCAG00000001267	Serinus_canaria
ENSLSDP00000017613	ENSLSDG00000012612	Lonchura_striata_domestica
ENSTGUP00000008198	ENSTGUG00000007953	Taeniopygia_guttata
ENSPMJP00000026845	ENSPMJG00000019583	Parus_major
ENSCCEP00000016959	ENSCCEG00000015771	Cyanistes_caeruleus
ENSFALP00000010046	ENSFALG00000009634	Ficedula_albicollis
ENSLCOP00000000716	ENSLCOG00000000627	Lepidothrix_coronata
ENSMVIP00005016702	ENSMVIG00005011984	Manacus_vitellinus
ENSABRP00000019890	ENSABRG00000017026	Anser_brachyrhynchus
ENSAPLP00000027870	ENSAPLG00000007238	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000010804	ENSMGAG00000010417	Meleagris_gallopavo
ENSGALP00000016616	ENSGALG00000010234	Gallus_gallus
ENSCJPP00005011567	ENSCJPG00005009945	Coturnix_japonica
ENSNMEP00000025330	ENSNMEG00000021448	Numida_meleagris
ENSCPRP00005025719	ENSCPRG00005017827	Crocodylus_porosus
ENSCPBP00000006877	ENSCPBG00000005421	Chrysemys_picta_bellii
ENSCABP00000006465	ENSCABG00000004884	Chelonoidis_abingdonii
ENSPSIP00000011518	ENSPSIG00000010390	Pelodiscus_sinensis
ENSPVIP00000030876	ENSPVIG00000022701	Pogona_vitticeps
ENSACAP00000014919	ENSACAG00000015193	Anolis_carolinensis
ENSNSUP00000021685	ENSNSUG00000015755	Notechis_scutatus
ENSSMRP00000023690	ENSSMRG00000018375	Salvator_merianae
ENSSPUP00000004432	ENSSPUG00000003422	Sphenodon_punctatus
ENSLACP00000017044	ENSLACG00000015013	Latimeria_chalumnae
ENSCMIP00000022930	ENSCMIG00000010293	Callorhinchus_milii
ENSCHAP00000013490	ENSCHAG00000007386	Clupea_harengus
ENSDCDP00000053123	ENSDCDG00000031917	Denticeps_clupeoides
ENSAMXP00000040929	ENSAMXG00000041876	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005011155	ENSAMXG00005006159	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001517	ENSPNAG00000008216	Pygocentrus_nattereri
ENSEEEP00000026286	ENSEEEG00000012715	Electrophorus_electricus
ENSIPUP00000016534	ENSIPUG00000011185	Ictalurus_punctatus
ENSDARP00000117903	ENSDARG00000043877	Danio_rerio
ENSGACP00000019222	ENSGACG00000014565	Gasterosteus_aculeatus
ENSLBEP00000009838	ENSLBEG00000007557	Labrus_bergylta
ENSCSEP00000011895	ENSCSEG00000007667	Cynoglossus_semilaevis
ENSATEP00000026442	ENSATEG00000018318	Anabas_testudineus
ENSBSLP00000022236	ENSBSLG00000011308	Betta_splendens
ENSMAMP00000025700	ENSMAMG00000017259	Mastacembelus_armatus
ENSTRUP00000047216	ENSTRUG00000018443	Takifugu_rubripes
ENSTNIP00000013789	ENSTNIG00000010860	Tetraodon_nigroviridis
ENSMMOP00000002413	ENSMMOG00000001971	Mola_mola
ENSSLDP00000009414	ENSSLDG00000007508	Seriola_lalandi_dorsalis
ENSSDUP00000001489	ENSSDUG00000001165	Seriola_dumerili
ENSSMAP00000029392	ENSSMAG00000018016	Scophthalmus_maximus
ENSLCAP00010018283	ENSLCAG00010008680	Lates_calcarifer
ENSAOCP00000001795	ENSAOCG00000004881	Amphiprion_ocellaris
ENSAPEP00000016041	ENSAPEG00000011407	Amphiprion_percula
ENSAPOP00000001859	ENSAPOG00000003202	Acanthochromis_polyacanthus
ENSSPAP00000019903	ENSSPAG00000014999	Stegastes_partitus
ENSPRNP00000004238	ENSPRNG00000002421	Parambassis_ranga
ENSXMAP00000011506	ENSXMAG00000011479	Xiphophorus_maculatus
ENSXCOP00000011758	ENSXCOG00000008886	Xiphophorus_couchianus
ENSGAFP00000009373	ENSGAFG00000006389	Gambusia_affinis
ENSPFOP00000013882	ENSPFOG00000013819	Poecilia_formosa
ENSPMEP00000022457	ENSPMEG00000003358	Poecilia_mexicana
ENSPLAP00000001049	ENSPLAG00000002012	Poecilia_latipinna
ENSPREP00000003436	ENSPREG00000002492	Poecilia_reticulata
