ENSAOWP00000004014	ENSAOWG00000002801	Apteryx_owenii	ENSAOWT00000004580
ENSAHAP00000002309	ENSAHAG00000001879	Apteryx_haastii	ENSAHAT00000002625
ENSARWP00000013355	ENSARWG00000009272	Apteryx_rowi	ENSARWT00000015269
ENSDNVP00000007894	ENSDNVG00000005630	Dromaius_novaehollandiae	ENSDNVT00000009551
ENSNPEP00000005808	ENSNPEG00000004391	Nothoprocta_perdicaria
ENSCPUP00000026252	ENSCPUG00000017694	Calidris_pugnax
ENSCPGP00000014432	ENSCPGG00000010212	Calidris_pygmaea
ENSCPGP00000014472	ENSCPGG00000010234	Calidris_pygmaea
ENSSCAP00000022784	ENSSCAG00000016346	Serinus_canaria
ENSZALP00000003147	ENSZALG00000003225	Zonotrichia_albicollis
ENSLSDP00000025255	ENSLSDG00000017676	Lonchura_striata_domestica
ENSTGUP00000001664	ENSTGUG00000001615	Taeniopygia_guttata
ENSCCEP00000020492	ENSCCEG00000018588	Cyanistes_caeruleus
ENSPMJP00000005702	ENSPMJG00000004924	Parus_major
ENSFALP00000009239	ENSFALG00000008857	Ficedula_albicollis
ENSLCOP00000001042	ENSLCOG00000000863	Lepidothrix_coronata
ENSMVIP00005002256	ENSMVIG00005001783	Manacus_vitellinus
ENSMUNP00000015163	ENSMUNG00000011736	Melopsittacus_undulatus
ENSABRP00000002819	ENSABRG00000002697	Anser_brachyrhynchus
ENSAPLP00000027266	ENSAPLG00000017129	Anas_platyrhynchos_platyrhynchos
ENSGALP00000053829	ENSGALG00000036775	Gallus_gallus
ENSCJPP00005005603	ENSCJPG00005005325	Coturnix_japonica
ENSMGAP00000017663	ENSMGAG00000009445	Meleagris_gallopavo
ENSNMEP00000017376	ENSNMEG00000015204	Numida_meleagris
ENSCPRP00005021547	ENSCPRG00005014980	Crocodylus_porosus
ENSGAGP00000006934	ENSGAGG00000005584	Gopherus_agassizii
ENSCABP00000012215	ENSCABG00000009156	Chelonoidis_abingdonii
ENSCPBP00000037134	ENSCPBG00000025743	Chrysemys_picta_bellii
ENSPSIP00000013647	ENSPSIG00000012250	Pelodiscus_sinensis
ENSACAP00000012810	ENSACAG00000013045	Anolis_carolinensis
ENSPVIP00000025101	ENSPVIG00000018872	Pogona_vitticeps
ENSNSUP00000026370	ENSNSUG00000018942	Notechis_scutatus
ENSSMRP00000001058	ENSSMRG00000000927	Salvator_merianae
ENSSPUP00000004056	ENSSPUG00000003121	Sphenodon_punctatus
ENSPCIP00000015074	ENSPCIG00000011757	Phascolarctos_cinereus
ENSVURP00010028924	ENSVURG00010022154	Vombatus_ursinus
ENSMEUP00000001649	ENSMEUG00000001805	Notamacropus_eugenii
ENSSHAP00000013204	ENSSHAG00000011290	Sarcophilus_harrisii
ENSMODP00000003750	ENSMODG00000003078	Monodelphis_domestica
ENSOARP00000002414	ENSOARG00000002282	Ovis_aries
ENSCHIP00000012685	ENSCHIG00000014366	Capra_hircus
ENSBIXP00000003237	ENSBIXG00000009638	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045633	ENSBIXG00005029205	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000024078	ENSBTAG00000018088	Bos_taurus
ENSBMUP00000012512	ENSBMUG00000009574	Bos_mutus
ENSBBBP00000024780	ENSBBBG00000019836	Bison_bison_bison
ENSTTRP00000013729	ENSTTRG00000014481	Tursiops_truncatus
ENSSSCP00000004844	ENSSSCG00000004490	Sus_scrofa_strain_reference
ENSVPAP00000004401	ENSVPAG00000004744	Vicugna_pacos
ENSUAMP00000026150	ENSUAMG00000020288	Ursus_americanus
ENSUMAP00000002594	ENSUMAG00000002294	Ursus_maritimus
ENSMPUP00000000999	ENSMPUG00000001006	Mustela_putorius_furo
ENSNVIP00000000067	ENSNVIG00000000055	Neovison_vison
ENSCAFP00000026072	ENSCAFG00000017676	Canis_lupus_familiaris
ENSCAFP00020013613	ENSCAFG00020010948	Canis_lupus_dingo
ENSVVUP00000038948	ENSVVUG00000027793	Vulpes_vulpes
ENSPPRP00000000244	ENSPPRG00000024951	Panthera_pardus
ENSPTIP00000004680	ENSPTIG00000007128	Panthera_tigris_altaica
ENSFCAP00000006813	ENSFCAG00000007346	Felis_catus
