ENSCPBP00000014746	ENSCPBG00000010954	Chrysemys_picta_bellii
ENSCABP00000005057	ENSCABG00000003535	Chelonoidis_abingdonii
ENSPSIP00000019112	ENSPSIG00000016934	Pelodiscus_sinensis
ENSSPUP00000024918	ENSSPUG00000019108	Sphenodon_punctatus
ENSAOWP00000016445	ENSAOWG00000010930	Apteryx_owenii
ENSAHAP00000014101	ENSAHAG00000010140	Apteryx_haastii
ENSARWP00000018719	ENSARWG00000012864	Apteryx_rowi
ENSNPEP00000005002	ENSNPEG00000003799	Nothoprocta_perdicaria
ENSDNVP00000026132	ENSDNVG00000018174	Dromaius_novaehollandiae
ENSDNVP00000026142	ENSDNVG00000018184	Dromaius_novaehollandiae
ENSGALP00000067035	ENSGALG00000003883	Gallus_gallus
ENSCJPP00005015298	ENSCJPG00005012694	Coturnix_japonica
ENSMGAP00000004648	ENSMGAG00000004791	Meleagris_gallopavo
ENSNMEP00000023712	ENSNMEG00000020173	Numida_meleagris
ENSABRP00000017463	ENSABRG00000015200	Anser_brachyrhynchus
ENSAPLP00000006371	ENSAPLG00000006723	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000023269	ENSCPUG00000015811	Calidris_pugnax
ENSCPGP00000000251	ENSCPGG00000000209	Calidris_pygmaea
ENSCCEP00000022535	ENSCCEG00000020344	Cyanistes_caeruleus
ENSPMJP00000021459	ENSPMJG00000015938	Parus_major
ENSFALP00000013076	ENSFALG00000012534	Ficedula_albicollis
ENSTGUP00000005728	ENSTGUG00000005555	Taeniopygia_guttata
ENSTGUP00000016630	ENSTGUG00000016328	Taeniopygia_guttata
ENSLSDP00000000880	ENSLSDG00000000709	Lonchura_striata_domestica
ENSSCAP00000023001	ENSSCAG00000016501	Serinus_canaria
ENSJHYP00000020773	ENSJHYG00000015707	Junco_hyemalis
ENSZALP00000000064	ENSZALG00000000029	Zonotrichia_albicollis
ENSLCOP00000001680	ENSLCOG00000001346	Lepidothrix_coronata
ENSMVIP00005021811	ENSMVIG00005015329	Manacus_vitellinus
ENSMUNP00000000817	ENSMUNG00000000255	Melopsittacus_undulatus
ENSPVIP00000010237	ENSPVIG00000008121	Pogona_vitticeps
ENSPVIP00000010238	ENSPVIG00000008122	Pogona_vitticeps
ENSACAP00000002657	ENSACAG00000002710	Anolis_carolinensis
ENSNSUP00000024547	ENSNSUG00000017691	Notechis_scutatus
ENSSMRP00000009883	ENSSMRG00000007602	Salvator_merianae
ENSVURP00010020278	ENSVURG00010015528	Vombatus_ursinus
ENSPCIP00000036988	ENSPCIG00000027284	Phascolarctos_cinereus
ENSMEUP00000000528	ENSMEUG00000000568	Notamacropus_eugenii
