ENSCPBP00000003280	ENSCPBG00000002623	Chrysemys_picta_bellii
ENSCHOP00000008425	ENSCHOG00000009516	Choloepus_hoffmanni
ENSOGAP00000013580	ENSOGAG00000015163	Otolemur_garnettii
ENSCHAP00000061898	ENSCHAG00000027554	Clupea_harengus
ENSPNYP00000008193	ENSPNYG00000006236	Pundamilia_nyererei
ENSCGOP00000009814	ENSCGOG00000005031	Cottoperca_gobio
ENSMPUP00000003351	ENSMPUG00000003381	Mustela_putorius_furo
ENSPKIP00000012095	ENSPKIG00000000009	Paramormyrops_kingsleyae
ENSBBBP00000028551	ENSBBBG00000006709	Bison_bison_bison
ENSSBOP00000008404	ENSSBOG00000021104	Saimiri_boliviensis_boliviensis
ENSCSAP00000012286	ENSCSAG00000016220	Chlorocebus_sabaeus
ENSIPUP00000033166	ENSIPUG00000022291	Ictalurus_punctatus
ENSHGLP00100013838	ENSHGLG00100010234	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000026512	ENSHGLG00000018858	Heterocephalus_glaber_HetGla_female_1.0
ENSPFOP00000006649	ENSPFOG00000006402	Poecilia_formosa
ENSXETP00000049007	ENSXETG00000018055	Xenopus_tropicalis
ENSANAP00000016411	ENSANAG00000026076	Aotus_nancymaae
ENSECAP00000037920	ENSECAG00000028085	Equus_caballus	ENSECAT00000047994
ENSBMUP00000007668	ENSBMUG00000006021	Bos_mutus
ENSECAP00000012875	ENSECAG00000014577	Equus_caballus
ENSMGAP00000000610	ENSMGAG00000001087	Meleagris_gallopavo
ENSLOCP00000018986	ENSLOCG00000015424	Lepisosteus_oculatus
ENSSCAP00000023874	ENSSCAG00000017089	Serinus_canaria
ENSNGAP00000005187	ENSNGAG00000007193	Nannospalax_galili
ENSNPEP00000015471	ENSNPEG00000011558	Nothoprocta_perdicaria
ENSACIP00000012614	ENSACIG00000009295	Amphilophus_citrinellus
ENSNSUP00000011330	ENSNSUG00000008553	Notechis_scutatus
ENSAMXP00000021093	ENSAMXG00000020478	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMEP00000003623	ENSAMEG00000003352	Ailuropoda_melanoleuca
ENSDCDP00000062756	ENSDCDG00000035482	Denticeps_clupeoides
ENSMLUP00000008691	ENSMLUG00000009526	Myotis_lucifugus
ENSBIXP00005021995	ENSBIXG00005025151	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
