ENSGAGP00000001419	ENSGAGG00000001144	Gopherus_agassizii
ENSCABP00000017508	ENSCABG00000013005	Chelonoidis_abingdonii
ENSCPBP00000014014	ENSCPBG00000010445	Chrysemys_picta_bellii
ENSPSIP00000019648	ENSPSIG00000017439	Pelodiscus_sinensis
ENSARWP00000018885	ENSARWG00000012984	Apteryx_rowi
ENSAOWP00000020949	ENSAOWG00000014187	Apteryx_owenii
ENSDNVP00000002430	ENSDNVG00000001748	Dromaius_novaehollandiae
ENSCPGP00000028460	ENSCPGG00000019563	Calidris_pygmaea
ENSCPUP00000015393	ENSCPUG00000010720	Calidris_pugnax
ENSPMJP00000023037	ENSPMJG00000017033	Parus_major
ENSJHYP00000002771	ENSJHYG00000002301	Junco_hyemalis
ENSMGAP00000009885	ENSMGAG00000009580	Meleagris_gallopavo
ENSGALP00000057343	ENSGALG00000036659	Gallus_gallus
ENSCJPP00005027386	ENSCJPG00005021239	Coturnix_japonica
ENSNMEP00000002530	ENSNMEG00000003197	Numida_meleagris
ENSCPRP00005026462	ENSCPRG00005018355	Crocodylus_porosus
ENSNSUP00000012817	ENSNSUG00000009605	Notechis_scutatus
ENSPVIP00000010407	ENSPVIG00000008251	Pogona_vitticeps
ENSSMRP00000005610	ENSSMRG00000004543	Salvator_merianae
ENSSPUP00000018285	ENSSPUG00000014125	Sphenodon_punctatus
ENSVURP00010012000	ENSVURG00010009283	Vombatus_ursinus
ENSPCIP00000046580	ENSPCIG00000033416	Phascolarctos_cinereus
ENSMODP00000051860	ENSMODG00000038456	Monodelphis_domestica
ENSPCOP00000009425	ENSPCOG00000016077	Propithecus_coquereli
ENSMICP00000030670	ENSMICG00000026980	Microcebus_murinus
ENSPSMP00000005507	ENSPSMG00000004208	Prolemur_simus
ENSOGAP00000022411	ENSOGAG00000028896	Otolemur_garnettii
ENSGGOP00000016794	ENSGGOG00000026824	Gorilla_gorilla
ENSPTRP00000061042	ENSPTRG00000041224	Pan_troglodytes
ENSP00000400184	ENSG00000224877	Homo_sapiens
ENSPPYP00000024166	ENSPPYG00000029574	Pongo_abelii
ENSNLEP00000016181	ENSNLEG00000013367	Nomascus_leucogenys
ENSPPAP00000017184	ENSPPAG00000031669	Pan_paniscus
ENSRBIP00000026768	ENSRBIG00000037247	Rhinopithecus_bieti
ENSRROP00000020980	ENSRROG00000034416	Rhinopithecus_roxellana
ENSCANP00000001891	ENSCANG00000007148	Colobus_angolensis_palliatus
ENSPTEP00000033500	ENSPTEG00000031986	Piliocolobus_tephrosceles
ENSTGEP00000011716	ENSTGEG00000009547	Theropithecus_gelada
ENSPANP00000016318	ENSPANG00000019491	Papio_anubis
ENSMMUP00000057440	ENSMMUG00000037732	Macaca_mulatta
ENSMFAP00000027591	ENSMFAG00000045199	Macaca_fascicularis
ENSMNEP00000031214	ENSMNEG00000039036	Macaca_nemestrina
ENSMLEP00000033767	ENSMLEG00000041077	Mandrillus_leucophaeus
ENSCSAP00000015751	ENSCSAG00000002286	Chlorocebus_sabaeus
ENSCATP00000038186	ENSCATG00000041787	Cercocebus_atys
ENSSBOP00000013470	ENSSBOG00000023492	Saimiri_boliviensis_boliviensis
ENSCJAP00000070224	ENSCJAG00000055989	Callithrix_jacchus
ENSCCAP00000040259	ENSCCAG00000037935	Cebus_capucinus_imitator
ENSANAP00000041797	ENSANAG00000038177	Aotus_nancymaae
MGP_SPRETEiJ_P0032926	MGP_SPRETEiJ_G0018352	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000017801	ENSMSIG00000015188	Mus_spicilegus
MGP_CAROLIEiJ_P0031479	MGP_CAROLIEiJ_G0017508	Mus_caroli_strain_CAROLI_EIJ
ENSMUSP00000101830	ENSMUSG00000078572	Mus_musculus_strain_reference_(CL57BL6)
ENSRNOP00000063253	ENSRNOG00000042653	Rattus_norvegicus
ENSMUGP00000002216	ENSMUGG00000002072	Meriones_unguiculatus
ENSCGRP00001011619	ENSCGRG00001013223	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015000968	ENSCGRG00015000868	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000023847	ENSMAUG00000020884	Mesocricetus_auratus
ENSPEMP00000021688	ENSPEMG00000019251	Peromyscus_maniculatus_bairdii
ENSMOCP00000018595	ENSMOCG00000016844	Microtus_ochrogaster
ENSNGAP00000020700	ENSNGAG00000020112	Nannospalax_galili
ENSCLAP00000007840	ENSCLAG00000005497	Chinchilla_lanigera
ENSODEP00000013373	ENSODEG00000009889	Octodon_degus
ENSCPOP00000028788	ENSCPOG00000036649	Cavia_porcellus
ENSHGLP00000012869	ENSHGLG00000009200	Heterocephalus_glaber_HetGla_female_1.0
ENSUPAP00010024379	ENSUPAG00010019329	Urocitellus_parryii
ENSSTOP00000018757	ENSSTOG00000024124	Ictidomys_tridecemlineatus
ENSTSYP00000028938	ENSTSYG00000028516	Carlito_syrichta
ENSCCNP00000029119	ENSCCNG00000027960	Castor_canadensis
ENSCAFP00000058127	ENSCAFG00000028925	Canis_lupus_familiaris
ENSCAFP00020011022	ENSCAFG00020008911	Canis_lupus_dingo
ENSVVUP00000025791	ENSVVUG00000018922	Vulpes_vulpes
ENSFCAP00000051321	ENSFCAG00000043649	Felis_catus
ENSPPRP00000019719	ENSPPRG00000010976	Panthera_pardus
ENSUAMP00000020315	ENSUAMG00000016027	Ursus_americanus
ENSFCAP00000047317	ENSFCAG00000041951	Felis_catus
ENSNVIP00000020165	ENSNVIG00000015813	Neovison_vison
ENSBIXP00005009643	ENSBIXG00005014478	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000032042	ENSBIXG00000001744	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000035588	ENSBMUG00000026435	Bos_mutus
ENSBTAP00000064820	ENSBTAG00000053886	Bos_taurus
ENSBBBP00000008638	ENSBBBG00000006887	Bison_bison_bison
ENSCHIP00000025550	ENSCHIG00000022280	Capra_hircus
ENSSSCP00000048905	ENSSSCG00000039183	Sus_scrofa_strain_reference
ENSEASP00005007796	ENSEASG00005005684	Equus_asinus_asinus
ENSECAP00000025469	ENSECAG00000030312	Equus_caballus
ENSJJAP00000013010	ENSJJAG00000015894	Jaculus_jaculus
ENSLAFP00000027765	ENSLAFG00000032321	Loxodonta_africana
ENSDNOP00000033628	ENSDNOG00000046433	Dasypus_novemcinctus
ENSLACP00000023555	ENSLACG00000022466	Latimeria_chalumnae
