FBpp0311591	FBgn0005619	Drosophila_melanogaster
C09G9.4.1	WBGene00006409	Caenorhabditis_elegans_strain_N2
ENSCHAP00000053812	ENSCHAG00000024348	Clupea_harengus	ENSCHAT00000058019
ENSDCDP00000051182	ENSDCDG00000030901	Denticeps_clupeoides	ENSDCDT00000062929
ENSPNAP00000006235	ENSPNAG00000012345	Pygocentrus_nattereri	ENSPNAT00000003909
ENSAMXP00000048835	ENSAMXG00000041840	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000046034
ENSEEEP00000048138	ENSEEEG00000022665	Electrophorus_electricus	ENSEEET00000048668
ENSIPUP00000025471	ENSIPUG00000017191	Ictalurus_punctatus	ENSIPUT00000026527
ENSDARP00000124833	ENSDARG00000075454	Danio_rerio
ENSTNIP00000012384	ENSTNIG00000009511	Tetraodon_nigroviridis
ENSTRUP00000043596	ENSTRUG00000017023	Takifugu_rubripes
ENSCSEP00000015584	ENSCSEG00000010006	Cynoglossus_semilaevis
ENSMMOP00000024533	ENSMMOG00000018638	Mola_mola
ENSMMOP00000024553	ENSMMOG00000018667	Mola_mola
ENSMMOP00000024570	ENSMMOG00000018674	Mola_mola
ENSMMOP00000024495	ENSMMOG00000018632	Mola_mola
ENSLCRP00005042011	ENSLCRG00005016067	Larimichthys_crocea
ENSGACP00000019813	ENSGACG00000015018	Gasterosteus_aculeatus
ENSLBEP00000031955	ENSLBEG00000024097	Labrus_bergylta
ENSSLDP00000013192	ENSSLDG00000010482	Seriola_lalandi_dorsalis
ENSSDUP00000004470	ENSSDUG00000003241	Seriola_dumerili
ENSLCAP00010010064	ENSLCAG00010004811	Lates_calcarifer
ENSSMAP00000023233	ENSSMAG00000014150	Scophthalmus_maximus
ENSCGOP00000046201	ENSCGOG00000020688	Cottoperca_gobio
ENSMAMP00000016295	ENSMAMG00000011023	Mastacembelus_armatus
ENSMALP00000016349	ENSMALG00000011455	Monopterus_albus
ENSATEP00000024731	ENSATEG00000017150	Anabas_testudineus
ENSAPEP00000034901	ENSAPEG00000024785	Amphiprion_percula
ENSAOCP00000007494	ENSAOCG00000011328	Amphiprion_ocellaris
ENSAPOP00000023348	ENSAPOG00000005147	Acanthochromis_polyacanthus
ENSSPAP00000011214	ENSSPAG00000008510	Stegastes_partitus
ENSPRNP00000011888	ENSPRNG00000006669	Parambassis_ranga
ENSACIP00000005346	ENSACIG00000004200	Amphilophus_citrinellus
ENSACIP00000005385	ENSACIG00000004236	Amphilophus_citrinellus
ENSACLP00000028085	ENSACLG00000019048	Astatotilapia_calliptera
ENSPNYP00000015441	ENSPNYG00000011557	Pundamilia_nyererei
ENSHBUP00000007946	ENSHBUG00000009464	Haplochromis_burtoni
ENSMZEP00005009110	ENSMZEG00005006893	Maylandia_zebra
ENSONIP00000000247	ENSONIG00000000190	Oreochromis_niloticus
ENSNBRP00000031526	ENSNBRG00000023952	Neolamprologus_brichardi
ENSBSLP00000006525	ENSBSLG00000003221	Betta_splendens
ENSXMAP00000041822	ENSXMAG00000024575	Xiphophorus_maculatus
ENSXCOP00000000264	ENSXCOG00000000194	Xiphophorus_couchianus
ENSGAFP00000009439	ENSGAFG00000006404	Gambusia_affinis
ENSPMEP00000006216	ENSPMEG00000007729	Poecilia_mexicana
ENSPLAP00000029224	ENSPLAG00000019292	Poecilia_latipinna
ENSPFOP00000017782	ENSPFOG00000017675	Poecilia_formosa
ENSPREP00000027894	ENSPREG00000018872	Poecilia_reticulata
ENSCVAP00000009566	ENSCVAG00000011565	Cyprinodon_variegatus
ENSFHEP00000006791	ENSFHEG00000007888	Fundulus_heteroclitus
ENSKMAP00000021057	ENSKMAG00000015592	Kryptolebias_marmoratus
ENSORLP00015019242	ENSORLG00015020325	Oryzias_latipes_ASM223469v1
ENSORLP00020034529	ENSORLG00020021053	Oryzias_latipes_ASM223471v1
