ENSLACP00000014859	ENSLACG00000013078	Latimeria_chalumnae
ENSCMIP00000010320	ENSCMIG00000005296	Callorhinchus_milii
ENSAMXP00000000246	ENSAMXG00000000237	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005015257	ENSAMXG00005007746	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000015053	ENSPNAG00000021036	Pygocentrus_nattereri
ENSIPUP00000027975	ENSIPUG00000018941	Ictalurus_punctatus
ENSEEEP00000030551	ENSEEEG00000014614	Electrophorus_electricus
ENSDARP00000025816	ENSDARG00000026017	Danio_rerio
ENSCHAP00000022633	ENSCHAG00000010557	Clupea_harengus
ENSDCDP00000033101	ENSDCDG00000022635	Denticeps_clupeoides
ENSBSLP00000047728	ENSBSLG00000022722	Betta_splendens
ENSGWIP00000041879	ENSGWIG00000021051	Gouania_willdenowi
ENSMAMP00000030094	ENSMAMG00000020280	Mastacembelus_armatus
ENSMALP00000012112	ENSMALG00000008598	Monopterus_albus
ENSATEP00000026523	ENSATEG00000018382	Anabas_testudineus
ENSSDUP00000008280	ENSSDUG00000006081	Seriola_dumerili
ENSSLDP00000003238	ENSSLDG00000002557	Seriola_lalandi_dorsalis
ENSLCAP00010054652	ENSLCAG00010025470	Lates_calcarifer
ENSSMAP00000021569	ENSSMAG00000013218	Scophthalmus_maximus
ENSTRUP00000027700	ENSTRUG00000010975	Takifugu_rubripes
ENSTNIP00000008754	ENSTNIG00000006012	Tetraodon_nigroviridis
ENSMMOP00000005317	ENSMMOG00000004220	Mola_mola
ENSLCRP00005009372	ENSLCRG00005004362	Larimichthys_crocea
ENSLBEP00000038499	ENSLBEG00000028708	Labrus_bergylta
ENSLBEP00000018326	ENSLBEG00000014116	Labrus_bergylta
ENSCGOP00000040870	ENSCGOG00000018449	Cottoperca_gobio
ENSGACP00000022944	ENSGACG00000017362	Gasterosteus_aculeatus
ENSAOCP00000030008	ENSAOCG00000020661	Amphiprion_ocellaris
ENSAPEP00000008624	ENSAPEG00000006123	Amphiprion_percula
ENSAPOP00000027495	ENSAPOG00000012072	Acanthochromis_polyacanthus
ENSSPAP00000012549	ENSSPAG00000009506	Stegastes_partitus
ENSPRNP00000027406	ENSPRNG00000013676	Parambassis_ranga
ENSFHEP00000015751	ENSFHEG00000017384	Fundulus_heteroclitus
ENSCVAP00000022700	ENSCVAG00000005550	Cyprinodon_variegatus
ENSXMAP00000013607	ENSXMAG00000013561	Xiphophorus_maculatus
ENSXCOP00000022113	ENSXCOG00000016524	Xiphophorus_couchianus
ENSGAFP00000029758	ENSGAFG00000020063	Gambusia_affinis
ENSPMEP00000034819	ENSPMEG00000024200	Poecilia_mexicana
ENSPFOP00000017157	ENSPFOG00000017029	Poecilia_formosa
ENSPLAP00000016330	ENSPLAG00000020484	Poecilia_latipinna
ENSPREP00000017366	ENSPREG00000011720	Poecilia_reticulata
ENSKMAP00000000996	ENSKMAG00000000804	Kryptolebias_marmoratus
ENSORLP00000001539	ENSORLG00000001251	Oryzias_latipes_ASM223467v1
ENSORLP00020021048	ENSORLG00020022103	Oryzias_latipes_ASM223471v1
ENSORLP00015029344	ENSORLG00015000779	Oryzias_latipes_ASM223469v1
ENSOMEP00000030771	ENSOMEG00000015211	Oryzias_melastigma
ENSMZEP00005009786	ENSMZEG00005007420	Maylandia_zebra
ENSHBUP00000014656	ENSHBUG00000016524	Haplochromis_burtoni
ENSPNYP00000013977	ENSPNYG00000010569	Pundamilia_nyererei
ENSACLP00000001512	ENSACLG00000001072	Astatotilapia_calliptera
ENSONIP00000003251	ENSONIG00000002596	Oreochromis_niloticus
ENSNBRP00000028108	ENSNBRG00000021361	Neolamprologus_brichardi
ENSACIP00000016845	ENSACIG00000013093	Amphilophus_citrinellus
ENSCSEP00000004352	ENSCSEG00000002827	Cynoglossus_semilaevis
ENSHCOP00000003558	ENSHCOG00000004944	Hippocampus_comes
ENSPMGP00000020215	ENSPMGG00000016373	Periophthalmus_magnuspinnatus
ENSGMOP00000005678	ENSGMOG00000005338	Gadus_morhua
ENSELUP00000020468	ENSELUG00000019691	Esox_lucius
ENSHHUP00000089741	ENSHHUG00000051793	Hucho_hucho
ENSPKIP00000004915	ENSPKIG00000021789	Paramormyrops_kingsleyae
ENSSFOP00015009227	ENSSFOG00015006015	Scleropages_formosus
ENSLOCP00000018800	ENSLOCG00000015278	Lepisosteus_oculatus
ENSECRP00000018630	ENSECRG00000012455	Erpetoichthys_calabaricus
ENSSARP00000011145	ENSSARG00000012323	Sorex_araneus
ENSEEUP00000001775	ENSEEUG00000001949	Erinaceus_europaeus
ENSOPRP00000002065	ENSOPRG00000002218	Ochotona_princeps
ENSOCUP00000022176	ENSOCUG00000010636	Oryctolagus_cuniculus
ENSTBEP00000002606	ENSTBEG00000003008	Tupaia_belangeri
ENSCATP00000004594	ENSCATG00000015884	Cercocebus_atys
ENSMLEP00000015124	ENSMLEG00000031731	Mandrillus_leucophaeus
ENSPANP00000010417	ENSPANG00000008086	Papio_anubis
ENSTGEP00000028068	ENSTGEG00000022611	Theropithecus_gelada
ENSMFAP00000001190	ENSMFAG00000040935	Macaca_fascicularis
ENSMMUP00000059053	ENSMMUG00000011474	Macaca_mulatta
ENSMNEP00000002491	ENSMNEG00000011460	Macaca_nemestrina
ENSCSAP00000004520	ENSCSAG00000008350	Chlorocebus_sabaeus
ENSPTEP00000036275	ENSPTEG00000034098	Piliocolobus_tephrosceles
ENSCANP00000005667	ENSCANG00000019074	Colobus_angolensis_palliatus
ENSRBIP00000023899	ENSRBIG00000035859	Rhinopithecus_bieti
ENSRROP00000007848	ENSRROG00000028111	Rhinopithecus_roxellana
ENSPPAP00000003914	ENSPPAG00000016516	Pan_paniscus
ENSPTRP00000075525	ENSPTRG00000022259	Pan_troglodytes
ENSGGOP00000028331	ENSGGOG00000015184	Gorilla_gorilla
ENSP00000360147	ENSG00000122121	Homo_sapiens
ENSPPYP00000024676	ENSPPYG00000020706	Pongo_abelii
ENSNLEP00000018482	ENSNLEG00000015227	Nomascus_leucogenys
ENSCCAP00000037051	ENSCCAG00000036408	Cebus_capucinus_imitator
ENSSBOP00000027361	ENSSBOG00000030099	Saimiri_boliviensis_boliviensis
ENSCJAP00000004975	ENSCJAG00000002719	Callithrix_jacchus
ENSANAP00000021626	ENSANAG00000028579	Aotus_nancymaae
ENSTSYP00000008076	ENSTSYG00000008767	Carlito_syrichta
ENSMICP00000019474	ENSMICG00000015814	Microcebus_murinus
ENSPCOP00000027972	ENSPCOG00000026546	Propithecus_coquereli
ENSPSMP00000024491	ENSPSMG00000017262	Prolemur_simus
ENSOGAP00000000367	ENSOGAG00000000411	Otolemur_garnettii
ENSCCNP00000002020	ENSCCNG00000002072	Castor_canadensis
ENSDORP00000011320	ENSDORG00000012043	Dipodomys_ordii
ENSMSIP00000032192	ENSMSIG00000026886	Mus_spicilegus
MGP_SPRETEiJ_P0095110	MGP_SPRETEiJ_G0034195	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000110652	ENSMUSG00000037005	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0091347	MGP_CAROLIEiJ_G0033037	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0088991	MGP_PahariEiJ_G0031582	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000005604	ENSRNOG00000004009	Rattus_norvegicus
ENSMUGP00000011872	ENSMUGG00000010308	Meriones_unguiculatus
ENSCGRP00015017789	ENSCGRG00015013614	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001007841	ENSCGRG00001010203	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000018945	ENSCGRG00000013793	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011226	ENSMAUG00000011869	Mesocricetus_auratus
ENSPEMP00000006725	ENSPEMG00000008851	Peromyscus_maniculatus_bairdii
ENSMOCP00000023612	ENSMOCG00000020269	Microtus_ochrogaster
ENSNGAP00000015599	ENSNGAG00000016566	Nannospalax_galili
ENSJJAP00000018587	ENSJJAG00000019789	Jaculus_jaculus
ENSCLAP00000001992	ENSCLAG00000001456	Chinchilla_lanigera
ENSODEP00000015629	ENSODEG00000011534	Octodon_degus
ENSCPOP00000001130	ENSCPOG00000001250	Cavia_porcellus
ENSCAPP00000008318	ENSCAPG00000010027	Cavia_aperea
ENSHGLP00000003265	ENSHGLG00000002423	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100002478	ENSHGLG00100001927	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000016106	ENSFDAG00000004419	Fukomys_damarensis
ENSUPAP00010014443	ENSUPAG00010011559	Urocitellus_parryii
ENSMMMP00000005882	ENSMMMG00000005279	Marmota_marmota_marmota
ENSSDAP00000023880	ENSSDAG00000021718	Spermophilus_dauricus
ENSSTOP00000007362	ENSSTOG00000008211	Ictidomys_tridecemlineatus
ENSVPAP00000000646	ENSVPAG00000000705	Vicugna_pacos
ENSSSCP00000043372	ENSSSCG00000012651	Sus_scrofa_strain_reference
ENSBTAP00000013664	ENSBTAG00000010345	Bos_taurus
ENSBMUP00000017847	ENSBMUG00000013499	Bos_mutus
ENSBIXP00005016931	ENSBIXG00005020458	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOARP00000016045	ENSOARG00000014954	Ovis_aries
ENSCHIP00000020357	ENSCHIG00000019043	Capra_hircus
ENSTTRP00000002002	ENSTTRG00000002129	Tursiops_truncatus
ENSECAP00000019596	ENSECAG00000021600	Equus_caballus
ENSEASP00005010927	ENSEASG00005007700	Equus_asinus_asinus
ENSUAMP00000003335	ENSUAMG00000003064	Ursus_americanus
ENSUMAP00000005861	ENSUMAG00000004532	Ursus_maritimus
ENSAMEP00000015962	ENSAMEG00000015089	Ailuropoda_melanoleuca
ENSMPUP00000017316	ENSMPUG00000017426	Mustela_putorius_furo
ENSNVIP00000001788	ENSNVIG00000001414	Neovison_vison
ENSCAFP00000027593	ENSCAFG00000018700	Canis_lupus_familiaris
ENSCAFP00020001807	ENSCAFG00020001538	Canis_lupus_dingo
ENSVVUP00000012073	ENSVVUG00000008919	Vulpes_vulpes
ENSPPRP00000019611	ENSPPRG00000010926	Panthera_pardus
ENSPTIP00000009715	ENSPTIG00000010709	Panthera_tigris_altaica
ENSFCAP00000007478	ENSFCAG00000008070	Felis_catus
ENSPVAP00000016911	ENSPVAG00000017924	Pteropus_vampyrus
ENSMLUP00000001787	ENSMLUG00000001962	Myotis_lucifugus
ENSLAFP00000004461	ENSLAFG00000005326	Loxodonta_africana
ENSPCAP00000001873	ENSPCAG00000001961	Procavia_capensis
ENSETEP00000008871	ENSETEG00000010931	Echinops_telfairi
ENSDNOP00000009029	ENSDNOG00000011646	Dasypus_novemcinctus
ENSVURP00010001222	ENSVURG00010001052	Vombatus_ursinus
ENSPCIP00000020180	ENSPCIG00000015378	Phascolarctos_cinereus
ENSMEUP00000007269	ENSMEUG00000007945	Notamacropus_eugenii
ENSSHAP00000017261	ENSSHAG00000014675	Sarcophilus_harrisii
ENSMODP00000016538	ENSMODG00000013216	Monodelphis_domestica
ENSOANP00000021016	ENSOANG00000013312	Ornithorhynchus_anatinus
ENSAHAP00000005120	ENSAHAG00000003959	Apteryx_haastii
ENSAOWP00000022136	ENSAOWG00000014960	Apteryx_owenii
ENSARWP00000004619	ENSARWG00000003356	Apteryx_rowi
ENSDNVP00000020994	ENSDNVG00000014708	Dromaius_novaehollandiae
ENSNPEP00000007619	ENSNPEG00000005704	Nothoprocta_perdicaria
ENSCPGP00000000456	ENSCPGG00000000261	Calidris_pygmaea
ENSCPUP00000011584	ENSCPUG00000008220	Calidris_pugnax
ENSMUNP00000019670	ENSMUNG00000015035	Melopsittacus_undulatus
ENSTGUP00000005268	ENSTGUG00000005094	Taeniopygia_guttata
ENSTGUP00000005234	ENSTGUG00000005061	Taeniopygia_guttata
ENSLSDP00000002192	ENSLSDG00000001739	Lonchura_striata_domestica
ENSSCAP00000022182	ENSSCAG00000015949	Serinus_canaria
ENSJHYP00000017893	ENSJHYG00000013656	Junco_hyemalis
ENSZALP00000016898	ENSZALG00000013689	Zonotrichia_albicollis
ENSPMJP00000016298	ENSPMJG00000012322	Parus_major
ENSFALP00000012292	ENSFALG00000011752	Ficedula_albicollis
ENSLCOP00000012577	ENSLCOG00000009102	Lepidothrix_coronata
ENSMVIP00005014247	ENSMVIG00005010079	Manacus_vitellinus
ENSABRP00000002467	ENSABRG00000002152	Anser_brachyrhynchus
ENSAPLP00000022484	ENSAPLG00000023417	Anas_platyrhynchos_platyrhynchos
ENSGALP00000042060	ENSGALG00000025935	Gallus_gallus
ENSMGAP00000001528	ENSMGAG00000001996	Meleagris_gallopavo
ENSCPRP00005013307	ENSCPRG00005009416	Crocodylus_porosus
ENSCPBP00000016269	ENSCPBG00000011995	Chrysemys_picta_bellii
ENSCPBP00000016263	ENSCPBG00000011992	Chrysemys_picta_bellii
ENSGAGP00000012291	ENSGAGG00000009448	Gopherus_agassizii
ENSCABP00000026490	ENSCABG00000019453	Chelonoidis_abingdonii
ENSPSIP00000004330	ENSPSIG00000004073	Pelodiscus_sinensis
ENSACAP00000009086	ENSACAG00000009224	Anolis_carolinensis
ENSPVIP00000007015	ENSPVIG00000005762	Pogona_vitticeps
ENSNSUP00000001080	ENSNSUG00000000988	Notechis_scutatus
ENSSMRP00000016900	ENSSMRG00000013174	Salvator_merianae
ENSXETP00000045415	ENSXETG00000019262	Xenopus_tropicalis
ENSPMAP00000007216	ENSPMAG00000006545	Petromyzon_marinus
ENSAPLP00000030070	ENSAPLG00000022336	Anas_platyrhynchos_platyrhynchos
ENSCSAVP00000018553	ENSCSAVG00000010897	Ciona_savignyi
ENSCINP00000023775	ENSCING00000007408	Ciona_intestinalis
ENSCINP00000023593	ENSCING00000008000	Ciona_intestinalis
