ENSLSDP00000004618	ENSLSDG00000003600	Lonchura_striata_domestica
ENSSCAP00000012781	ENSSCAG00000009543	Serinus_canaria
ENSJHYP00000006828	ENSJHYG00000005484	Junco_hyemalis
ENSPMJP00000008662	ENSPMJG00000007016	Parus_major
ENSLCOP00000004374	ENSLCOG00000003351	Lepidothrix_coronata
ENSCPGP00000023918	ENSCPGG00000016534	Calidris_pygmaea
ENSCPUP00000006051	ENSCPUG00000004415	Calidris_pugnax
ENSABRP00000026438	ENSABRG00000022118	Anser_brachyrhynchus
ENSARWP00000012894	ENSARWG00000008926	Apteryx_rowi
ENSCPRP00005017547	ENSCPRG00005012236	Crocodylus_porosus
ENSEBUP00000000035	ENSEBUG00000000300	Eptatretus_burgeri
