ENSLOCP00000005201	ENSLOCG00000004353	Lepisosteus_oculatus
ENSECRP00000008993	ENSECRG00000006038	Erpetoichthys_calabaricus
ENSLACP00000009711	ENSLACG00000008563	Latimeria_chalumnae
ENSPCIP00000016012	ENSPCIG00000012414	Phascolarctos_cinereus	ENSPCIT00000019798
ENSVURP00010011618	ENSVURG00010008964	Vombatus_ursinus	ENSVURT00010013197
ENSMEUP00000005480	ENSMEUG00000006010	Notamacropus_eugenii	ENSMEUT00000006015
ENSSHAP00000014233	ENSSHAG00000012168	Sarcophilus_harrisii	ENSSHAT00000014351
ENSMODP00000023202	ENSMODG00000018602	Monodelphis_domestica	ENSMODT00000023615
ENSMICP00000051266	ENSMICG00000048996	Microcebus_murinus	ENSMICT00000072315
ENSPSMP00000029320	ENSPSMG00000020371	Prolemur_simus	ENSPSMT00000033848
ENSPCOP00000011615	ENSPCOG00000017331	Propithecus_coquereli	ENSPCOT00000022204
ENSOGAP00000009184	ENSOGAG00000010271	Otolemur_garnettii	ENSOGAT00000010271
ENSRROP00000011502	ENSRROG00000030089	Rhinopithecus_roxellana	ENSRROT00000035606
ENSRBIP00000029294	ENSRBIG00000038535	Rhinopithecus_bieti	ENSRBIT00000053244
ENSPTEP00000004984	ENSPTEG00000005805	Piliocolobus_tephrosceles	ENSPTET00000007694
ENSCANP00000035235	ENSCANG00000041301	Colobus_angolensis_palliatus
ENSMNEP00000035401	ENSMNEG00000040865	Macaca_nemestrina
ENSMFAP00000044382	ENSMFAG00000039548	Macaca_fascicularis
ENSMMUP00000078002	ENSMMUG00000051934	Macaca_mulatta
ENSCATP00000000492	ENSCATG00000002512	Cercocebus_atys
ENSMLEP00000016246	ENSMLEG00000032315	Mandrillus_leucophaeus
ENSTGEP00000012021	ENSTGEG00000009803	Theropithecus_gelada
ENSPANP00000028633	ENSPANG00000010059	Papio_anubis
ENSCSAP00000007370	ENSCSAG00000011158	Chlorocebus_sabaeus
ENSPPAP00000016859	ENSPPAG00000031530	Pan_paniscus
ENSPTRP00000026626	ENSPTRG00000015460	Pan_troglodytes
ENSGGOP00000010025	ENSGGOG00000010274	Gorilla_gorilla
ENSP00000232217	ENSG00000114113	Homo_sapiens
ENSPPYP00000015836	ENSPPYG00000014156	Pongo_abelii
ENSNLEP00000005391	ENSNLEG00000004446	Nomascus_leucogenys
ENSSBOP00000019997	ENSSBOG00000026602	Saimiri_boliviensis_boliviensis
ENSCJAP00000070289	ENSCJAG00000002188	Callithrix_jacchus
ENSCCAP00000032791	ENSCCAG00000034429	Cebus_capucinus_imitator
ENSANAP00000014505	ENSANAG00000025156	Aotus_nancymaae
ENSTSYP00000009767	ENSTSYG00000010677	Carlito_syrichta
ENSCLAP00000004042	ENSCLAG00000002887	Chinchilla_lanigera
ENSODEP00000024748	ENSODEG00000018110	Octodon_degus
ENSCPOP00000003726	ENSCPOG00000004129	Cavia_porcellus
ENSCAPP00000016887	ENSCAPG00000016690	Cavia_aperea
ENSHGLP00100013888	ENSHGLG00100010277	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000016378	ENSHGLG00000011738	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000020097	ENSFDAG00000008690	Fukomys_damarensis
ENSUAMP00000014767	ENSUAMG00000011848	Ursus_americanus
ENSUMAP00000020223	ENSUMAG00000014792	Ursus_maritimus
ENSAMEP00000004042	ENSAMEG00000003834	Ailuropoda_melanoleuca
ENSMPUP00000009016	ENSMPUG00000009092	Mustela_putorius_furo
ENSNVIP00000021242	ENSNVIG00000016643	Neovison_vison
ENSCAFP00020010177	ENSCAFG00020008262	Canis_lupus_dingo
ENSCAFP00000064232	ENSCAFG00000007612	Canis_lupus_familiaris
ENSVVUP00000037070	ENSVVUG00000026518	Vulpes_vulpes
ENSPPRP00000000452	ENSPPRG00000024816	Panthera_pardus
ENSPTIP00000022790	ENSPTIG00000019472	Panthera_tigris_altaica
ENSFCAP00000001361	ENSFCAG00000001467	Felis_catus
ENSPVAP00000001087	ENSPVAG00000001154	Pteropus_vampyrus
ENSMLUP00000004385	ENSMLUG00000004818	Myotis_lucifugus
ENSECAP00000017605	ENSECAG00000020170	Equus_caballus
ENSEASP00005004959	ENSEASG00005003727	Equus_asinus_asinus
ENSTTRP00000005083	ENSTTRG00000005398	Tursiops_truncatus
ENSVPAP00000007303	ENSVPAG00000007849	Vicugna_pacos
ENSOARP00000007529	ENSOARG00000007026	Ovis_aries
