ENSPVIP00000026477	ENSPVIG00000019766	Pogona_vitticeps
ENSNSUP00000017953	ENSNSUG00000013154	Notechis_scutatus
ENSSPUP00000004324	ENSSPUG00000003355	Sphenodon_punctatus
ENSSCAP00000023605	ENSSCAG00000016896	Serinus_canaria
ENSLCOP00000020550	ENSLCOG00000014545	Lepidothrix_coronata
ENSMUNP00000015938	ENSMUNG00000012279	Melopsittacus_undulatus
ENSCPGP00000008342	ENSCPGG00000005941	Calidris_pygmaea
ENSCPUP00000021212	ENSCPUG00000014479	Calidris_pugnax
ENSABRP00000024131	ENSABRG00000020269	Anser_brachyrhynchus
ENSAPLP00000030857	ENSAPLG00000017769	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000014004	ENSNMEG00000012637	Numida_meleagris
ENSDNVP00000025737	ENSDNVG00000017906	Dromaius_novaehollandiae
ENSAHAP00000020316	ENSAHAG00000014300	Apteryx_haastii
ENSCMIP00000040770	ENSCMIG00000016995	Callorhinchus_milii
