ENSPCIP00000038815	ENSPCIG00000028543	Phascolarctos_cinereus
ENSVURP00010006796	ENSVURG00010005272	Vombatus_ursinus
ENSMEUP00000014092	ENSMEUG00000015431	Notamacropus_eugenii
ENSSHAP00000009586	ENSSHAG00000008294	Sarcophilus_harrisii
ENSMODP00000004219	ENSMODG00000003447	Monodelphis_domestica
ENSPCAP00000014069	ENSPCAG00000015001	Procavia_capensis
ENSCHOP00000010786	ENSCHOG00000012187	Choloepus_hoffmanni
ENSLAFP00000011988	ENSLAFG00000014312	Loxodonta_africana
ENSDNOP00000008862	ENSDNOG00000011439	Dasypus_novemcinctus
ENSUMAP00000028390	ENSUMAG00000020641	Ursus_maritimus
ENSUAMP00000014406	ENSUAMG00000011567	Ursus_americanus
ENSAMEP00000004990	ENSAMEG00000004689	Ailuropoda_melanoleuca
ENSNVIP00000005162	ENSNVIG00000004154	Neovison_vison
ENSMPUP00000003545	ENSMPUG00000003574	Mustela_putorius_furo
ENSCAFP00020020650	ENSCAFG00020016353	Canis_lupus_dingo
ENSCAFP00000008325	ENSCAFG00000005565	Canis_lupus_familiaris
ENSVVUP00000014967	ENSVVUG00000010983	Vulpes_vulpes
ENSPPRP00000018814	ENSPPRG00000010357	Panthera_pardus
ENSPTIP00000009109	ENSPTIG00000010286	Panthera_tigris_altaica
ENSFCAP00000038026	ENSFCAG00000023979	Felis_catus
ENSSARP00000000135	ENSSARG00000000148	Sorex_araneus
ENSEEUP00000012638	ENSEEUG00000013857	Erinaceus_europaeus
ENSBIXP00005036120	ENSBIXG00005017562	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000042366	ENSBIXG00000005528	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000024730	ENSBTAG00000018581	Bos_taurus
ENSBMUP00000005197	ENSBMUG00000004075	Bos_mutus
ENSBBBP00000021083	ENSBBBG00000003658	Bison_bison_bison
ENSCHIP00000029051	ENSCHIG00000024313	Capra_hircus
