ENSORLP00015033388	ENSORLG00015018748	Oryzias_latipes_ASM223469v1
ENSACLP00000017327	ENSACLG00000011829	Astatotilapia_calliptera
ENSSPAP00000028510	ENSSPAG00000021459	Stegastes_partitus
ENSPMEP00000018145	ENSPMEG00000021046	Poecilia_mexicana
ENSPNYP00000007605	ENSPNYG00000005821	Pundamilia_nyererei
ENSLCRP00005027199	ENSLCRG00005010841	Larimichthys_crocea
ENSCSEP00000008587	ENSCSEG00000005482	Cynoglossus_semilaevis
ENSMALP00000009372	ENSMALG00000006668	Monopterus_albus
ENSDARP00000128761	ENSDARG00000097284	Danio_rerio
ENSBSLP00000036369	ENSBSLG00000017781	Betta_splendens
ENSPREP00000011566	ENSPREG00000007869	Poecilia_reticulata
ENSHHUP00000013606	ENSHHUG00000008387	Hucho_hucho
ENSCHAP00000003192	ENSCHAG00000002078	Clupea_harengus	ENSCHAT00000003596
ENSDCDP00000009796	ENSDCDG00000004941	Denticeps_clupeoides	ENSDCDT00000010787
ENSSLDP00000020007	ENSSLDG00000015667	Seriola_lalandi_dorsalis
ENSAPEP00000025565	ENSAPEG00000018206	Amphiprion_percula
ENSTRUP00000050824	ENSTRUG00000023415	Takifugu_rubripes
ENSGAFP00000005003	ENSGAFG00000003396	Gambusia_affinis
ENSXCOP00000020588	ENSXCOG00000015425	Xiphophorus_couchianus
ENSHCOP00000005237	ENSHCOG00000006881	Hippocampus_comes
ENSAMXP00000052626	ENSAMXG00000032658	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSFHEP00000004760	ENSFHEG00000005699	Fundulus_heteroclitus
ENSXMAP00000039900	ENSXMAG00000027239	Xiphophorus_maculatus
ENSACIP00000002084	ENSACIG00000001689	Amphilophus_citrinellus
ENSCVAP00000006758	ENSCVAG00000008355	Cyprinodon_variegatus
ENSMAMP00000035187	ENSMAMG00000023619	Mastacembelus_armatus
ENSORLP00000032576	ENSORLG00000029441	Oryzias_latipes_ASM223467v1
ENSNBRP00000002207	ENSNBRG00000001787	Neolamprologus_brichardi
ENSPLAP00000004261	ENSPLAG00000005904	Poecilia_latipinna
ENSIPUP00000003596	ENSIPUG00000002553	Ictalurus_punctatus
ENSAOCP00000026531	ENSAOCG00000014833	Amphiprion_ocellaris
ENSPRNP00000021573	ENSPRNG00000011145	Parambassis_ranga
ENSMZEP00005034088	ENSMZEG00005025479	Maylandia_zebra
ENSEEEP00000035753	ENSEEEG00000017020	Electrophorus_electricus
ENSPMGP00000016551	ENSPMGG00000013595	Periophthalmus_magnuspinnatus
ENSPKIP00000009477	ENSPKIG00000024579	Paramormyrops_kingsleyae
ENSOMEP00000027892	ENSOMEG00000010605	Oryzias_melastigma
ENSCGOP00000034992	ENSCGOG00000016228	Cottoperca_gobio
ENSATEP00000034302	ENSATEG00000023569	Anabas_testudineus
ENSPFOP00000007611	ENSPFOG00000007697	Poecilia_formosa
ENSPNAP00000035115	ENSPNAG00000024843	Pygocentrus_nattereri
ENSSFOP00015030135	ENSSFOG00015019352	Scleropages_formosus
ENSHBUP00000010985	ENSHBUG00000012559	Haplochromis_burtoni
ENSMMOP00000018567	ENSMMOG00000014058	Mola_mola
ENSLCAP00010014775	ENSLCAG00010007006	Lates_calcarifer
ENSSDUP00000018319	ENSSDUG00000013382	Seriola_dumerili
ENSLBEP00000014507	ENSLBEG00000011293	Labrus_bergylta
ENSAMXP00005026378	ENSAMXG00005013299	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSGWIP00000012822	ENSGWIG00000007406	Gouania_willdenowi
ENSORLP00020022377	ENSORLG00020002636	Oryzias_latipes_ASM223471v1
ENSKMAP00000018970	ENSKMAG00000014102	Kryptolebias_marmoratus
ENSHHUP00000034991	ENSHHUG00000022038	Hucho_hucho
ENSAPOP00000028890	ENSAPOG00000014424	Acanthochromis_polyacanthus
ENSSMAP00000002083	ENSSMAG00000001285	Scophthalmus_maximus
ENSELUP00000040489	ENSELUG00000000925	Esox_lucius
