ENSPVIP00000021534	ENSPVIG00000016347	Pogona_vitticeps
ENSACAP00000023242	ENSACAG00000028765	Anolis_carolinensis
ENSNSUP00000028622	ENSNSUG00000020349	Notechis_scutatus
ENSSMRP00000020343	ENSSMRG00000015825	Salvator_merianae
ENSSPUP00000018162	ENSSPUG00000014029	Sphenodon_punctatus
ENSGAGP00000021374	ENSGAGG00000015694	Gopherus_agassizii
ENSCABP00000010075	ENSCABG00000007541	Chelonoidis_abingdonii
ENSCPBP00000003847	ENSCPBG00000003122	Chrysemys_picta_bellii
ENSPSIP00000006638	ENSPSIG00000006096	Pelodiscus_sinensis
ENSAOWP00000022486	ENSAOWG00000015194	Apteryx_owenii
ENSAHAP00000011002	ENSAHAG00000007975	Apteryx_haastii
ENSARWP00000018771	ENSARWG00000012910	Apteryx_rowi
ENSDNVP00000014303	ENSDNVG00000010046	Dromaius_novaehollandiae
ENSNPEP00000015009	ENSNPEG00000011207	Nothoprocta_perdicaria
ENSMVIP00005027571	ENSMVIG00005019217	Manacus_vitellinus
ENSLCOP00000002868	ENSLCOG00000002204	Lepidothrix_coronata
ENSFALP00000000282	ENSFALG00000000276	Ficedula_albicollis
ENSCCEP00000011336	ENSCCEG00000011122	Cyanistes_caeruleus
ENSSCAP00000005343	ENSSCAG00000004282	Serinus_canaria
ENSTGUP00000007895	ENSTGUG00000007674	Taeniopygia_guttata
ENSCPGP00000020357	ENSCPGG00000014249	Calidris_pygmaea
ENSCPUP00000007257	ENSCPUG00000005224	Calidris_pugnax
ENSMVIP00005027574	ENSMVIG00005019218	Manacus_vitellinus
ENSPMJP00000021274	ENSPMJG00000015792	Parus_major
ENSLSDP00000015708	ENSLSDG00000011324	Lonchura_striata_domestica
ENSMUNP00000009346	ENSMUNG00000007391	Melopsittacus_undulatus
ENSMGAP00000004693	ENSMGAG00000004859	Meleagris_gallopavo
ENSCJPP00005014300	ENSCJPG00005011945	Coturnix_japonica
ENSNMEP00000023251	ENSNMEG00000019839	Numida_meleagris
ENSAPLP00000025653	ENSAPLG00000006237	Anas_platyrhynchos_platyrhynchos
ENSVURP00010031017	ENSVURG00010023719	Vombatus_ursinus
ENSPCIP00000031777	ENSPCIG00000023583	Phascolarctos_cinereus
ENSMEUP00000010081	ENSMEUG00000011057	Notamacropus_eugenii
ENSSHAP00000005946	ENSSHAG00000005184	Sarcophilus_harrisii
ENSMODP00000027957	ENSMODG00000010511	Monodelphis_domestica
ENSEEUP00000002607	ENSEEUG00000002848	Erinaceus_europaeus
ENSSARP00000000666	ENSSARG00000000734	Sorex_araneus
ENSEASP00005020025	ENSEASG00005013824	Equus_asinus_asinus
ENSECAP00000011830	ENSECAG00000014028	Equus_caballus
ENSPVAP00000006882	ENSPVAG00000007295	Pteropus_vampyrus
ENSMLUP00000000532	ENSMLUG00000000589	Myotis_lucifugus
ENSUAMP00000020751	ENSUAMG00000016334	Ursus_americanus
ENSUMAP00000000785	ENSUMAG00000000851	Ursus_maritimus
ENSAMEP00000018357	ENSAMEG00000017371	Ailuropoda_melanoleuca
ENSMPUP00000007741	ENSMPUG00000007798	Mustela_putorius_furo
ENSNVIP00000001942	ENSNVIG00000001569	Neovison_vison
ENSVVUP00000006065	ENSVVUG00000004734	Vulpes_vulpes
ENSCAFP00020017200	ENSCAFG00020013777	Canis_lupus_dingo
ENSPPRP00000016313	ENSPPRG00000008629	Panthera_pardus
ENSPTIP00000009576	ENSPTIG00000010602	Panthera_tigris_altaica
ENSFCAP00000057878	ENSFCAG00000012099	Felis_catus
ENSCHIP00000030369	ENSCHIG00000025152	Capra_hircus
ENSOARP00000013053	ENSOARG00000012175	Ovis_aries
ENSBIXP00000014342	ENSBIXG00000019054	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005004140	ENSBIXG00005010162	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000044459	ENSBTAG00000012037	Bos_taurus
ENSBMUP00000016569	ENSBMUG00000012570	Bos_mutus
ENSBBBP00000024749	ENSBBBG00000019810	Bison_bison_bison
ENSTTRP00000006802	ENSTTRG00000007187	Tursiops_truncatus
ENSSSCP00000008853	ENSSSCG00000008293	Sus_scrofa_strain_reference
ENSCPOP00000006175	ENSCPOG00000006850	Cavia_porcellus
ENSODEP00000013719	ENSODEG00000010133	Octodon_degus
ENSCLAP00000017540	ENSCLAG00000012038	Chinchilla_lanigera
ENSHGLP00000012817	ENSHGLG00000009167	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025566	ENSHGLG00100018748	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013550	ENSFDAG00000000239	Fukomys_damarensis
