ENSPTRP00000003504	ENSPTRG00000002073	Pan_troglodytes	ENSPTRT00000003796
ENSPPAP00000029398	ENSPPAG00000037707	Pan_paniscus	ENSPPAT00000052247
ENSGGOP00000012500	ENSGGOG00000012820	Gorilla_gorilla	ENSGGOT00000012862
ENSNLEP00000024602	ENSNLEG00000033321	Nomascus_leucogenys	ENSNLET00000051218
ENSCANP00000024303	ENSCANG00000035562	Colobus_angolensis_palliatus
ENSRBIP00000013911	ENSRBIG00000031054	Rhinopithecus_bieti
ENSMFAP00000041082	ENSMFAG00000041300	Macaca_fascicularis
ENSMNEP00000019664	ENSMNEG00000033684	Macaca_nemestrina
ENSCATP00000018592	ENSCATG00000033121	Cercocebus_atys
ENSPANP00000009689	ENSPANG00000015422	Papio_anubis
ENSCSAP00000017726	ENSCSAG00000000270	Chlorocebus_sabaeus
ENSCCAP00000011733	ENSCCAG00000023630	Cebus_capucinus_imitator
ENSANAP00000022990	ENSANAG00000029250	Aotus_nancymaae
ENSPPYP00000000140	ENSPPYG00000000141	Pongo_abelii
ENSTSYP00000006254	ENSTSYG00000006833	Carlito_syrichta
ENSOPRP00000005846	ENSOPRG00000006380	Ochotona_princeps
ENSEEUP00000012116	ENSEEUG00000013297	Erinaceus_europaeus
ENSPCAP00000006218	ENSPCAG00000006677	Procavia_capensis
ENSMEUP00000006785	ENSMEUG00000007434	Notamacropus_eugenii
ENSGALP00000030413	ENSGALG00000019570	Gallus_gallus
