ENSBIXP00005042702	ENSBIXG00005026161	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000037475	ENSBIXG00000021047	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSOARP00000021381	ENSOARG00000019913	Ovis_aries
ENSVPAP00000008542	ENSVPAG00000009176	Vicugna_pacos
ENSMPUP00000000297	ENSMPUG00000000299	Mustela_putorius_furo
ENSCAFP00000059472	ENSCAFG00000028502	Canis_lupus_familiaris
ENSAMEP00000011005	ENSAMEG00000010472	Ailuropoda_melanoleuca
ENSECAP00000004954	ENSECAG00000006703	Equus_caballus
ENSPPYP00000005040	ENSPPYG00000004416	Pongo_abelii
ENSLAFP00000027133	ENSLAFG00000026520	Loxodonta_africana
ENSCHOP00000010774	ENSCHOG00000012176	Choloepus_hoffmanni
ENSDNOP00000017107	ENSDNOG00000023909	Dasypus_novemcinctus
ENSRNOP00000063958	ENSRNOG00000050884	Rattus_norvegicus
ENSSHAP00000003166	ENSSHAG00000002797	Sarcophilus_harrisii
ENSOANP00000017795	ENSOANG00000011234	Ornithorhynchus_anatinus
