ENSPMAP00000002034	ENSPMAG00000001856	Petromyzon_marinus
ENSEBUP00000014782	ENSEBUG00000009316	Eptatretus_burgeri
ENSEEEP00000043654	ENSEEEG00000020635	Electrophorus_electricus
ENSIPUP00000018032	ENSIPUG00000012223	Ictalurus_punctatus
ENSAMXP00005044376	ENSAMXG00005020597	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000038433	ENSAMXG00000042450	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000019335	ENSPNAG00000025887	Pygocentrus_nattereri
ENSDARP00000154567	ENSDARG00000044328	Danio_rerio
ENSDCDP00000002126	ENSDCDG00000001088	Denticeps_clupeoides
ENSCHAP00000026421	ENSCHAG00000012855	Clupea_harengus
ENSPKIP00000019022	ENSPKIG00000004360	Paramormyrops_kingsleyae	ENSPKIT00000035865
ENSPKIP00000012674	ENSPKIG00000000396	Paramormyrops_kingsleyae
ENSSFOP00015016207	ENSSFOG00015010450	Scleropages_formosus
ENSDCDP00000007640	ENSDCDG00000003954	Denticeps_clupeoides
ENSCHAP00000004670	ENSCHAG00000003053	Clupea_harengus
ENSAMXP00005023746	ENSAMXG00005012171	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000036406	ENSAMXG00000037477	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000004264	ENSPNAG00000010698	Pygocentrus_nattereri
ENSEEEP00000021118	ENSEEEG00000010299	Electrophorus_electricus
ENSIPUP00000000902	ENSIPUG00000000638	Ictalurus_punctatus
ENSDARP00000020125	ENSDARG00000015780	Danio_rerio
ENSAOCP00000004189	ENSAOCG00000007584	Amphiprion_ocellaris
ENSAOCP00000013386	ENSAOCG00000017923	Amphiprion_ocellaris
ENSAPEP00000020136	ENSAPEG00000014386	Amphiprion_percula
ENSAPOP00000006846	ENSAPOG00000008739	Acanthochromis_polyacanthus
ENSSPAP00000031239	ENSSPAG00000023417	Stegastes_partitus
ENSPMEP00000015386	ENSPMEG00000017907	Poecilia_mexicana
ENSPFOP00000006977	ENSPFOG00000007061	Poecilia_formosa
ENSPLAP00000012614	ENSPLAG00000015980	Poecilia_latipinna
ENSPREP00000009620	ENSPREG00000006529	Poecilia_reticulata
ENSXMAP00000001944	ENSXMAG00000001947	Xiphophorus_maculatus
ENSXCOP00000020709	ENSXCOG00000015527	Xiphophorus_couchianus
ENSGAFP00000011148	ENSGAFG00000007552	Gambusia_affinis
ENSFHEP00000018073	ENSFHEG00000019904	Fundulus_heteroclitus
ENSCVAP00000015834	ENSCVAG00000018692	Cyprinodon_variegatus
ENSBSLP00000026630	ENSBSLG00000013342	Betta_splendens
ENSCGOP00000006513	ENSCGOG00000003402	Cottoperca_gobio
ENSCGOP00000033390	ENSCGOG00000015476	Cottoperca_gobio
ENSSMAP00000002378	ENSSMAG00000001490	Scophthalmus_maximus
ENSGACP00000024825	ENSGACG00000018781	Gasterosteus_aculeatus
ENSLBEP00000035154	ENSLBEG00000026402	Labrus_bergylta
ENSLCRP00005002063	ENSLCRG00005001047	Larimichthys_crocea
ENSMZEP00005026732	ENSMZEG00005019932	Maylandia_zebra
ENSMZEP00005032519	ENSMZEG00005024225	Maylandia_zebra
ENSACLP00000026630	ENSACLG00000018115	Astatotilapia_calliptera
ENSPNYP00000020761	ENSPNYG00000015702	Pundamilia_nyererei
ENSONIP00000006266	ENSONIG00000004980	Oreochromis_niloticus
ENSNBRP00000030446	ENSNBRG00000023161	Neolamprologus_brichardi
ENSACIP00000023981	ENSACIG00000018632	Amphilophus_citrinellus
ENSMMOP00000019013	ENSMMOG00000014397	Mola_mola
ENSMALP00000025969	ENSMALG00000017996	Monopterus_albus
ENSSLDP00000005224	ENSSLDG00000004154	Seriola_lalandi_dorsalis
ENSSLDP00000009528	ENSSLDG00000007575	Seriola_lalandi_dorsalis
ENSSDUP00000020946	ENSSDUG00000015242	Seriola_dumerili
ENSLCAP00010051819	ENSLCAG00010024129	Lates_calcarifer
ENSATEP00000021460	ENSATEG00000014892	Anabas_testudineus
ENSMAMP00000014616	ENSMAMG00000009913	Mastacembelus_armatus
ENSKMAP00000008906	ENSKMAG00000006692	Kryptolebias_marmoratus
ENSTRUP00000054325	ENSTRUG00000020397	Takifugu_rubripes
ENSTNIP00000008197	ENSTNIG00000005502	Tetraodon_nigroviridis
ENSCSEP00000001220	ENSCSEG00000000847	Cynoglossus_semilaevis
ENSPMGP00000023230	ENSPMGG00000018792	Periophthalmus_magnuspinnatus
ENSORLP00020033396	ENSORLG00020019355	Oryzias_latipes_ASM223471v1
ENSORLP00015034740	ENSORLG00015020867	Oryzias_latipes_ASM223469v1
ENSORLP00000011398	ENSORLG00000009086	Oryzias_latipes_ASM223467v1
ENSOMEP00000033600	ENSOMEG00000019679	Oryzias_melastigma
ENSGWIP00000039523	ENSGWIG00000020067	Gouania_willdenowi
ENSHCOP00000012860	ENSHCOG00000015933	Hippocampus_comes
ENSGMOP00000021153	ENSGMOG00000019667	Gadus_morhua
ENSHHUP00000031556	ENSHHUG00000019962	Hucho_hucho
