ENSAOWP00000020849	ENSAOWG00000014104	Apteryx_owenii
ENSARWP00000001160	ENSARWG00000000942	Apteryx_rowi
ENSAHAP00000010274	ENSAHAG00000007310	Apteryx_haastii
ENSDNVP00000004018	ENSDNVG00000002854	Dromaius_novaehollandiae	ENSDNVT00000004847
ENSNPEP00000013556	ENSNPEG00000010129	Nothoprocta_perdicaria
ENSABRP00000001089	ENSABRG00000001154	Anser_brachyrhynchus
ENSAPLP00000024364	ENSAPLG00000021952	Anas_platyrhynchos_platyrhynchos
ENSGALP00000023202	ENSGALG00000014387	Gallus_gallus
ENSCJPP00005024618	ENSCJPG00005019391	Coturnix_japonica
ENSNMEP00000005248	ENSNMEG00000005436	Numida_meleagris
ENSLCOP00000020405	ENSLCOG00000014456	Lepidothrix_coronata
ENSJHYP00000009710	ENSJHYG00000007619	Junco_hyemalis
ENSCPGP00000026040	ENSCPGG00000017958	Calidris_pygmaea
ENSCPUP00000020970	ENSCPUG00000014347	Calidris_pugnax
ENSCPRP00005009988	ENSCPRG00005007129	Crocodylus_porosus
ENSGAGP00000009768	ENSGAGG00000007698	Gopherus_agassizii
ENSCABP00000003496	ENSCABG00000002666	Chelonoidis_abingdonii
ENSCPBP00000039792	ENSCPBG00000027401	Chrysemys_picta_bellii
ENSPSIP00000015239	ENSPSIG00000013604	Pelodiscus_sinensis
ENSACAP00000006743	ENSACAG00000006889	Anolis_carolinensis
ENSPVIP00000023871	ENSPVIG00000018008	Pogona_vitticeps
ENSNSUP00000009947	ENSNSUG00000007520	Notechis_scutatus
ENSSMRP00000000084	ENSSMRG00000000096	Salvator_merianae
ENSSPUP00000023049	ENSSPUG00000017695	Sphenodon_punctatus
MGP_SPRETEiJ_P0030917	MGP_SPRETEiJ_G0017892	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000001485	ENSMUSG00000001445	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000021381	ENSMSIG00000018160	Mus_spicilegus
MGP_CAROLIEiJ_P0029497	MGP_CAROLIEiJ_G0017046	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0036219	MGP_PahariEiJ_G0018176	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000061129	ENSRNOG00000009567	Rattus_norvegicus
ENSMUGP00000026986	ENSMUGG00000022478	Meriones_unguiculatus
ENSCGRP00000017875	ENSCGRG00000013001	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015025749	ENSCGRG00015019550	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001027085	ENSCGRG00001024199	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000001103	ENSMAUG00000000820	Mesocricetus_auratus
ENSPEMP00000014968	ENSPEMG00000014613	Peromyscus_maniculatus_bairdii
ENSMOCP00000022401	ENSMOCG00000019451	Microtus_ochrogaster
ENSNGAP00000023724	ENSNGAG00000022195	Nannospalax_galili
ENSJJAP00000002371	ENSJJAG00000004046	Jaculus_jaculus
ENSCAPP00000013387	ENSCAPG00000014021	Cavia_aperea
ENSCPOP00000031566	ENSCPOG00000037104	Cavia_porcellus
ENSODEP00000023962	ENSODEG00000017536	Octodon_degus
ENSCLAP00000022447	ENSCLAG00000015400	Chinchilla_lanigera
ENSHGLP00100006136	ENSHGLG00100004621	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000020580	ENSHGLG00000014715	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000000682	ENSFDAG00000010861	Fukomys_damarensis
ENSCCNP00000008804	ENSCCNG00000009295	Castor_canadensis
ENSUPAP00010008129	ENSUPAG00010006539	Urocitellus_parryii
ENSSDAP00000014356	ENSSDAG00000012942	Spermophilus_dauricus
ENSSTOP00000021722	ENSSTOG00000024617	Ictidomys_tridecemlineatus
ENSMMMP00000023222	ENSMMMG00000020352	Marmota_marmota_marmota
ENSOCUP00000008152	ENSOCUG00000009452	Oryctolagus_cuniculus
ENSOPRP00000003626	ENSOPRG00000003949	Ochotona_princeps
ENSSARP00000001430	ENSSARG00000001586	Sorex_araneus
ENSPPAP00000022513	ENSPPAG00000034452	Pan_paniscus
ENSPPYP00000009959	ENSPPYG00000008881	Pongo_abelii
ENSCSAP00000015469	ENSCSAG00000002576	Chlorocebus_sabaeus
ENSCANP00000017300	ENSCANG00000032099	Colobus_angolensis_palliatus
ENSP00000290208	ENSG00000159111	Homo_sapiens
ENSGGOP00000014976	ENSGGOG00000015353	Gorilla_gorilla
ENSPTRP00000063382	ENSPTRG00000009337	Pan_troglodytes
ENSNLEP00000034439	ENSNLEG00000001803	Nomascus_leucogenys
ENSRROP00000019949	ENSRROG00000033938	Rhinopithecus_roxellana
ENSRBIP00000001799	ENSRBIG00000008990	Rhinopithecus_bieti
ENSPTEP00000033035	ENSPTEG00000031627	Piliocolobus_tephrosceles
ENSTGEP00000001730	ENSTGEG00000001581	Theropithecus_gelada
ENSPANP00000020074	ENSPANG00000022926	Papio_anubis
ENSCATP00000024329	ENSCATG00000035686	Cercocebus_atys
ENSMNEP00000013304	ENSMNEG00000030905	Macaca_nemestrina
ENSMFAP00000014404	ENSMFAG00000030335	Macaca_fascicularis
ENSMLEP00000037385	ENSMLEG00000042780	Mandrillus_leucophaeus
ENSPPAP00000009807	ENSPPAG00000028133	Pan_paniscus
ENSPTRP00000076666	ENSPTRG00000047188	Pan_troglodytes
ENSGGOP00000034567	ENSGGOG00000027672	Gorilla_gorilla
ENSNLEP00000030941	ENSNLEG00000034199	Nomascus_leucogenys
ENSCANP00000002421	ENSCANG00000008900	Colobus_angolensis_palliatus
ENSRBIP00000004649	ENSRBIG00000021251	Rhinopithecus_bieti
ENSTGEP00000016194	ENSTGEG00000013100	Theropithecus_gelada
ENSMLEP00000001655	ENSMLEG00000006416	Mandrillus_leucophaeus
ENSCATP00000041413	ENSCATG00000043359	Cercocebus_atys
ENSMFAP00000004854	ENSMFAG00000002111	Macaca_fascicularis
ENSMNEP00000040876	ENSMNEG00000043297	Macaca_nemestrina
ENSMMUP00000024692	ENSMMUG00000018764	Macaca_mulatta
ENSCJAP00000014445	ENSCJAG00000007787	Callithrix_jacchus
ENSSBOP00000000942	ENSSBOG00000004214	Saimiri_boliviensis_boliviensis
ENSCCAP00000010782	ENSCCAG00000023150	Cebus_capucinus_imitator
ENSANAP00000009601	ENSANAG00000022792	Aotus_nancymaae
ENSTSYP00000033753	ENSTSYG00000034759	Carlito_syrichta
ENSMICP00000050058	ENSMICG00000048091	Microcebus_murinus
ENSPSMP00000010368	ENSPSMG00000007514	Prolemur_simus
ENSPCOP00000026287	ENSPCOG00000025492	Propithecus_coquereli
ENSOGAP00000016659	ENSOGAG00000006173	Otolemur_garnettii
ENSTBEP00000002168	ENSTBEG00000002523	Tupaia_belangeri
ENSEEUP00000003613	ENSEEUG00000003993	Erinaceus_europaeus
ENSETEP00000006480	ENSETEG00000007979	Echinops_telfairi
ENSDNOP00000017610	ENSDNOG00000024176	Dasypus_novemcinctus
ENSUMAP00000021909	ENSUMAG00000016024	Ursus_maritimus
ENSUAMP00000021815	ENSUAMG00000017142	Ursus_americanus
ENSAMEP00000004985	ENSAMEG00000004722	Ailuropoda_melanoleuca
ENSMPUP00000015168	ENSMPUG00000015278	Mustela_putorius_furo
ENSNVIP00000007054	ENSNVIG00000005608	Neovison_vison
ENSCAFP00000024707	ENSCAFG00000016800	Canis_lupus_familiaris
ENSCAFP00020029824	ENSCAFG00020023232	Canis_lupus_dingo
ENSVVUP00000003997	ENSVVUG00000003141	Vulpes_vulpes
ENSPPRP00000005412	ENSPPRG00000001188	Panthera_pardus
ENSPTIP00000022012	ENSPTIG00000018968	Panthera_tigris_altaica
ENSFCAP00000008681	ENSFCAG00000009360	Felis_catus
ENSPVAP00000004026	ENSPVAG00000004251	Pteropus_vampyrus
ENSECAP00000005063	ENSECAG00000006884	Equus_caballus
ENSEASP00005000823	ENSEASG00005000681	Equus_asinus_asinus
ENSMLUP00000005849	ENSMLUG00000006405	Myotis_lucifugus
ENSOARP00000008640	ENSOARG00000008051	Ovis_aries
ENSCHIP00000033478	ENSCHIG00000027033	Capra_hircus
ENSBIXP00005000599	ENSBIXG00005030023	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000029937	ENSBIXG00000007667	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000002395	ENSBTAG00000001832	Bos_taurus
ENSBMUP00000000990	ENSBMUG00000000829	Bos_mutus
ENSBBBP00000014270	ENSBBBG00000021983	Bison_bison_bison
ENSTTRP00000011808	ENSTTRG00000012452	Tursiops_truncatus
ENSSSCP00000061506	ENSSSCG00000017519	Sus_scrofa_strain_reference
ENSVPAP00000004175	ENSVPAG00000004498	Vicugna_pacos
ENSLAFP00000019311	ENSLAFG00000028127	Loxodonta_africana
ENSCHOP00000005805	ENSCHOG00000006570	Choloepus_hoffmanni
ENSVURP00010009442	ENSVURG00010007313	Vombatus_ursinus
ENSPCIP00000049283	ENSPCIG00000031062	Phascolarctos_cinereus
ENSMEUP00000006651	ENSMEUG00000007293	Notamacropus_eugenii
ENSMEUP00000006044	ENSMEUG00000006629	Notamacropus_eugenii
ENSSHAP00000004063	ENSSHAG00000003583	Sarcophilus_harrisii
ENSMODP00000048314	ENSMODG00000038269	Monodelphis_domestica
ENSOANP00000010845	ENSOANG00000006797	Ornithorhynchus_anatinus
ENSXETP00000050527	ENSXETG00000017097	Xenopus_tropicalis
ENSLACP00000019165	ENSLACG00000016860	Latimeria_chalumnae
ENSLBEP00000013609	ENSLBEG00000010523	Labrus_bergylta
ENSSMAP00000015260	ENSSMAG00000009358	Scophthalmus_maximus
ENSORLP00015020060	ENSORLG00015021162	Oryzias_latipes_ASM223469v1
ENSORLP00020020955	ENSORLG00020021971	Oryzias_latipes_ASM223471v1
ENSORLP00000038958	ENSORLG00000025561	Oryzias_latipes_ASM223467v1
ENSOMEP00000002978	ENSOMEG00000000741	Oryzias_melastigma
ENSGWIP00000048306	ENSGWIG00000023698	Gouania_willdenowi
ENSFHEP00000024377	ENSFHEG00000005890	Fundulus_heteroclitus
ENSCVAP00000010404	ENSCVAG00000012527	Cyprinodon_variegatus
ENSXMAP00000013725	ENSXMAG00000013700	Xiphophorus_maculatus
ENSXCOP00000004621	ENSXCOG00000003647	Xiphophorus_couchianus
ENSGAFP00000018928	ENSGAFG00000012789	Gambusia_affinis
ENSPFOP00000018164	ENSPFOG00000018077	Poecilia_formosa
ENSPMEP00000019132	ENSPMEG00000022090	Poecilia_mexicana
ENSPLAP00000016809	ENSPLAG00000021066	Poecilia_latipinna
ENSPREP00000019071	ENSPREG00000012907	Poecilia_reticulata
ENSKMAP00000006162	ENSKMAG00000004688	Kryptolebias_marmoratus
ENSMZEP00005010646	ENSMZEG00005008005	Maylandia_zebra
ENSACLP00000035580	ENSACLG00000024106	Astatotilapia_calliptera
ENSPNYP00000001015	ENSPNYG00000000847	Pundamilia_nyererei
ENSHBUP00000023859	ENSHBUG00000004903	Haplochromis_burtoni
ENSNBRP00000030719	ENSNBRG00000023367	Neolamprologus_brichardi
ENSONIP00000022948	ENSONIG00000018221	Oreochromis_niloticus
ENSACIP00000016534	ENSACIG00000012855	Amphilophus_citrinellus
ENSTNIP00000000942	ENSTNIG00000010101	Tetraodon_nigroviridis
ENSTRUP00000053381	ENSTRUG00000020176	Takifugu_rubripes
ENSCSEP00000023098	ENSCSEG00000014726	Cynoglossus_semilaevis
ENSLCRP00005058110	ENSLCRG00005021573	Larimichthys_crocea
ENSGACP00000005047	ENSGACG00000003841	Gasterosteus_aculeatus
ENSMMOP00000000933	ENSMMOG00000000787	Mola_mola
ENSCGOP00000043651	ENSCGOG00000019660	Cottoperca_gobio
ENSSLDP00000031090	ENSSLDG00000023900	Seriola_lalandi_dorsalis
ENSSDUP00000014058	ENSSDUG00000010218	Seriola_dumerili
ENSLCAP00010030788	ENSLCAG00010014459	Lates_calcarifer
ENSATEP00000011840	ENSATEG00000008279	Anabas_testudineus
ENSBSLP00000039509	ENSBSLG00000019251	Betta_splendens
ENSMALP00000019587	ENSMALG00000013684	Monopterus_albus
ENSMAMP00000009825	ENSMAMG00000006625	Mastacembelus_armatus
ENSAOCP00000003386	ENSAOCG00000006653	Amphiprion_ocellaris
ENSAPEP00000006884	ENSAPEG00000004939	Amphiprion_percula
ENSAPOP00000013074	ENSAPOG00000015827	Acanthochromis_polyacanthus
ENSSPAP00000002667	ENSSPAG00000002058	Stegastes_partitus
ENSPRNP00000027478	ENSPRNG00000013737	Parambassis_ranga
ENSHCOP00000012737	ENSHCOG00000015812	Hippocampus_comes
ENSPMGP00000004643	ENSPMGG00000003941	Periophthalmus_magnuspinnatus
