ENSTTRP00000002477	ENSTTRG00000002637	Tursiops_truncatus
ENSPMJP00000007201	ENSPMJG00000005971	Parus_major	ENSPMJT00000009982
ENSUAMP00000022503	ENSUAMG00000017672	Ursus_americanus
ENSCJAP00000056621	ENSCJAG00000009392	Callithrix_jacchus
ENSGAGP00000016170	ENSGAGG00000012125	Gopherus_agassizii
ENSMEUP00000004073	ENSMEUG00000004462	Notamacropus_eugenii
ENSCABP00000000148	ENSCABG00000000134	Chelonoidis_abingdonii
ENSCSAVP00000013452	ENSCSAVG00000007899	Ciona_savignyi
ENSMUNP00000016943	ENSMUNG00000013022	Melopsittacus_undulatus
ENSPNYP00000026025	ENSPNYG00000019635	Pundamilia_nyererei
ENSAMXP00000029422	ENSAMXG00000030333	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLCAP00010023699	ENSLCAG00010011135	Lates_calcarifer
MGP_CAROLIEiJ_P0037397	MGP_CAROLIEiJ_G0019507	Mus_caroli_strain_CAROLI_EIJ
ENSFHEP00000031900	ENSFHEG00000018082	Fundulus_heteroclitus
ENSDNVP00000019158	ENSDNVG00000013417	Dromaius_novaehollandiae
ENSSCAP00000018243	ENSSCAG00000013210	Serinus_canaria
ENSPTEP00000028982	ENSPTEG00000028463	Piliocolobus_tephrosceles
ENSSDAP00000011852	ENSSDAG00000010464	Spermophilus_dauricus
ENSANAP00000029679	ENSANAG00000032605	Aotus_nancymaae
ENSCPGP00000002577	ENSCPGG00000001907	Calidris_pygmaea
ENSLCOP00000003452	ENSLCOG00000002611	Lepidothrix_coronata
ENSCHAP00000001109	ENSCHAG00000000810	Clupea_harengus
ENSVVUP00000039782	ENSVVUG00000028344	Vulpes_vulpes
ENSGGOP00000047192	ENSGGOG00000006833	Gorilla_gorilla
ENSMAMP00000020321	ENSMAMG00000013668	Mastacembelus_armatus
ENSDARP00000120002	ENSDARG00000078778	Danio_rerio
ENSSPAP00000012751	ENSSPAG00000009649	Stegastes_partitus
ENSPPYP00000006093	ENSPPYG00000005349	Pongo_abelii
ENSSFOP00015004051	ENSSFOG00015002580	Scleropages_formosus
ENSPCIP00000008466	ENSPCIG00000006904	Phascolarctos_cinereus
ENSMNEP00000036468	ENSMNEG00000041283	Macaca_nemestrina
ENSCVAP00000007898	ENSCVAG00000009652	Cyprinodon_variegatus
ENSHBUP00000031206	ENSHBUG00000000841	Haplochromis_burtoni
ENSORLP00015007958	ENSORLG00015008784	Oryzias_latipes_ASM223469v1
ENSLSDP00000010371	ENSLSDG00000007644	Lonchura_striata_domestica
ENSSLDP00000027024	ENSSLDG00000020981	Seriola_lalandi_dorsalis
ENSUPAP00010005703	ENSUPAG00010004570	Urocitellus_parryii
ENSGAGP00000009068	ENSGAGG00000007158	Gopherus_agassizii
ENSMUSP00000086363	ENSMUSG00000068015	Mus_musculus_strain_reference_(CL57BL6)
ENSELUP00000007947	ENSELUG00000008769	Esox_lucius
ENSGACP00000010745	ENSGACG00000008120	Gasterosteus_aculeatus
ENSLCOP00000010075	ENSLCOG00000007316	Lepidothrix_coronata
ENSPSMP00000012693	ENSPSMG00000009147	Prolemur_simus
ENSXMAP00000030762	ENSXMAG00000027328	Xiphophorus_maculatus
ENSCATP00000005803	ENSCATG00000018159	Cercocebus_atys
ENSCPBP00000010817	ENSCPBG00000008287	Chrysemys_picta_bellii
ENSRBIP00000027542	ENSRBIG00000037630	Rhinopithecus_bieti
ENSMUGP00000019173	ENSMUGG00000016200	Meriones_unguiculatus
ENSPMJP00000019977	ENSPMJG00000014912	Parus_major
ENSPPAP00000036934	ENSPPAG00000041174	Pan_paniscus
ENSBSLP00000031635	ENSBSLG00000015404	Betta_splendens
ENSEASP00005025170	ENSEASG00005017132	Equus_asinus_asinus
ENSLACP00000008465	ENSLACG00000007494	Latimeria_chalumnae
ENSCAFP00020024641	ENSCAFG00020019384	Canis_lupus_dingo
ENSAOWP00000006987	ENSAOWG00000004813	Apteryx_owenii
ENSPFOP00000019355	ENSPFOG00000019227	Poecilia_formosa
ENSLCRP00005025924	ENSLCRG00005010336	Larimichthys_crocea
ENSGWIP00000023807	ENSGWIG00000012619	Gouania_willdenowi
ENSNMEP00000006917	ENSNMEG00000007038	Numida_meleagris
ENSSDUP00000017503	ENSSDUG00000012781	Seriola_dumerili
ENSNBRP00000018851	ENSNBRG00000014516	Neolamprologus_brichardi
ENSOGAP00000008973	ENSOGAG00000010041	Otolemur_garnettii
ENSHHUP00000059674	ENSHHUG00000035438	Hucho_hucho
