ENSCANP00000003916	ENSCANG00000013884	Colobus_angolensis_palliatus
ENSPTEP00000008464	ENSPTEG00000009613	Piliocolobus_tephrosceles
ENSRROP00000004189	ENSRROG00000017009	Rhinopithecus_roxellana
ENSCATP00000004969	ENSCATG00000016853	Cercocebus_atys
ENSTGEP00000011522	ENSTGEG00000009395	Theropithecus_gelada
ENSPANP00000042224	ENSPANG00000032678	Papio_anubis
ENSMNEP00000002793	ENSMNEG00000012988	Macaca_nemestrina
ENSMLEP00000004448	ENSMLEG00000020170	Mandrillus_leucophaeus
ENSPTRP00000073412	ENSPTRG00000047784	Pan_troglodytes
ENSPPAP00000029733	ENSPPAG00000037893	Pan_paniscus
ENSGGOP00000040877	ENSGGOG00000044065	Gorilla_gorilla
ENSSBOP00000008236	ENSSBOG00000021032	Saimiri_boliviensis_boliviensis
