ENSPVIP00000016230	ENSPVIG00000012568	Pogona_vitticeps
ENSACAP00000007370	ENSACAG00000007528	Anolis_carolinensis
ENSNSUP00000026308	ENSNSUG00000018899	Notechis_scutatus
ENSSMRP00000024968	ENSSMRG00000019306	Salvator_merianae
ENSSPUP00000018587	ENSSPUG00000014352	Sphenodon_punctatus
ENSLSDP00000017041	ENSLSDG00000012256	Lonchura_striata_domestica
ENSTGUP00000013653	ENSTGUG00000013259	Taeniopygia_guttata
ENSSCAP00000020592	ENSSCAG00000014844	Serinus_canaria
ENSFALP00000004791	ENSFALG00000004603	Ficedula_albicollis
ENSLCOP00000007623	ENSLCOG00000005616	Lepidothrix_coronata
ENSMVIP00005019235	ENSMVIG00005013644	Manacus_vitellinus
ENSMUNP00000001662	ENSMUNG00000001429	Melopsittacus_undulatus
ENSGALP00000023586	ENSGALG00000014662	Gallus_gallus
ENSCJPP00005020907	ENSCJPG00005016767	Coturnix_japonica
ENSMGAP00000014973	ENSMGAG00000014156	Meleagris_gallopavo
ENSNMEP00000019222	ENSNMEG00000016615	Numida_meleagris
ENSCPGP00000007435	ENSCPGG00000005320	Calidris_pygmaea
ENSARWP00000007551	ENSARWG00000005260	Apteryx_rowi
ENSAHAP00000020915	ENSAHAG00000014703	Apteryx_haastii
ENSDNVP00000025028	ENSDNVG00000017403	Dromaius_novaehollandiae
ENSAOWP00000016621	ENSAOWG00000011326	Apteryx_owenii
ENSNPEP00000003327	ENSNPEG00000002547	Nothoprocta_perdicaria
ENSCCEP00000002460	ENSCCEG00000002740	Cyanistes_caeruleus
ENSPMJP00000008511	ENSPMJG00000006903	Parus_major
ENSJHYP00000013867	ENSJHYG00000010725	Junco_hyemalis
ENSZALP00000022325	ENSZALG00000017351	Zonotrichia_albicollis
ENSCPUP00000008020	ENSCPUG00000005793	Calidris_pugnax
ENSAPLP00000006870	ENSAPLG00000007239	Anas_platyrhynchos_platyrhynchos
ENSABRP00000013446	ENSABRG00000011937	Anser_brachyrhynchus
ENSCPRP00005006686	ENSCPRG00005004765	Crocodylus_porosus
ENSGAGP00000028970	ENSGAGG00000020982	Gopherus_agassizii
ENSCABP00000000804	ENSCABG00000000697	Chelonoidis_abingdonii
ENSCPBP00000006571	ENSCPBG00000005217	Chrysemys_picta_bellii
ENSPSIP00000006371	ENSPSIG00000005887	Pelodiscus_sinensis
ENSNGAP00000018261	ENSNGAG00000018451	Nannospalax_galili
