ENSBIXP00000015531	ENSBIXG00000020009	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005013224	ENSBIXG00005017349	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000004632	ENSBTAG00000003561	Bos_taurus
ENSBMUP00000029300	ENSBMUG00000021932	Bos_mutus
ENSBBBP00000023981	ENSBBBG00000018792	Bison_bison_bison
ENSCHIP00000009649	ENSCHIG00000012450	Capra_hircus
ENSOARP00000007811	ENSOARG00000007289	Ovis_aries
ENSTTRP00000010224	ENSTTRG00000010791	Tursiops_truncatus
ENSVPAP00000001119	ENSVPAG00000001213	Vicugna_pacos
ENSEEUP00000004179	ENSEEUG00000004612	Erinaceus_europaeus
ENSSARP00000003728	ENSSARG00000004128	Sorex_araneus
ENSUAMP00000025417	ENSUAMG00000019794	Ursus_americanus
ENSUMAP00000002098	ENSUMAG00000001890	Ursus_maritimus
ENSAMEP00000012050	ENSAMEG00000011461	Ailuropoda_melanoleuca
ENSPPRP00000004706	ENSPPRG00000000708	Panthera_pardus
ENSPTIP00000026247	ENSPTIG00000021726	Panthera_tigris_altaica
ENSFCAP00000020895	ENSFCAG00000007974	Felis_catus
ENSCAFP00020004444	ENSCAFG00020003672	Canis_lupus_dingo
ENSVVUP00000035743	ENSVVUG00000025697	Vulpes_vulpes
ENSMPUP00000009447	ENSMPUG00000009523	Mustela_putorius_furo
ENSNVIP00000026493	ENSNVIG00000020501	Neovison_vison
ENSECAP00000041057	ENSECAG00000000220	Equus_caballus
ENSEASP00005018830	ENSEASG00005012978	Equus_asinus_asinus
ENSPVAP00000011656	ENSPVAG00000012366	Pteropus_vampyrus
ENSMLUP00000000689	ENSMLUG00000000760	Myotis_lucifugus
ENSPTRP00000022552	ENSPTRG00000013173	Pan_troglodytes
ENSPPAP00000016750	ENSPPAG00000031479	Pan_paniscus
ENSP00000370891	ENSG00000125834	Homo_sapiens
ENSGGOP00000004754	ENSGGOG00000004854	Gorilla_gorilla
ENSPPYP00000012110	ENSPPYG00000010844	Pongo_abelii
ENSNLEP00000011306	ENSNLEG00000009281	Nomascus_leucogenys
ENSCANP00000017830	ENSCANG00000032351	Colobus_angolensis_palliatus
ENSPTEP00000035078	ENSPTEG00000033172	Piliocolobus_tephrosceles
ENSRBIP00000038186	ENSRBIG00000042621	Rhinopithecus_bieti
ENSRROP00000010094	ENSRROG00000029460	Rhinopithecus_roxellana
ENSMFAP00000011643	ENSMFAG00000017416	Macaca_fascicularis
ENSMMUP00000005759	ENSMMUG00000004305	Macaca_mulatta
ENSMNEP00000030326	ENSMNEG00000038623	Macaca_nemestrina
ENSCSAP00000006976	ENSCSAG00000010755	Chlorocebus_sabaeus
ENSMLEP00000007636	ENSMLEG00000027916	Mandrillus_leucophaeus
ENSPANP00000016942	ENSPANG00000004322	Papio_anubis
ENSTGEP00000013200	ENSTGEG00000010735	Theropithecus_gelada
ENSCATP00000011024	ENSCATG00000029759	Cercocebus_atys
ENSCCAP00000010501	ENSCCAG00000022994	Cebus_capucinus_imitator
ENSSBOP00000020899	ENSSBOG00000027022	Saimiri_boliviensis_boliviensis
ENSCJAP00000038973	ENSCJAG00000020949	Callithrix_jacchus
ENSANAP00000019704	ENSANAG00000027630	Aotus_nancymaae
ENSANAP00000016983	ENSANAG00000026361	Aotus_nancymaae
ENSOGAP00000015275	ENSOGAG00000017059	Otolemur_garnettii
ENSPCOP00000026110	ENSPCOG00000025368	Propithecus_coquereli
ENSMICP00000035664	ENSMICG00000036350	Microcebus_murinus
ENSPSMP00000024468	ENSPSMG00000017254	Prolemur_simus
ENSTSYP00000005920	ENSTSYG00000006466	Carlito_syrichta
ENSTBEP00000015031	ENSTBEG00000017296	Tupaia_belangeri
ENSCCNP00000002065	ENSCCNG00000002274	Castor_canadensis
ENSDORP00000021946	ENSDORG00000006763	Dipodomys_ordii
ENSMUSP00000126541	ENSMUSG00000037885	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0056674	MGP_SPRETEiJ_G0025210	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000014494	ENSMSIG00000012494	Mus_spicilegus
MGP_CAROLIEiJ_P0054565	MGP_CAROLIEiJ_G0024290	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0065545	MGP_PahariEiJ_G0025735	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000008071	ENSRNOG00000006002	Rattus_norvegicus
ENSMUGP00000013673	ENSMUGG00000011859	Meriones_unguiculatus
ENSMUGP00000013696	ENSMUGG00000011879	Meriones_unguiculatus
ENSCGRP00015018124	ENSCGRG00015013897	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001007102	ENSCGRG00001009561	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000003962	ENSCGRG00000002917	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011391	ENSMAUG00000012000	Mesocricetus_auratus
ENSPEMP00000030522	ENSPEMG00000031207	Peromyscus_maniculatus_bairdii
ENSMOCP00000006318	ENSMOCG00000005935	Microtus_ochrogaster
ENSNGAP00000018746	ENSNGAG00000018787	Nannospalax_galili
ENSCLAP00000015621	ENSCLAG00000010739	Chinchilla_lanigera
ENSODEP00000006418	ENSODEG00000004809	Octodon_degus
ENSCPOP00000023025	ENSCPOG00000002242	Cavia_porcellus
ENSHGLP00000013851	ENSHGLG00000009898	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100000214	ENSHGLG00100000184	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019444	ENSFDAG00000009140	Fukomys_damarensis
ENSSTOP00000020721	ENSSTOG00000024262	Ictidomys_tridecemlineatus
ENSUPAP00010029707	ENSUPAG00010023369	Urocitellus_parryii
ENSSDAP00000024743	ENSSDAG00000022506	Spermophilus_dauricus
ENSMMMP00000027361	ENSMMMG00000023884	Marmota_marmota_marmota
ENSCHOP00000007164	ENSCHOG00000008109	Choloepus_hoffmanni
ENSDNOP00000010346	ENSDNOG00000013352	Dasypus_novemcinctus
ENSLAFP00000003180	ENSLAFG00000003808	Loxodonta_africana
ENSPCAP00000006647	ENSPCAG00000007151	Procavia_capensis
ENSSSCP00000007642	ENSSSCG00000007179	Sus_scrofa_strain_reference
ENSOCUP00000000784	ENSOCUG00000000907	Oryctolagus_cuniculus
ENSOPRP00000006783	ENSOPRG00000007412	Ochotona_princeps
ENSETEP00000004371	ENSETEG00000005384	Echinops_telfairi
ENSPCIP00000025447	ENSPCIG00000019144	Phascolarctos_cinereus
ENSMEUP00000008246	ENSMEUG00000009044	Notamacropus_eugenii
ENSVURP00010021708	ENSVURG00010016648	Vombatus_ursinus
ENSSHAP00000014657	ENSSHAG00000012510	Sarcophilus_harrisii
ENSCPBP00000006158	ENSCPBG00000004914	Chrysemys_picta_bellii
ENSNSUP00000004996	ENSNSUG00000004003	Notechis_scutatus
ENSAHAP00000014179	ENSAHAG00000010206	Apteryx_haastii
ENSNPEP00000010765	ENSNPEG00000008102	Nothoprocta_perdicaria
ENSCPRP00005009767	ENSCPRG00005006970	Crocodylus_porosus
ENSPSIP00000000755	ENSPSIG00000000756	Pelodiscus_sinensis
ENSTGUP00000007177	ENSTGUG00000006977	Taeniopygia_guttata
ENSFALP00000006086	ENSFALG00000005837	Ficedula_albicollis
ENSLSDP00000008793	ENSLSDG00000006560	Lonchura_striata_domestica
ENSPMJP00000008712	ENSPMJG00000007049	Parus_major
ENSAPLP00000009926	ENSAPLG00000010202	Anas_platyrhynchos_platyrhynchos
ENSJHYP00000017526	ENSJHYG00000013379	Junco_hyemalis
ENSLCOP00000019776	ENSLCOG00000014009	Lepidothrix_coronata
ENSNMEP00000018588	ENSNMEG00000016141	Numida_meleagris
ENSCPGP00000000552	ENSCPGG00000000467	Calidris_pygmaea
ENSGALP00000067026	ENSGALG00000036219	Gallus_gallus
ENSCJPP00005006281	ENSCJPG00005005899	Coturnix_japonica
ENSMGAP00000007040	ENSMGAG00000006965	Meleagris_gallopavo
ENSSCAP00000019977	ENSSCAG00000014423	Serinus_canaria
ENSZALP00000003763	ENSZALG00000003661	Zonotrichia_albicollis
ENSCCEP00000024340	ENSCCEG00000021654	Cyanistes_caeruleus
ENSMVIP00005007529	ENSMVIG00005005634	Manacus_vitellinus
ENSCPUP00000008897	ENSCPUG00000006345	Calidris_pugnax
ENSMUNP00000004543	ENSMUNG00000003760	Melopsittacus_undulatus
ENSAOWP00000003074	ENSAOWG00000002181	Apteryx_owenii
ENSDNVP00000010798	ENSDNVG00000007622	Dromaius_novaehollandiae
ENSABRP00000008092	ENSABRG00000007314	Anser_brachyrhynchus
ENSCABP00000000231	ENSCABG00000000205	Chelonoidis_abingdonii
ENSPVIP00000021168	ENSPVIG00000016094	Pogona_vitticeps
ENSACAP00000011241	ENSACAG00000011508	Anolis_carolinensis
ENSSMRP00000025185	ENSSMRG00000019480	Salvator_merianae
ENSSPUP00000024270	ENSSPUG00000018611	Sphenodon_punctatus
ENSLACP00000006204	ENSLACG00000005501	Latimeria_chalumnae
ENSPKIP00000030990	ENSPKIG00000011662	Paramormyrops_kingsleyae
ENSSFOP00015000636	ENSSFOG00015000484	Scleropages_formosus
ENSTNIP00000005692	ENSTNIG00000003120	Tetraodon_nigroviridis
ENSTRUP00000057075	ENSTRUG00000021984	Takifugu_rubripes
ENSLBEP00000005924	ENSLBEG00000004561	Labrus_bergylta
ENSGACP00000015240	ENSGACG00000011527	Gasterosteus_aculeatus
ENSSMAP00000005818	ENSSMAG00000003599	Scophthalmus_maximus
ENSLCAP00010005942	ENSLCAG00010002961	Lates_calcarifer
ENSLCAP00010034247	ENSLCAG00010016095	Lates_calcarifer
ENSCGOP00000040049	ENSCGOG00000018277	Cottoperca_gobio
ENSLCRP00005047645	ENSLCRG00005018049	Larimichthys_crocea
ENSMMOP00000012562	ENSMMOG00000009661	Mola_mola
ENSCSEP00000021111	ENSCSEG00000013485	Cynoglossus_semilaevis
ENSHCOP00000019685	ENSHCOG00000000852	Hippocampus_comes
ENSMALP00000022895	ENSMALG00000015981	Monopterus_albus
ENSMAMP00000000555	ENSMAMG00000000398	Mastacembelus_armatus
ENSBSLP00000000717	ENSBSLG00000000591	Betta_splendens
ENSBSLP00000056483	ENSBSLG00000026323	Betta_splendens
ENSATEP00000004050	ENSATEG00000002847	Anabas_testudineus
ENSAPEP00000002999	ENSAPEG00000002179	Amphiprion_percula
ENSAOCP00000020723	ENSAOCG00000005006	Amphiprion_ocellaris
ENSAPOP00000020063	ENSAPOG00000023594	Acanthochromis_polyacanthus
ENSSPAP00000004689	ENSSPAG00000003640	Stegastes_partitus
ENSPRNP00000001382	ENSPRNG00000000915	Parambassis_ranga
ENSACLP00000039456	ENSACLG00000026625	Astatotilapia_calliptera
ENSMZEP00005006466	ENSMZEG00005005010	Maylandia_zebra
ENSPNYP00000009875	ENSPNYG00000007503	Pundamilia_nyererei
ENSHBUP00000018202	ENSHBUG00000020273	Haplochromis_burtoni
ENSNBRP00000024692	ENSNBRG00000018889	Neolamprologus_brichardi
ENSONIP00000003903	ENSONIG00000003114	Oreochromis_niloticus
ENSACIP00000012330	ENSACIG00000009588	Amphilophus_citrinellus
ENSSDUP00000009588	ENSSDUG00000007052	Seriola_dumerili
ENSSLDP00000025956	ENSSLDG00000020174	Seriola_lalandi_dorsalis
ENSPMGP00000023543	ENSPMGG00000019025	Periophthalmus_magnuspinnatus
ENSGMOP00000016011	ENSGMOG00000014960	Gadus_morhua
ENSHHUP00000013567	ENSHHUG00000008357	Hucho_hucho
ENSHHUP00000041665	ENSHHUG00000025723	Hucho_hucho
ENSELUP00000034636	ENSELUG00000013284	Esox_lucius
ENSDCDP00000030150	ENSDCDG00000021227	Denticeps_clupeoides
ENSCHAP00000055052	ENSCHAG00000024947	Clupea_harengus
ENSAMXP00005046332	ENSAMXG00005021344	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000042389	ENSAMXG00000034115	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000007255	ENSPNAG00000013127	Pygocentrus_nattereri
ENSEEEP00000039390	ENSEEEG00000018710	Electrophorus_electricus
ENSIPUP00000032666	ENSIPUG00000021958	Ictalurus_punctatus
ENSDARP00000053186	ENSDARG00000057497	Danio_rerio
ENSDCDP00000031983	ENSDCDG00000022114	Denticeps_clupeoides
ENSCHAP00000014825	ENSCHAG00000008009	Clupea_harengus
ENSIPUP00000002401	ENSIPUG00000001743	Ictalurus_punctatus
ENSEEEP00000024982	ENSEEEG00000012115	Electrophorus_electricus
ENSAMXP00005019991	ENSAMXG00005010364	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000037635	ENSAMXG00000035676	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000032742	ENSPNAG00000020882	Pygocentrus_nattereri
ENSDARP00000107856	ENSDARG00000086856	Danio_rerio
ENSORLP00020021991	ENSORLG00020002049	Oryzias_latipes_ASM223471v1
ENSORLP00000023469	ENSORLG00000018785	Oryzias_latipes_ASM223467v1
ENSOMEP00000035290	ENSOMEG00000022473	Oryzias_melastigma
ENSKMAP00000017988	ENSKMAG00000013412	Kryptolebias_marmoratus
ENSSMAP00000004274	ENSSMAG00000002624	Scophthalmus_maximus
ENSTNIP00000004584	ENSTNIG00000002149	Tetraodon_nigroviridis
ENSTRUP00000052056	ENSTRUG00000012129	Takifugu_rubripes
