ENSPMAP00000008445	ENSPMAG00000007675	Petromyzon_marinus	ENSPMAT00000008483
ENSPMAP00000006392	ENSPMAG00000005725	Petromyzon_marinus	ENSPMAT00000006421
ENSEBUP00000021732	ENSEBUG00000013416	Eptatretus_burgeri	ENSEBUT00000022308
ENSPVIP00000017856	ENSPVIG00000013683	Pogona_vitticeps
ENSACAP00000016037	ENSACAG00000016227	Anolis_carolinensis
ENSSMRP00000011988	ENSSMRG00000009391	Salvator_merianae
ENSNSUP00000005151	ENSNSUG00000004118	Notechis_scutatus
ENSSPUP00000006891	ENSSPUG00000005303	Sphenodon_punctatus
ENSAPLP00000031060	ENSAPLG00000012883	Anas_platyrhynchos_platyrhynchos
ENSABRP00000016073	ENSABRG00000014103	Anser_brachyrhynchus
ENSMGAP00000014662	ENSMGAG00000013860	Meleagris_gallopavo
ENSMGAP00000018938	ENSMGAG00000016522	Meleagris_gallopavo
ENSCJPP00005005137	ENSCJPG00005004970	Coturnix_japonica
ENSGALP00000042260	ENSGALG00000006560	Gallus_gallus
ENSNMEP00000002861	ENSNMEG00000003479	Numida_meleagris
ENSCPGP00000025893	ENSCPGG00000017859	Calidris_pygmaea
ENSCPUP00000021994	ENSCPUG00000014944	Calidris_pugnax
ENSLCOP00000013443	ENSLCOG00000009696	Lepidothrix_coronata
ENSMVIP00005010971	ENSMVIG00005008058	Manacus_vitellinus
ENSPMJP00000002646	ENSPMJG00000002293	Parus_major
ENSCCEP00000011532	ENSCCEG00000011255	Cyanistes_caeruleus
ENSFALP00000011103	ENSFALG00000010631	Ficedula_albicollis
ENSTGUP00000002554	ENSTGUG00000002449	Taeniopygia_guttata
ENSLSDP00000008952	ENSLSDG00000006458	Lonchura_striata_domestica
ENSSCAP00000011869	ENSSCAG00000008869	Serinus_canaria
ENSZALP00000011962	ENSZALG00000010080	Zonotrichia_albicollis
ENSJHYP00000003656	ENSJHYG00000002960	Junco_hyemalis
ENSMUNP00000021011	ENSMUNG00000015924	Melopsittacus_undulatus
ENSDNVP00000017074	ENSDNVG00000011932	Dromaius_novaehollandiae
