ENSGALP00000054549	ENSGALG00000014463	Gallus_gallus
ENSGMOP00000020351	ENSGMOG00000018933	Gadus_morhua
ENSMVIP00005016966	ENSMVIG00005012144	Manacus_vitellinus
ENSXMAP00000003891	ENSXMAG00000003848	Xiphophorus_maculatus
ENSHGLP00000013824	ENSHGLG00000009879	Heterocephalus_glaber_HetGla_female_1.0
ENSMMOP00000016952	ENSMMOG00000012915	Mola_mola
ENSCAFP00020034567	ENSCAFG00020025472	Canis_lupus_dingo
ENSBTAP00000030018	ENSBTAG00000022244	Bos_taurus
ENSTTRP00000006301	ENSTTRG00000006658	Tursiops_truncatus
ENSPMJP00000004842	ENSPMJG00000004157	Parus_major
ENSSHAP00000006790	ENSSHAG00000005901	Sarcophilus_harrisii
ENSOPRP00000008291	ENSOPRG00000009051	Ochotona_princeps	ENSOPRT00000009059
ENSPSMP00000037693	ENSPSMG00000025886	Prolemur_simus
ENSSMRP00000028452	ENSSMRG00000021869	Salvator_merianae
ENSONIP00000000902	ENSONIG00000000715	Oreochromis_niloticus
ENSMMOP00000010410	ENSMMOG00000008028	Mola_mola
ENSMAUP00000012721	ENSMAUG00000012948	Mesocricetus_auratus
ENSCAPP00000004418	ENSCAPG00000006946	Cavia_aperea
ENSLAFP00000022606	ENSLAFG00000022579	Loxodonta_africana
ENSACLP00000031725	ENSACLG00000021479	Astatotilapia_calliptera
ENSHHUP00000061752	ENSHHUG00000035461	Hucho_hucho
ENSPFOP00000018668	ENSPFOG00000018513	Poecilia_formosa
ENSMSIP00000005441	ENSMSIG00000004914	Mus_spicilegus
ENSAPOP00000018290	ENSAPOG00000021689	Acanthochromis_polyacanthus
ENSARWP00000021910	ENSARWG00000014944	Apteryx_rowi
ENSMUGP00000025749	ENSMUGG00000021486	Meriones_unguiculatus
ENSMUSP00000067708	ENSMUSG00000052374	Mus_musculus_strain_reference_(CL57BL6)
ENSACLP00000021286	ENSACLG00000014436	Astatotilapia_calliptera
ENSPMEP00000034688	ENSPMEG00000024119	Poecilia_mexicana
ENSATEP00000004534	ENSATEG00000003073	Anabas_testudineus
ENSNBRP00000004141	ENSNBRG00000002956	Neolamprologus_brichardi
ENSPCOP00000011091	ENSPCOG00000017040	Propithecus_coquereli	ENSPCOT00000021676
ENSCABP00000029713	ENSCABG00000021783	Chelonoidis_abingdonii
ENSCJAP00000002385	ENSCJAG00000001334	Callithrix_jacchus
ENSPTRP00000086020	ENSPTRG00000052354	Pan_troglodytes	ENSPTRT00000086300
ENSPEMP00000015422	ENSPEMG00000014941	Peromyscus_maniculatus_bairdii
ENSRBIP00000005898	ENSRBIG00000025370	Rhinopithecus_bieti	ENSRBIT00000028056
ENSCGOP00000029480	ENSCGOG00000013458	Cottoperca_gobio
MGP_PahariEiJ_P0040269	MGP_PahariEiJ_G0019272	Mus_pahari_strain_PAHARI_EIJ
ENSECRP00000026782	ENSECRG00000018044	Erpetoichthys_calabaricus
ENSLACP00000020125	ENSLACG00000017686	Latimeria_chalumnae
ENSAMXP00005048094	ENSAMXG00005020706	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSDCDP00000004533	ENSDCDG00000000954	Denticeps_clupeoides
ENSEBUP00000013496	ENSEBUG00000008520	Eptatretus_burgeri
ENSMMUP00000046341	ENSMMUG00000020471	Macaca_mulatta
