ENSAHAP00000009984	ENSAHAG00000007236	Apteryx_haastii
ENSAOWP00000020836	ENSAOWG00000014094	Apteryx_owenii
ENSARWP00000001140	ENSARWG00000000924	Apteryx_rowi
ENSDNVP00000004970	ENSDNVG00000003549	Dromaius_novaehollandiae
ENSGALP00000000311	ENSGALG00000000233	Gallus_gallus
ENSCJPP00005024613	ENSCJPG00005019387	Coturnix_japonica
ENSMGAP00000008219	ENSMGAG00000008043	Meleagris_gallopavo
ENSNMEP00000005154	ENSNMEG00000005430	Numida_meleagris
ENSCPGP00000012346	ENSCPGG00000008757	Calidris_pygmaea	ENSCPGT00000013532
ENSCPUP00000020960	ENSCPUG00000014341	Calidris_pugnax	ENSCPUT00000024817
ENSPMJP00000007030	ENSPMJG00000005848	Parus_major
ENSCCEP00000024652	ENSCCEG00000021863	Cyanistes_caeruleus
ENSLSDP00000002458	ENSLSDG00000001972	Lonchura_striata_domestica
ENSJHYP00000009623	ENSJHYG00000007576	Junco_hyemalis
ENSFALP00000002848	ENSFALG00000002730	Ficedula_albicollis
ENSMUNP00000006382	ENSMUNG00000005138	Melopsittacus_undulatus
ENSABRP00000000984	ENSABRG00000001034	Anser_brachyrhynchus
ENSAPLP00000017421	ENSAPLG00000029557	Anas_platyrhynchos_platyrhynchos
ENSNPEP00000013627	ENSNPEG00000010190	Nothoprocta_perdicaria
ENSCPRP00005010013	ENSCPRG00005007150	Crocodylus_porosus
ENSCABP00000003512	ENSCABG00000002675	Chelonoidis_abingdonii
ENSGAGP00000009780	ENSGAGG00000007706	Gopherus_agassizii
ENSCPBP00000039774	ENSCPBG00000027391	Chrysemys_picta_bellii
ENSPSIP00000005670	ENSPSIG00000005275	Pelodiscus_sinensis
ENSPVIP00000023877	ENSPVIG00000018015	Pogona_vitticeps
ENSACAP00000006666	ENSACAG00000006793	Anolis_carolinensis
ENSNSUP00000014224	ENSNSUG00000010523	Notechis_scutatus
ENSNSUP00000009850	ENSNSUG00000007509	Notechis_scutatus
ENSSMRP00000028428	ENSSMRG00000021856	Salvator_merianae
ENSSPUP00000022999	ENSSPUG00000017648	Sphenodon_punctatus
ENSXETP00000050565	ENSXETG00000017086	Xenopus_tropicalis
ENSPPAP00000007726	ENSPPAG00000027065	Pan_paniscus
ENSPTRP00000015881	ENSPTRG00000009342	Pan_troglodytes
ENSP00000365931	ENSG00000167182	Homo_sapiens
ENSGGOP00000005223	ENSGGOG00000005330	Gorilla_gorilla
ENSPPYP00000009963	ENSPPYG00000008885	Pongo_abelii
ENSNLEP00000002460	ENSNLEG00000002058	Nomascus_leucogenys
ENSTGEP00000001561	ENSTGEG00000001458	Theropithecus_gelada
ENSPANP00000020080	ENSPANG00000022922	Papio_anubis
ENSMLEP00000016086	ENSMLEG00000032228	Mandrillus_leucophaeus
ENSCSAP00000015476	ENSCSAG00000002567	Chlorocebus_sabaeus
ENSCATP00000000685	ENSCATG00000003341	Cercocebus_atys
ENSMNEP00000010387	ENSMNEG00000029577	Macaca_nemestrina
ENSMFAP00000038792	ENSMFAG00000038712	Macaca_fascicularis
ENSMMUP00000034940	ENSMMUG00000004765	Macaca_mulatta
ENSCATP00000010554	ENSCATG00000029564	Cercocebus_atys
ENSRBIP00000017042	ENSRBIG00000032526	Rhinopithecus_bieti
ENSRROP00000027393	ENSRROG00000037481	Rhinopithecus_roxellana
ENSCANP00000033923	ENSCANG00000040619	Colobus_angolensis_palliatus
ENSPTEP00000033221	ENSPTEG00000031775	Piliocolobus_tephrosceles
ENSCCAP00000040510	ENSCCAG00000038047	Cebus_capucinus_imitator
ENSSBOP00000025281	ENSSBOG00000029098	Saimiri_boliviensis_boliviensis
ENSCJAP00000014318	ENSCJAG00000007713	Callithrix_jacchus
ENSANAP00000029982	ENSANAG00000032738	Aotus_nancymaae
ENSTSYP00000021464	ENSTSYG00000013766	Carlito_syrichta
ENSPSMP00000003807	ENSPSMG00000003078	Prolemur_simus
ENSPSMP00000010274	ENSPSMG00000007462	Prolemur_simus
ENSPSMP00000010258	ENSPSMG00000007456	Prolemur_simus
ENSPCOP00000011359	ENSPCOG00000017198	Propithecus_coquereli
ENSMICP00000030788	ENSMICG00000036051	Microcebus_murinus
ENSOGAP00000021193	ENSOGAG00000030380	Otolemur_garnettii
ENSTBEP00000011670	ENSTBEG00000013463	Tupaia_belangeri
MGP_SPRETEiJ_P0030908	MGP_SPRETEiJ_G0017888	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000103250	ENSMUSG00000018678	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000021491	ENSMSIG00000018237	Mus_spicilegus
MGP_CAROLIEiJ_P0029488	MGP_CAROLIEiJ_G0017042	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0036208	MGP_PahariEiJ_G0018172	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000072347	ENSRNOG00000010492	Rattus_norvegicus
ENSMUGP00000026947	ENSMUGG00000022426	Meriones_unguiculatus
ENSCGRP00001008762	ENSCGRG00001010976	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000013242	ENSCGRG00000009633	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015025880	ENSCGRG00015019645	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000021587	ENSMAUG00000019269	Mesocricetus_auratus
ENSMOCP00000024546	ENSMOCG00000020935	Microtus_ochrogaster
ENSPEMP00000018559	ENSPEMG00000017112	Peromyscus_maniculatus_bairdii
ENSNGAP00000017096	ENSNGAG00000017612	Nannospalax_galili
ENSJJAP00000001978	ENSJJAG00000003061	Jaculus_jaculus
ENSCCNP00000008748	ENSCCNG00000009238	Castor_canadensis
ENSDORP00000013266	ENSDORG00000014109	Dipodomys_ordii
ENSSTOP00000014254	ENSSTOG00000015926	Ictidomys_tridecemlineatus
ENSUPAP00010008087	ENSUPAG00010006507	Urocitellus_parryii
ENSSDAP00000014297	ENSSDAG00000012873	Spermophilus_dauricus
ENSMMMP00000023286	ENSMMMG00000020394	Marmota_marmota_marmota
ENSOCUP00000048282	ENSOCUG00000027415	Oryctolagus_cuniculus
ENSPVAP00000004030	ENSPVAG00000004255	Pteropus_vampyrus
ENSMLUP00000004554	ENSMLUG00000005000	Myotis_lucifugus
ENSUMAP00000021869	ENSUMAG00000015996	Ursus_maritimus
ENSUAMP00000021794	ENSUAMG00000017127	Ursus_americanus
ENSAMEP00000005041	ENSAMEG00000004772	Ailuropoda_melanoleuca
ENSNVIP00000007146	ENSNVIG00000005673	Neovison_vison
ENSMPUP00000015179	ENSMPUG00000015289	Mustela_putorius_furo
ENSPTIP00000015912	ENSPTIG00000014873	Panthera_tigris_altaica
ENSPPRP00000008564	ENSPPRG00000003332	Panthera_pardus
ENSFCAP00000050510	ENSFCAG00000009365	Felis_catus
ENSCAFP00000051480	ENSCAFG00000016812	Canis_lupus_familiaris
ENSCAFP00020029848	ENSCAFG00020023246	Canis_lupus_dingo
ENSVVUP00000004031	ENSVVUG00000003171	Vulpes_vulpes
ENSBIXP00000005545	ENSBIXG00000011706	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005000677	ENSBIXG00005029934	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00005025241	ENSBIXG00005027749	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00005041381	ENSBIXG00005024425	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000022513	ENSBIXG00000025331	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000001447	ENSBMUG00000001179	Bos_mutus
ENSBTAP00000054632	ENSBTAG00000013740	Bos_taurus
ENSBBBP00000014154	ENSBBBG00000021914	Bison_bison_bison
ENSOARP00000008317	ENSOARG00000007752	Ovis_aries
ENSCHIP00000019737	ENSCHIG00000018648	Capra_hircus
ENSVPAP00000004176	ENSVPAG00000004499	Vicugna_pacos
ENSTTRP00000011845	ENSTTRG00000012483	Tursiops_truncatus
ENSSSCP00000018564	ENSSSCG00000017516	Sus_scrofa_strain_reference
ENSEASP00005000750	ENSEASG00005000667	Equus_asinus_asinus
ENSECAP00000043064	ENSECAG00000012859	Equus_caballus
ENSSARP00000003203	ENSSARG00000003559	Sorex_araneus
ENSEEUP00000012991	ENSEEUG00000014248	Erinaceus_europaeus
ENSLAFP00000016871	ENSLAFG00000021817	Loxodonta_africana
ENSPCAP00000002017	ENSPCAG00000002140	Procavia_capensis
ENSHGLP00000013857	ENSHGLG00000009902	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100008619	ENSHGLG00100006418	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000020014	ENSFDAG00000008751	Fukomys_damarensis
ENSCAPP00000008511	ENSCAPG00000010199	Cavia_aperea
ENSCPOP00000013466	ENSCPOG00000014943	Cavia_porcellus
ENSCLAP00000020608	ENSCLAG00000014115	Chinchilla_lanigera
ENSODEP00000023358	ENSODEG00000017126	Octodon_degus
ENSETEP00000007442	ENSETEG00000009168	Echinops_telfairi
ENSOPRP00000003725	ENSOPRG00000004048	Ochotona_princeps
ENSCHOP00000007349	ENSCHOG00000008313	Choloepus_hoffmanni
ENSJHYP00000009647	ENSJHYG00000007577	Junco_hyemalis
ENSDNOP00000010811	ENSDNOG00000013944	Dasypus_novemcinctus
ENSVURP00010009501	ENSVURG00010007347	Vombatus_ursinus
ENSPCIP00000001029	ENSPCIG00000000843	Phascolarctos_cinereus
ENSMEUP00000013969	ENSMEUG00000015302	Notamacropus_eugenii
ENSMODP00000048516	ENSMODG00000012452	Monodelphis_domestica
ENSSHAP00000006473	ENSSHAG00000005633	Sarcophilus_harrisii
ENSLACP00000007255	ENSLACG00000006434	Latimeria_chalumnae
ENSDCDP00000009379	ENSDCDG00000004723	Denticeps_clupeoides
ENSCHAP00000038156	ENSCHAG00000017911	Clupea_harengus
ENSEEEP00000036037	ENSEEEG00000017137	Electrophorus_electricus
ENSIPUP00000017714	ENSIPUG00000012013	Ictalurus_punctatus
ENSAMXP00000029884	ENSAMXG00000041753	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005008316	ENSAMXG00005004845	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000026787	ENSPNAG00000002098	Pygocentrus_nattereri
ENSDARP00000098588	ENSDARG00000076763	Danio_rerio
ENSSMAP00000034530	ENSSMAG00000021122	Scophthalmus_maximus
ENSCSEP00000032080	ENSCSEG00000020591	Cynoglossus_semilaevis
ENSORLP00020034053	ENSORLG00020020346	Oryzias_latipes_ASM223471v1
ENSORLP00000000126	ENSORLG00000000102	Oryzias_latipes_ASM223467v1
ENSORLP00015034621	ENSORLG00015000577	Oryzias_latipes_ASM223469v1
ENSOMEP00000030172	ENSOMEG00000014260	Oryzias_melastigma
ENSGACP00000026177	ENSGACG00000019811	Gasterosteus_aculeatus
ENSHCOP00000001101	ENSHCOG00000002002	Hippocampus_comes
ENSTRUP00000018946	ENSTRUG00000007642	Takifugu_rubripes
ENSTNIP00000009050	ENSTNIG00000006290	Tetraodon_nigroviridis
ENSMMOP00000018076	ENSMMOG00000013705	Mola_mola
ENSLBEP00000001358	ENSLBEG00000001053	Labrus_bergylta
ENSFHEP00000022658	ENSFHEG00000003176	Fundulus_heteroclitus
ENSCVAP00000029520	ENSCVAG00000017364	Cyprinodon_variegatus
ENSXMAP00000022720	ENSXMAG00000014321	Xiphophorus_maculatus
ENSXCOP00000015089	ENSXCOG00000011437	Xiphophorus_couchianus
ENSGAFP00000026813	ENSGAFG00000018114	Gambusia_affinis
ENSPFOP00000013095	ENSPFOG00000013068	Poecilia_formosa
ENSPMEP00000003813	ENSPMEG00000005000	Poecilia_mexicana
ENSPLAP00000025702	ENSPLAG00000012945	Poecilia_latipinna
ENSPREP00000032045	ENSPREG00000021712	Poecilia_reticulata
ENSGWIP00000032883	ENSGWIG00000016903	Gouania_willdenowi
ENSCSEP00000032083	ENSCSEG00000020595	Cynoglossus_semilaevis
ENSMALP00000030746	ENSMALG00000021244	Monopterus_albus
ENSMAMP00000002309	ENSMAMG00000001599	Mastacembelus_armatus
ENSATEP00000031093	ENSATEG00000021438	Anabas_testudineus
ENSBSLP00000008386	ENSBSLG00000004249	Betta_splendens
ENSSLDP00000018999	ENSSLDG00000014913	Seriola_lalandi_dorsalis
ENSSDUP00000002480	ENSSDUG00000001919	Seriola_dumerili
ENSLCAP00010029023	ENSLCAG00010013613	Lates_calcarifer
ENSAOCP00000008126	ENSAOCG00000012088	Amphiprion_ocellaris
ENSAPEP00000008464	ENSAPEG00000006091	Amphiprion_percula
