ENSGAGP00000013967	ENSGAGG00000010638	Gopherus_agassizii	ENSGAGT00000015987
ENSCABP00000007291	ENSCABG00000005520	Chelonoidis_abingdonii	ENSCABT00000007966
ENSCPBP00000014246	ENSCPBG00000010614	Chrysemys_picta_bellii
ENSSPUP00000025124	ENSSPUG00000019250	Sphenodon_punctatus
ENSNSUP00000019628	ENSNSUG00000014344	Notechis_scutatus
ENSACAP00000005904	ENSACAG00000006053	Anolis_carolinensis
ENSPVIP00000025732	ENSPVIG00000019248	Pogona_vitticeps
ENSSMRP00000002453	ENSSMRG00000002122	Salvator_merianae
ENSAHAP00000000513	ENSAHAG00000000468	Apteryx_haastii
ENSAOWP00000024305	ENSAOWG00000016411	Apteryx_owenii
ENSARWP00000005493	ENSARWG00000003916	Apteryx_rowi
ENSDNVP00000002333	ENSDNVG00000001678	Dromaius_novaehollandiae
ENSNPEP00000007805	ENSNPEG00000005854	Nothoprocta_perdicaria
ENSCPGP00000001262	ENSCPGG00000000999	Calidris_pygmaea
ENSCPUP00000011509	ENSCPUG00000008168	Calidris_pugnax
ENSLCOP00000011803	ENSLCOG00000008547	Lepidothrix_coronata
ENSMVIP00005012536	ENSMVIG00005009107	Manacus_vitellinus
ENSPMJP00000016271	ENSPMJG00000012304	Parus_major
ENSFALP00000012455	ENSFALG00000011933	Ficedula_albicollis
ENSLSDP00000002036	ENSLSDG00000001617	Lonchura_striata_domestica
ENSTGUP00000005006	ENSTGUG00000004869	Taeniopygia_guttata
ENSSCAP00000022075	ENSSCAG00000015864	Serinus_canaria
ENSZALP00000016581	ENSZALG00000013443	Zonotrichia_albicollis
ENSJHYP00000017693	ENSJHYG00000013515	Junco_hyemalis
ENSMUNP00000020364	ENSMUNG00000015509	Melopsittacus_undulatus
ENSABRP00000002910	ENSABRG00000002820	Anser_brachyrhynchus
ENSAPLP00000024356	ENSAPLG00000017130	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000010071	ENSMGAG00000009744	Meleagris_gallopavo
ENSCJPP00005006132	ENSCJPG00005005745	Coturnix_japonica
ENSGALP00000007547	ENSGALG00000004742	Gallus_gallus
ENSNMEP00000012272	ENSNMEG00000011386	Numida_meleagris
ENSMSIP00000007365	ENSMSIG00000006583	Mus_spicilegus
MGP_SPRETEiJ_P0094525	MGP_SPRETEiJ_G0034025	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000024049	ENSMUSG00000023279	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0090780	MGP_CAROLIEiJ_G0032877	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0088420	MGP_PahariEiJ_G0031425	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000003989	ENSRNOG00000002984	Rattus_norvegicus
ENSPEMP00000031628	ENSPEMG00000026057	Peromyscus_maniculatus_bairdii
ENSMOCP00000001090	ENSMOCG00000000837	Microtus_ochrogaster
ENSCGRP00015011465	ENSCGRG00015008822	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001010433	ENSCGRG00001012329	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000001924	ENSCGRG00000001433	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000013539	ENSMAUG00000013560	Mesocricetus_auratus
ENSDORP00000012807	ENSDORG00000013624	Dipodomys_ordii
ENSCLAP00000005523	ENSCLAG00000003915	Chinchilla_lanigera
ENSODEP00000001072	ENSODEG00000000854	Octodon_degus
ENSCPOP00000004969	ENSCPOG00000005516	Cavia_porcellus
ENSHGLP00000006004	ENSHGLG00000004390	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100000802	ENSHGLG00100000658	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017555	ENSFDAG00000006101	Fukomys_damarensis
ENSSDAP00000017979	ENSSDAG00000016405	Spermophilus_dauricus
ENSSTOP00000006886	ENSSTOG00000007716	Ictidomys_tridecemlineatus
ENSUPAP00010025569	ENSUPAG00010020212	Urocitellus_parryii
ENSMMMP00000014959	ENSMMMG00000013331	Marmota_marmota_marmota
ENSMMMP00000027850	ENSMMMG00000024302	Marmota_marmota_marmota
ENSUPAP00010004803	ENSUPAG00010003900	Urocitellus_parryii
ENSSDAP00000009505	ENSSDAG00000008643	Spermophilus_dauricus
ENSSDAP00000019050	ENSSDAG00000017356	Spermophilus_dauricus
ENSOCUP00000020965	ENSOCUG00000001641	Oryctolagus_cuniculus
ENSCATP00000012593	ENSCATG00000030465	Cercocebus_atys
ENSPANP00000004894	ENSPANG00000017439	Papio_anubis
ENSMLEP00000004993	ENSMLEG00000022646	Mandrillus_leucophaeus
ENSMNEP00000022480	ENSMNEG00000034914	Macaca_nemestrina
ENSMFAP00000045791	ENSMFAG00000000610	Macaca_fascicularis
ENSMMUP00000065667	ENSMMUG00000060192	Macaca_mulatta
ENSTGEP00000001311	ENSTGEG00000001233	Theropithecus_gelada
ENSCSAP00000008903	ENSCSAG00000012723	Chlorocebus_sabaeus
ENSPTEP00000032042	ENSPTEG00000030856	Piliocolobus_tephrosceles
ENSCANP00000017256	ENSCANG00000032085	Colobus_angolensis_palliatus
ENSRROP00000031132	ENSRROG00000039271	Rhinopithecus_roxellana
ENSRBIP00000014595	ENSRBIG00000031402	Rhinopithecus_bieti
ENSGGOP00000006382	ENSGGOG00000006526	Gorilla_gorilla
ENSP00000252677	ENSG00000130385	Homo_sapiens
ENSPPAP00000001156	ENSPPAG00000005038	Pan_paniscus
ENSPTRP00000037619	ENSPTRG00000021908	Pan_troglodytes
ENSPPYP00000022784	ENSPPYG00000020354	Pongo_abelii
ENSNLEP00000009955	ENSNLEG00000008172	Nomascus_leucogenys
ENSCCAP00000027960	ENSCCAG00000031874	Cebus_capucinus_imitator
ENSSBOP00000004150	ENSSBOG00000018474	Saimiri_boliviensis_boliviensis
ENSCJAP00000062275	ENSCJAG00000048103	Callithrix_jacchus
ENSANAP00000022027	ENSANAG00000028806	Aotus_nancymaae
ENSPSMP00000013965	ENSPSMG00000010021	Prolemur_simus
ENSPSMP00000006462	ENSPSMG00000004867	Prolemur_simus
ENSTBEP00000010075	ENSTBEG00000011654	Tupaia_belangeri
ENSUMAP00000005698	ENSUMAG00000004489	Ursus_maritimus
ENSUAMP00000033302	ENSUAMG00000025388	Ursus_americanus
ENSAMEP00000011018	ENSAMEG00000010484	Ailuropoda_melanoleuca
ENSMPUP00000014093	ENSMPUG00000014202	Mustela_putorius_furo
ENSNVIP00000013134	ENSNVIG00000010386	Neovison_vison
ENSCAFP00020009502	ENSCAFG00020007702	Canis_lupus_dingo
ENSCAFP00020006769	ENSCAFG00020005483	Canis_lupus_dingo
ENSVVUP00000031565	ENSVVUG00000022958	Vulpes_vulpes
ENSCAFP00000023624	ENSCAFG00000016037	Canis_lupus_familiaris
