ENSPVIP00000020211	ENSPVIG00000015424	Pogona_vitticeps
ENSNSUP00000026817	ENSNSUG00000019229	Notechis_scutatus
ENSSMRP00000009428	ENSSMRG00000007523	Salvator_merianae
ENSSPUP00000016953	ENSSPUG00000013116	Sphenodon_punctatus
ENSCPGP00000017509	ENSCPGG00000012292	Calidris_pygmaea
ENSCPUP00000016780	ENSCPUG00000011591	Calidris_pugnax
ENSMUNP00000011212	ENSMUNG00000008803	Melopsittacus_undulatus
ENSTGUP00000005039	ENSTGUG00000004901	Taeniopygia_guttata
ENSLSDP00000003130	ENSLSDG00000002402	Lonchura_striata_domestica
ENSJHYP00000008889	ENSJHYG00000007043	Junco_hyemalis
ENSZALP00000019160	ENSZALG00000015242	Zonotrichia_albicollis
ENSSCAP00000005113	ENSSCAG00000004112	Serinus_canaria
ENSFALP00000001515	ENSFALG00000001453	Ficedula_albicollis
ENSPMJP00000008384	ENSPMJG00000006820	Parus_major
ENSCCEP00000002567	ENSCCEG00000002850	Cyanistes_caeruleus
ENSMVIP00005000661	ENSMVIG00005000565	Manacus_vitellinus
ENSLCOP00000018637	ENSLCOG00000013187	Lepidothrix_coronata
ENSGALP00000005994	ENSGALG00000018700	Gallus_gallus
ENSCJPP00005003610	ENSCJPG00005003752	Coturnix_japonica
ENSMGAP00000005608	ENSMGAG00000005682	Meleagris_gallopavo
ENSNMEP00000007985	ENSNMEG00000007902	Numida_meleagris
ENSABRP00000025037	ENSABRG00000021019	Anser_brachyrhynchus
ENSAHAP00000020077	ENSAHAG00000014119	Apteryx_haastii
ENSAOWP00000008496	ENSAOWG00000005847	Apteryx_owenii
ENSARWP00000010403	ENSARWG00000007236	Apteryx_rowi
ENSDNVP00000013119	ENSDNVG00000009296	Dromaius_novaehollandiae
ENSNPEP00000001368	ENSNPEG00000001068	Nothoprocta_perdicaria
ENSCPRP00005006589	ENSCPRG00005004694	Crocodylus_porosus
ENSGAGP00000016511	ENSGAGG00000012352	Gopherus_agassizii
ENSCABP00000006952	ENSCABG00000005270	Chelonoidis_abingdonii
ENSCPBP00000032190	ENSCPBG00000022582	Chrysemys_picta_bellii
ENSPSIP00000008504	ENSPSIG00000007770	Pelodiscus_sinensis
ENSETEP00000000071	ENSETEG00000000094	Echinops_telfairi
ENSCCNP00000026562	ENSCCNG00000025774	Castor_canadensis
ENSPCAP00000012188	ENSPCAG00000013102	Procavia_capensis
ENSMUSP00000054337	ENSMUSG00000051373	Mus_musculus_strain_reference_(CL57BL6)
