ENSVURP00010018113	ENSVURG00010013830	Vombatus_ursinus	ENSVURT00010020583
ENSPCIP00000023625	ENSPCIG00000017909	Phascolarctos_cinereus	ENSPCIT00000029166
ENSMEUP00000008972	ENSMEUG00000009824	Notamacropus_eugenii	ENSMEUT00000009867
ENSSHAP00000019805	ENSSHAG00000016810	Sarcophilus_harrisii	ENSSHAT00000019962
ENSMODP00000021275	ENSMODG00000017051	Monodelphis_domestica	ENSMODT00000021649
ENSOANP00000007797	ENSOANG00000004920	Ornithorhynchus_anatinus	ENSOANT00000007799
ENSPVIP00000003844	ENSPVIG00000003134	Pogona_vitticeps	ENSPVIT00000004928
ENSACAP00000006435	ENSACAG00000006464	Anolis_carolinensis	ENSACAT00000006580
ENSNSUP00000017952	ENSNSUG00000013140	Notechis_scutatus
ENSSMRP00000025141	ENSSMRG00000019099	Salvator_merianae
ENSSPUP00000023814	ENSSPUG00000018260	Sphenodon_punctatus
ENSLSDP00000008546	ENSLSDG00000006375	Lonchura_striata_domestica
ENSTGUP00000007474	ENSTGUG00000007221	Taeniopygia_guttata
ENSSCAP00000020143	ENSSCAG00000014517	Serinus_canaria
ENSFALP00000006308	ENSFALG00000006046	Ficedula_albicollis
ENSCCEP00000024297	ENSCCEG00000021590	Cyanistes_caeruleus
ENSPMJP00000008867	ENSPMJG00000007168	Parus_major
ENSFALP00000010779	ENSFALG00000010326	Ficedula_albicollis
ENSJHYP00000014385	ENSJHYG00000011129	Junco_hyemalis
ENSZALP00000003698	ENSZALG00000003408	Zonotrichia_albicollis
ENSJHYP00000016682	ENSJHYG00000012721	Junco_hyemalis
ENSLCOP00000019621	ENSLCOG00000013901	Lepidothrix_coronata
ENSMVIP00005006505	ENSMVIG00005004900	Manacus_vitellinus
ENSMUNP00000009579	ENSMUNG00000007568	Melopsittacus_undulatus
ENSCPGP00000006273	ENSCPGG00000004504	Calidris_pygmaea
ENSCPUP00000009462	ENSCPUG00000006729	Calidris_pugnax
ENSMGAP00000006688	ENSMGAG00000006634	Meleagris_gallopavo
ENSCJPP00005003589	ENSCJPG00005003735	Coturnix_japonica
ENSGALP00000009642	ENSGALG00000006001	Gallus_gallus
ENSNMEP00000018458	ENSNMEG00000016058	Numida_meleagris
ENSABRP00000007165	ENSABRG00000006592	Anser_brachyrhynchus
ENSAPLP00000021218	ENSAPLG00000015219	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000003947	ENSAHAG00000002915	Apteryx_haastii
ENSAOWP00000002097	ENSAOWG00000001245	Apteryx_owenii
ENSARWP00000014052	ENSARWG00000009730	Apteryx_rowi
ENSDNVP00000000128	ENSDNVG00000000073	Dromaius_novaehollandiae
ENSNPEP00000012622	ENSNPEG00000009280	Nothoprocta_perdicaria
ENSCPRP00005008473	ENSCPRG00005006052	Crocodylus_porosus
ENSCABP00000000999	ENSCABG00000000848	Chelonoidis_abingdonii
ENSGAGP00000011185	ENSGAGG00000008653	Gopherus_agassizii
ENSCPBP00000019307	ENSCPBG00000013964	Chrysemys_picta_bellii
ENSPSIP00000008681	ENSPSIG00000007717	Pelodiscus_sinensis
ENSLAFP00000004417	ENSLAFG00000005272	Loxodonta_africana
ENSPCAP00000006141	ENSPCAG00000006536	Procavia_capensis
ENSETEP00000003641	ENSETEG00000004447	Echinops_telfairi
ENSPTRP00000023718	ENSPTRG00000013765	Pan_troglodytes
ENSPPAP00000002002	ENSPPAG00000008686	Pan_paniscus
ENSP00000266079	ENSG00000101161	Homo_sapiens
ENSGGOP00000016478	ENSGGOG00000016876	Gorilla_gorilla
ENSPPYP00000012574	ENSPPYG00000011256	Pongo_abelii
ENSNLEP00000032061	ENSNLEG00000010208	Nomascus_leucogenys
ENSRBIP00000040386	ENSRBIG00000043613	Rhinopithecus_bieti
ENSRROP00000034917	ENSRROG00000040969	Rhinopithecus_roxellana
ENSCANP00000029315	ENSCANG00000038230	Colobus_angolensis_palliatus
ENSPTEP00000006755	ENSPTEG00000007669	Piliocolobus_tephrosceles
ENSPANP00000014391	ENSPANG00000024135	Papio_anubis
ENSTGEP00000009917	ENSTGEG00000008159	Theropithecus_gelada
ENSCATP00000028349	ENSCATG00000037473	Cercocebus_atys
ENSMFAP00000002296	ENSMFAG00000037542	Macaca_fascicularis
ENSMMUP00000020409	ENSMMUG00000015558	Macaca_mulatta
ENSMLEP00000016334	ENSMLEG00000032364	Mandrillus_leucophaeus
ENSMNEP00000046191	ENSMNEG00000045555	Macaca_nemestrina
ENSCSAP00000012758	ENSCSAG00000016742	Chlorocebus_sabaeus
ENSCCAP00000013808	ENSCCAG00000024564	Cebus_capucinus_imitator
ENSSBOP00000007380	ENSSBOG00000020632	Saimiri_boliviensis_boliviensis
ENSCJAP00000019620	ENSCJAG00000010616	Callithrix_jacchus
ENSANAP00000001861	ENSANAG00000012661	Aotus_nancymaae
ENSTSYP00000007234	ENSTSYG00000007814	Carlito_syrichta
ENSPCOP00000010808	ENSPCOG00000016881	Propithecus_coquereli
ENSMICP00000026445	ENSMICG00000017793	Microcebus_murinus
ENSPSMP00000000691	ENSPSMG00000000487	Prolemur_simus
ENSOGAP00000006777	ENSOGAG00000007573	Otolemur_garnettii
ENSDORP00000005057	ENSDORG00000005406	Dipodomys_ordii
ENSCCNP00000032277	ENSCCNG00000030622	Castor_canadensis
ENSMSIP00000014287	ENSMSIG00000012299	Mus_spicilegus
MGP_SPRETEiJ_P0059033	MGP_SPRETEiJ_G0025741	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000002529	ENSMUSG00000002455	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0056799	MGP_CAROLIEiJ_G0024814	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0067824	MGP_PahariEiJ_G0026262	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073536	ENSRNOG00000051498	Rattus_norvegicus
ENSMUGP00000003600	ENSMUGG00000003329	Meriones_unguiculatus
ENSMUGP00000004679	ENSMUGG00000004317	Meriones_unguiculatus
ENSCGRP00001024891	ENSCGRG00001022666	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015023937	ENSCGRG00015018204	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000019318	ENSCGRG00000014075	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000014127	ENSMAUG00000013969	Mesocricetus_auratus
ENSPEMP00000016993	ENSPEMG00000016036	Peromyscus_maniculatus_bairdii
ENSMOCP00000002175	ENSMOCG00000001701	Microtus_ochrogaster
ENSNGAP00000003138	ENSNGAG00000003365	Nannospalax_galili
ENSJJAP00000000991	ENSJJAG00000000836	Jaculus_jaculus
ENSCLAP00000005438	ENSCLAG00000003854	Chinchilla_lanigera
ENSODEP00000006474	ENSODEG00000004841	Octodon_degus
ENSCPOP00000006785	ENSCPOG00000007518	Cavia_porcellus
ENSCAPP00000014812	ENSCAPG00000015077	Cavia_aperea
ENSHGLP00100022571	ENSHGLG00100016600	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012898	ENSHGLG00000009222	Heterocephalus_glaber_HetGla_female_1.0
