ENSCPGP00000021050	ENSCPGG00000014697	Calidris_pygmaea
ENSCPUP00000026130	ENSCPUG00000017605	Calidris_pugnax
ENSMUNP00000005406	ENSMUNG00000004453	Melopsittacus_undulatus
ENSLSDP00000021496	ENSLSDG00000015199	Lonchura_striata_domestica
ENSTGUP00000000669	ENSTGUG00000000659	Taeniopygia_guttata
ENSLSDP00000012387	ENSLSDG00000009046	Lonchura_striata_domestica
ENSSCAP00000006310	ENSSCAG00000004921	Serinus_canaria
ENSZALP00000011136	ENSZALG00000009446	Zonotrichia_albicollis
ENSFALP00000000231	ENSFALG00000000226	Ficedula_albicollis
ENSCCEP00000002359	ENSCCEG00000002638	Cyanistes_caeruleus
ENSCCEP00000012383	ENSCCEG00000011974	Cyanistes_caeruleus
ENSLCOP00000005801	ENSLCOG00000004307	Lepidothrix_coronata
ENSMVIP00005026954	ENSMVIG00005018770	Manacus_vitellinus
ENSABRP00000016278	ENSABRG00000014282	Anser_brachyrhynchus
ENSAPLP00000006962	ENSAPLG00000007344	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005001192	ENSCJPG00005001250	Coturnix_japonica
ENSMGAP00000002628	ENSMGAG00000002985	Meleagris_gallopavo
ENSNMEP00000008530	ENSNMEG00000008317	Numida_meleagris
ENSAHAP00000011973	ENSAHAG00000008655	Apteryx_haastii
ENSAOWP00000016377	ENSAOWG00000011165	Apteryx_owenii
ENSARWP00000012359	ENSARWG00000008548	Apteryx_rowi
ENSDNVP00000023788	ENSDNVG00000016527	Dromaius_novaehollandiae
ENSNPEP00000021219	ENSNPEG00000015741	Nothoprocta_perdicaria
ENSCPRP00005021497	ENSCPRG00005014937	Crocodylus_porosus
ENSPSIP00000000313	ENSPSIG00000000312	Pelodiscus_sinensis
ENSCABP00000024499	ENSCABG00000018039	Chelonoidis_abingdonii
ENSPVIP00000020959	ENSPVIG00000015952	Pogona_vitticeps
ENSACAP00000017180	ENSACAG00000017458	Anolis_carolinensis
ENSNSUP00000013771	ENSNSUG00000010235	Notechis_scutatus
ENSSMRP00000026819	ENSSMRG00000020705	Salvator_merianae
ENSUMAP00000017725	ENSUMAG00000013024	Ursus_maritimus
ENSUAMP00000027099	ENSUAMG00000020922	Ursus_americanus
ENSAMEP00000020426	ENSAMEG00000019373	Ailuropoda_melanoleuca
ENSNVIP00000018403	ENSNVIG00000014421	Neovison_vison
