ENSPVIP00000013062	ENSPVIG00000010159	Pogona_vitticeps	ENSPVIT00000016420
ENSACAP00000010535	ENSACAG00000010726	Anolis_carolinensis	ENSACAT00000010752
ENSNSUP00000026473	ENSNSUG00000019005	Notechis_scutatus
ENSSMRP00000006526	ENSSMRG00000005290	Salvator_merianae
ENSSPUP00000020677	ENSSPUG00000015885	Sphenodon_punctatus
ENSGALP00000003445	ENSGALG00000002204	Gallus_gallus
ENSCJPP00005017980	ENSCJPG00005014599	Coturnix_japonica
ENSMGAP00000009808	ENSMGAG00000009499	Meleagris_gallopavo
ENSNMEP00000027008	ENSNMEG00000022643	Numida_meleagris
ENSABRP00000003817	ENSABRG00000003587	Anser_brachyrhynchus
ENSAPLP00000025510	ENSAPLG00000008442	Anas_platyrhynchos_platyrhynchos
ENSPMJP00000026158	ENSPMJG00000019126	Parus_major
ENSCCEP00000026121	ENSCCEG00000023025	Cyanistes_caeruleus
ENSFALP00000007163	ENSFALG00000006867	Ficedula_albicollis
ENSTGUP00000010934	ENSTGUG00000010604	Taeniopygia_guttata
ENSLSDP00000013339	ENSLSDG00000009687	Lonchura_striata_domestica
ENSSCAP00000001029	ENSSCAG00000000851	Serinus_canaria
ENSZALP00000004647	ENSZALG00000004352	Zonotrichia_albicollis
ENSJHYP00000024528	ENSJHYG00000018409	Junco_hyemalis
ENSLCOP00000001622	ENSLCOG00000001306	Lepidothrix_coronata
ENSMVIP00005010676	ENSMVIG00005007852	Manacus_vitellinus
ENSMUNP00000016178	ENSMUNG00000012450	Melopsittacus_undulatus
ENSCPGP00000012180	ENSCPGG00000008655	Calidris_pygmaea
ENSCPUP00000005401	ENSCPUG00000003966	Calidris_pugnax
ENSAOWP00000000176	ENSAOWG00000000161	Apteryx_owenii
ENSAHAP00000002657	ENSAHAG00000002160	Apteryx_haastii
ENSARWP00000018141	ENSARWG00000012475	Apteryx_rowi
ENSDNVP00000000958	ENSDNVG00000000712	Dromaius_novaehollandiae
ENSNPEP00000017861	ENSNPEG00000013295	Nothoprocta_perdicaria
ENSGAGP00000032315	ENSGAGG00000023126	Gopherus_agassizii
ENSCABP00000015697	ENSCABG00000011723	Chelonoidis_abingdonii
ENSCPBP00000004583	ENSCPBG00000003679	Chrysemys_picta_bellii
ENSPSIP00000010905	ENSPSIG00000009891	Pelodiscus_sinensis
ENSMODP00000047904	ENSMODG00000014340	Monodelphis_domestica
ENSSHAP00000007787	ENSSHAG00000006759	Sarcophilus_harrisii
ENSVURP00010028549	ENSVURG00010021845	Vombatus_ursinus
ENSPCIP00000035795	ENSPCIG00000026440	Phascolarctos_cinereus
ENSMEUP00000004637	ENSMEUG00000005077	Notamacropus_eugenii
ENSECAP00000030173	ENSECAG00000030081	Equus_caballus
ENSEASP00005011221	ENSEASG00005007899	Equus_asinus_asinus
ENSEASP00005015921	ENSEASG00005011063	Equus_asinus_asinus
ENSECAP00000049475	ENSECAG00000042448	Equus_caballus
ENSECAP00000017915	ENSECAG00000040707	Equus_caballus
ENSECAP00000036614	ENSECAG00000020446	Equus_caballus
ENSEASP00005018815	ENSEASG00005012967	Equus_asinus_asinus
ENSEASP00005015567	ENSEASG00005010846	Equus_asinus_asinus
ENSECAP00000054009	ENSECAG00000043457	Equus_caballus
ENSECAP00000052847	ENSECAG00000042287	Equus_caballus
ENSEASP00005015931	ENSEASG00005011074	Equus_asinus_asinus
ENSECAP00000043187	ENSECAG00000039724	Equus_caballus
ENSEASP00005001208	ENSEASG00005001008	Equus_asinus_asinus
ENSEASP00005018813	ENSEASG00005012964	Equus_asinus_asinus
ENSECAP00000051672	ENSECAG00000039582	Equus_caballus
ENSEASP00005001213	ENSEASG00005001017	Equus_asinus_asinus
ENSEASP00005030710	ENSEASG00005020905	Equus_asinus_asinus
ENSECAP00000052618	ENSECAG00000043632	Equus_caballus
ENSECAP00000051267	ENSECAG00000041109	Equus_caballus
ENSECAP00000055056	ENSECAG00000024074	Equus_caballus
ENSECAP00000053669	ENSECAG00000040695	Equus_caballus
ENSEASP00005011251	ENSEASG00005007900	Equus_asinus_asinus
ENSECAP00000050639	ENSECAG00000033604	Equus_caballus
ENSECAP00000029329	ENSECAG00000035221	Equus_caballus
ENSECAP00000046951	ENSECAG00000040913	Equus_caballus
ENSEASP00005015939	ENSEASG00005011076	Equus_asinus_asinus
ENSEASP00005030777	ENSEASG00005020965	Equus_asinus_asinus
ENSECAP00000029423	ENSECAG00000038616	Equus_caballus
ENSCHIP00000012873	ENSCHIG00000014492	Capra_hircus
ENSOARP00000018118	ENSOARG00000016870	Ovis_aries
ENSBIXP00005035394	ENSBIXG00005016535	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000014001	ENSBIXG00000018807	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000007640	ENSBMUG00000006006	Bos_mutus
ENSBTAP00000065616	ENSBTAG00000009145	Bos_taurus
ENSBBBP00000014675	ENSBBBG00000022421	Bison_bison_bison
ENSTTRP00000008718	ENSTTRG00000009201	Tursiops_truncatus
ENSSSCP00000010775	ENSSSCG00000010102	Sus_scrofa_strain_reference
ENSPVAP00000010594	ENSPVAG00000011239	Pteropus_vampyrus
ENSUAMP00000008659	ENSUAMG00000007275	Ursus_americanus
ENSUMAP00000005424	ENSUMAG00000004300	Ursus_maritimus
ENSAMEP00000004330	ENSAMEG00000004106	Ailuropoda_melanoleuca
ENSNVIP00000028579	ENSNVIG00000022061	Neovison_vison
ENSMPUP00000003650	ENSMPUG00000003679	Mustela_putorius_furo
ENSCAFP00020015096	ENSCAFG00020012136	Canis_lupus_dingo
ENSCAFP00000022120	ENSCAFG00000015014	Canis_lupus_familiaris
ENSVVUP00000029923	ENSVVUG00000021858	Vulpes_vulpes
ENSPPRP00000018596	ENSPPRG00000010200	Panthera_pardus
ENSPTIP00000002004	ENSPTIG00000005002	Panthera_tigris_altaica
ENSFCAP00000057738	ENSFCAG00000030130	Felis_catus
ENSSARP00000004746	ENSSARG00000005251	Sorex_araneus
ENSSARP00000008925	ENSSARG00000009884	Sorex_araneus
ENSEEUP00000001267	ENSEEUG00000001411	Erinaceus_europaeus
ENSCCNP00000026680	ENSCCNG00000025863	Castor_canadensis
ENSDORP00000025210	ENSDORG00000028542	Dipodomys_ordii
MGP_SPRETEiJ_P0042528	MGP_SPRETEiJ_G0021416	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000022129	ENSMSIG00000018786	Mus_spicilegus
ENSMUSP00000127280	ENSMUSG00000022756	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0040672	MGP_CAROLIEiJ_G0020521	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0028059	MGP_PahariEiJ_G0016226	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000002560	ENSRNOG00000001874	Rattus_norvegicus
ENSMUGP00000010097	ENSMUGG00000008923	Meriones_unguiculatus
ENSMOCP00000006506	ENSMOCG00000006160	Microtus_ochrogaster
ENSPEMP00000021703	ENSPEMG00000019263	Peromyscus_maniculatus_bairdii
ENSCGRP00001001186	ENSCGRG00001000906	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015011080	ENSCGRG00015008523	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000008053	ENSCGRG00000005876	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000019258	ENSMAUG00000017588	Mesocricetus_auratus
ENSNGAP00000000027	ENSNGAG00000000026	Nannospalax_galili
ENSODEP00000022907	ENSODEG00000016811	Octodon_degus
ENSCLAP00000020322	ENSCLAG00000013920	Chinchilla_lanigera
ENSCPOP00000020625	ENSCPOG00000023418	Cavia_porcellus
ENSCAPP00000002178	ENSCAPG00000004764	Cavia_aperea
ENSHGLP00000007415	ENSHGLG00000005401	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004562	ENSHGLG00100003446	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022543	ENSFDAG00000020919	Fukomys_damarensis
ENSSTOP00000014227	ENSSTOG00000015893	Ictidomys_tridecemlineatus
ENSSDAP00000008980	ENSSDAG00000008172	Spermophilus_dauricus
ENSUPAP00010016239	ENSUPAG00010012962	Urocitellus_parryii
ENSMMMP00000001799	ENSMMMG00000001649	Marmota_marmota_marmota
ENSOCUP00000048195	ENSOCUG00000014709	Oryctolagus_cuniculus
ENSOPRP00000005922	ENSOPRG00000006467	Ochotona_princeps
ENSTBEP00000013878	ENSTBEG00000015980	Tupaia_belangeri
ENSPTRP00000064394	ENSPTRG00000045954	Pan_troglodytes
ENSPTRP00000049833	ENSPTRG00000014102	Pan_troglodytes
ENSPPAP00000013900	ENSPPAG00000030114	Pan_paniscus
ENSP00000372390	ENSG00000099960	Homo_sapiens
ENSGGOP00000003515	ENSGGOG00000003580	Gorilla_gorilla
ENSPPYP00000013422	ENSPPYG00000012037	Pongo_abelii
ENSNLEP00000009797	ENSNLEG00000008034	Nomascus_leucogenys
ENSCATP00000025591	ENSCATG00000036261	Cercocebus_atys
ENSMMUP00000066325	ENSMMUG00000063154	Macaca_mulatta
ENSMLEP00000016440	ENSMLEG00000032416	Mandrillus_leucophaeus
ENSPANP00000015881	ENSPANG00000009280	Papio_anubis
ENSTGEP00000007109	ENSTGEG00000005829	Theropithecus_gelada
