ENSACAP00000010939	ENSACAG00000011176	Anolis_carolinensis
ENSSMRP00000020569	ENSSMRG00000016007	Salvator_merianae
ENSSPUP00000005467	ENSSPUG00000004211	Sphenodon_punctatus
ENSNSUP00000018721	ENSNSUG00000013683	Notechis_scutatus
ENSCABP00000030348	ENSCABG00000022221	Chelonoidis_abingdonii
ENSCABP00000008502	ENSCABG00000006433	Chelonoidis_abingdonii
ENSGAGP00000035257	ENSGAGG00000025060	Gopherus_agassizii
ENSCPBP00000028492	ENSCPBG00000020125	Chrysemys_picta_bellii
ENSCABP00000016423	ENSCABG00000012204	Chelonoidis_abingdonii
ENSGAGP00000031298	ENSGAGG00000022491	Gopherus_agassizii
ENSCPBP00000016047	ENSCPBG00000011814	Chrysemys_picta_bellii
ENSFALP00000003915	ENSFALG00000003758	Ficedula_albicollis
ENSPMJP00000012266	ENSPMJG00000009449	Parus_major
ENSTGUP00000012002	ENSTGUG00000011643	Taeniopygia_guttata
ENSLSDP00000012981	ENSLSDG00000009456	Lonchura_striata_domestica
ENSSCAP00000013182	ENSSCAG00000009816	Serinus_canaria
ENSJHYP00000000951	ENSJHYG00000000843	Junco_hyemalis
ENSLCOP00000013635	ENSLCOG00000009836	Lepidothrix_coronata
ENSMUNP00000015682	ENSMUNG00000012078	Melopsittacus_undulatus
ENSGALP00000052506	ENSGALG00000032595	Gallus_gallus
ENSCJPP00005025945	ENSCJPG00005020280	Coturnix_japonica
ENSNMEP00000015486	ENSNMEG00000013746	Numida_meleagris
ENSAPLP00000028808	ENSAPLG00000017148	Anas_platyrhynchos_platyrhynchos
ENSABRP00000005133	ENSABRG00000004762	Anser_brachyrhynchus
ENSCPUP00000000388	ENSCPUG00000000323	Calidris_pugnax
ENSCPGP00000005938	ENSCPGG00000004239	Calidris_pygmaea
ENSAOWP00000002557	ENSAOWG00000001835	Apteryx_owenii
ENSAHAP00000006028	ENSAHAG00000004604	Apteryx_haastii
ENSARWP00000008359	ENSARWG00000005860	Apteryx_rowi
ENSNPEP00000003556	ENSNPEG00000002723	Nothoprocta_perdicaria
ENSDNVP00000014271	ENSDNVG00000010024	Dromaius_novaehollandiae
ENSCPRP00005025889	ENSCPRG00005017962	Crocodylus_porosus
ENSPTRP00000080713	ENSPTRG00000047330	Pan_troglodytes
ENSPTRP00000033870	ENSPTRG00000019771	Pan_troglodytes
ENSPPAP00000033771	ENSPPAG00000039747	Pan_paniscus
ENSP00000419087	ENSG00000090266	Homo_sapiens
ENSGGOP00000031652	ENSGGOG00000042684	Gorilla_gorilla
ENSPPYP00000020264	ENSPPYG00000018060	Pongo_abelii
ENSNLEP00000033530	ENSNLEG00000035760	Nomascus_leucogenys
ENSCANP00000034155	ENSCANG00000040749	Colobus_angolensis_palliatus
ENSCANP00000012979	ENSCANG00000029910	Colobus_angolensis_palliatus
