ENSCLAP00000001492	ENSCLAG00000001119	Chinchilla_lanigera
ENSODEP00000021434	ENSODEG00000015776	Octodon_degus
ENSCAPP00000000891	ENSCAPG00000001288	Cavia_aperea
ENSCPOP00000013934	ENSCPOG00000015453	Cavia_porcellus
ENSHGLP00100017492	ENSHGLG00100012904	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000023565	ENSHGLG00000016807	Heterocephalus_glaber_HetGla_female_1.0
ENSCCNP00000031254	ENSCCNG00000029779	Castor_canadensis
ENSPTRP00000031277	ENSPTRG00000018304	Pan_troglodytes
ENSPPAP00000031679	ENSPPAG00000038759	Pan_paniscus
ENSP00000359782	ENSG00000151917	Homo_sapiens
ENSGGOP00000000777	ENSGGOG00000000788	Gorilla_gorilla
ENSPPYP00000023739	ENSPPYG00000016736	Pongo_abelii
ENSNLEP00000003546	ENSNLEG00000002914	Nomascus_leucogenys
ENSCATP00000027003	ENSCATG00000036894	Cercocebus_atys
ENSCSAP00000009555	ENSCSAG00000013396	Chlorocebus_sabaeus
ENSTGEP00000009555	ENSTGEG00000007865	Theropithecus_gelada
ENSMMUP00000057364	ENSMMUG00000000795	Macaca_mulatta
ENSMFAP00000014577	ENSMFAG00000030448	Macaca_fascicularis
ENSMNEP00000019029	ENSMNEG00000033409	Macaca_nemestrina
ENSMLEP00000038264	ENSMLEG00000043195	Mandrillus_leucophaeus
ENSPANP00000006610	ENSPANG00000011220	Papio_anubis
ENSPTEP00000001244	ENSPTEG00000001356	Piliocolobus_tephrosceles
ENSCANP00000023670	ENSCANG00000035245	Colobus_angolensis_palliatus
ENSRROP00000038878	ENSRROG00000042799	Rhinopithecus_roxellana
ENSCCAP00000034513	ENSCCAG00000035225	Cebus_capucinus_imitator
ENSSBOP00000011887	ENSSBOG00000022779	Saimiri_boliviensis_boliviensis
ENSCJAP00000019053	ENSCJAG00000010332	Callithrix_jacchus
ENSANAP00000034689	ENSANAG00000034932	Aotus_nancymaae
ENSTSYP00000025969	ENSTSYG00000036887	Carlito_syrichta
ENSPSMP00000031108	ENSPSMG00000021576	Prolemur_simus
ENSPCOP00000029653	ENSPCOG00000027547	Propithecus_coquereli
ENSMICP00000040060	ENSMICG00000037952	Microcebus_murinus
ENSOGAP00000003903	ENSOGAG00000004372	Otolemur_garnettii
ENSTBEP00000013782	ENSTBEG00000015887	Tupaia_belangeri
ENSMUSP00000052919	ENSMUSG00000042182	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0018011	MGP_SPRETEiJ_G0014823	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000002072	ENSMSIG00000001969	Mus_spicilegus
MGP_CAROLIEiJ_P0017009	MGP_CAROLIEiJ_G0014018	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0072360	MGP_PahariEiJ_G0027264	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000072521	ENSRNOG00000052376	Rattus_norvegicus
ENSMUGP00000032677	ENSMUGG00000027132	Meriones_unguiculatus
ENSCGRP00001021576	ENSCGRG00001020381	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000023298	ENSCGRG00000016870	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000014991	ENSMAUG00000014586	Mesocricetus_auratus
ENSMOCP00000010168	ENSMOCG00000010367	Microtus_ochrogaster
ENSPEMP00000018377	ENSPEMG00000016987	Peromyscus_maniculatus_bairdii
ENSNGAP00000020858	ENSNGAG00000020217	Nannospalax_galili
ENSJJAP00000012819	ENSJJAG00000015751	Jaculus_jaculus
ENSSTOP00000016987	ENSSTOG00000024640	Ictidomys_tridecemlineatus
ENSOCUP00000006276	ENSOCUG00000007262	Oryctolagus_cuniculus
ENSBIXP00000004923	ENSBIXG00000011215	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000010825	ENSBTAG00000008228	Bos_taurus
ENSBIXP00005011529	ENSBIXG00005015948	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000018380	ENSBMUG00000013909	Bos_mutus
ENSBBBP00000008772	ENSBBBG00000016782	Bison_bison_bison
ENSOARP00000006289	ENSOARG00000005869	Ovis_aries
ENSCHIP00000016165	ENSCHIG00000016519	Capra_hircus
ENSTTRP00000000867	ENSTTRG00000000920	Tursiops_truncatus
ENSVPAP00000010661	ENSVPAG00000011449	Vicugna_pacos
ENSSSCP00000001626	ENSSSCG00000001498	Sus_scrofa_strain_reference
ENSECAP00000006078	ENSECAG00000008079	Equus_caballus
ENSEASP00005004548	ENSEASG00005003455	Equus_asinus_asinus
ENSPVAP00000008142	ENSPVAG00000008623	Pteropus_vampyrus
ENSMLUP00000001074	ENSMLUG00000001178	Myotis_lucifugus
ENSUAMP00000004962	ENSUAMG00000004480	Ursus_americanus
ENSUMAP00000000093	ENSUMAG00000000237	Ursus_maritimus
ENSAMEP00000007140	ENSAMEG00000006775	Ailuropoda_melanoleuca
ENSNVIP00000008551	ENSNVIG00000006793	Neovison_vison
ENSMPUP00000002668	ENSMPUG00000002696	Mustela_putorius_furo
ENSCAFP00000041352	ENSCAFG00000002447	Canis_lupus_familiaris
ENSCAFP00020019985	ENSCAFG00020015862	Canis_lupus_dingo
ENSVVUP00000011400	ENSVVUG00000008381	Vulpes_vulpes
ENSPTIP00000021637	ENSPTIG00000018733	Panthera_tigris_altaica
ENSPPRP00000023868	ENSPPRG00000014117	Panthera_pardus
ENSFCAP00000000893	ENSFCAG00000000962	Felis_catus
ENSSARP00000013038	ENSSARG00000014414	Sorex_araneus
ENSCHOP00000002033	ENSCHOG00000002301	Choloepus_hoffmanni
ENSDNOP00000029255	ENSDNOG00000030905	Dasypus_novemcinctus
ENSLAFP00000015720	ENSLAFG00000020660	Loxodonta_africana
ENSETEP00000012513	ENSETEG00000015439	Echinops_telfairi
ENSAHAP00000015076	ENSAHAG00000010860	Apteryx_haastii	ENSAHAT00000016715
ENSAOWP00000009461	ENSAOWG00000006478	Apteryx_owenii	ENSAOWT00000010728
ENSARWP00000009457	ENSARWG00000006604	Apteryx_rowi	ENSARWT00000010787
ENSNPEP00000010904	ENSNPEG00000008143	Nothoprocta_perdicaria	ENSNPET00000011182
ENSDNVP00000016919	ENSDNVG00000011846	Dromaius_novaehollandiae
ENSABRP00000025850	ENSABRG00000021669	Anser_brachyrhynchus
ENSAPLP00000003144	ENSAPLG00000003662	Anas_platyrhynchos_platyrhynchos
ENSGALP00000026203	ENSGALG00000016283	Gallus_gallus
ENSMGAP00000014691	ENSMGAG00000013890	Meleagris_gallopavo
ENSCJPP00005008492	ENSCJPG00005007572	Coturnix_japonica
ENSNMEP00000017160	ENSNMEG00000015060	Numida_meleagris
ENSTGUP00000013177	ENSTGUG00000012798	Taeniopygia_guttata
ENSLSDP00000005649	ENSLSDG00000004361	Lonchura_striata_domestica
ENSSCAP00000011834	ENSSCAG00000008845	Serinus_canaria
ENSPMJP00000011442	ENSPMJG00000008875	Parus_major
ENSCCEP00000000891	ENSCCEG00000001148	Cyanistes_caeruleus
ENSZALP00000021792	ENSZALG00000017024	Zonotrichia_albicollis
ENSJHYP00000019817	ENSJHYG00000015057	Junco_hyemalis
ENSFALP00000001802	ENSFALG00000001729	Ficedula_albicollis
ENSMVIP00005016617	ENSMVIG00005011930	Manacus_vitellinus
ENSLCOP00000004578	ENSLCOG00000003475	Lepidothrix_coronata
ENSMUNP00000013847	ENSMUNG00000010796	Melopsittacus_undulatus
ENSCPGP00000022252	ENSCPGG00000015448	Calidris_pygmaea
ENSCPUP00000008383	ENSCPUG00000006038	Calidris_pugnax
ENSCPRP00005017806	ENSCPRG00005012392	Crocodylus_porosus
ENSCABP00000013904	ENSCABG00000010368	Chelonoidis_abingdonii
ENSGAGP00000036067	ENSGAGG00000025571	Gopherus_agassizii
ENSCPBP00000032252	ENSCPBG00000022618	Chrysemys_picta_bellii
ENSPSIP00000017052	ENSPSIG00000015163	Pelodiscus_sinensis
ENSSPUP00000008200	ENSSPUG00000006339	Sphenodon_punctatus
ENSMODP00000023341	ENSMODG00000018724	Monodelphis_domestica
ENSPCIP00000015246	ENSPCIG00000011850	Phascolarctos_cinereus
ENSDORP00000003516	ENSDORG00000003766	Dipodomys_ordii
ENSLOCP00000015562	ENSLOCG00000012643	Lepisosteus_oculatus
