ENSPVIP00000009246	ENSPVIG00000007366	Pogona_vitticeps
ENSACAP00000001578	ENSACAG00000001617	Anolis_carolinensis
ENSNSUP00000016369	ENSNSUG00000012081	Notechis_scutatus
ENSSMRP00000014602	ENSSMRG00000011365	Salvator_merianae
ENSSPUP00000024094	ENSSPUG00000018454	Sphenodon_punctatus
ENSGAGP00000023505	ENSGAGG00000017234	Gopherus_agassizii	ENSGAGT00000026790
ENSCABP00000012548	ENSCABG00000009402	Chelonoidis_abingdonii	ENSCABT00000013754
ENSCPBP00000018169	ENSCPBG00000013269	Chrysemys_picta_bellii
ENSPSIP00000015376	ENSPSIG00000013750	Pelodiscus_sinensis
ENSDNVP00000026981	ENSDNVG00000018745	Dromaius_novaehollandiae
ENSNPEP00000011049	ENSNPEG00000008198	Nothoprocta_perdicaria
ENSZALP00000018162	ENSZALG00000014577	Zonotrichia_albicollis
ENSJHYP00000016255	ENSJHYG00000012447	Junco_hyemalis
ENSSCAP00000017816	ENSSCAG00000012879	Serinus_canaria
ENSCCEP00000005047	ENSCCEG00000005525	Cyanistes_caeruleus
ENSPMJP00000027090	ENSPMJG00000019749	Parus_major
ENSLSDP00000018442	ENSLSDG00000013162	Lonchura_striata_domestica
ENSTGUP00000005436	ENSTGUG00000005290	Taeniopygia_guttata
ENSFALP00000004204	ENSFALG00000004028	Ficedula_albicollis
ENSLCOP00000009867	ENSLCOG00000007165	Lepidothrix_coronata
ENSMVIP00005015501	ENSMVIG00005011150	Manacus_vitellinus
ENSMUNP00000016894	ENSMUNG00000012960	Melopsittacus_undulatus
ENSCPGP00000011432	ENSCPGG00000008068	Calidris_pygmaea
ENSCPUP00000000867	ENSCPUG00000000669	Calidris_pugnax
ENSMGAP00000012070	ENSMGAG00000011524	Meleagris_gallopavo
ENSCJPP00005015847	ENSCJPG00005013089	Coturnix_japonica
ENSGALP00000034943	ENSGALG00000022166	Gallus_gallus
ENSNMEP00000027359	ENSNMEG00000022907	Numida_meleagris
ENSARWP00000024157	ENSARWG00000016472	Apteryx_rowi
ENSAOWP00000018513	ENSAOWG00000012620	Apteryx_owenii
