ENSPMAP00000006935	ENSPMAG00000006299	Petromyzon_marinus	ENSPMAT00000006966
ENSEBUP00000017384	ENSEBUG00000010858	Eptatretus_burgeri	ENSEBUT00000017960
ENSABRP00000007719	ENSABRG00000007069	Anser_brachyrhynchus
ENSAPLP00000010250	ENSAPLG00000010523	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000004110	ENSMGAG00000004317	Meleagris_gallopavo
ENSGALP00000063995	ENSGALG00000002379	Gallus_gallus
ENSMVIP00005014575	ENSMVIG00005010527	Manacus_vitellinus
ENSLCOP00000015819	ENSLCOG00000011303	Lepidothrix_coronata
ENSLSDP00000016737	ENSLSDG00000012039	Lonchura_striata_domestica
ENSTGUP00000005196	ENSTGUG00000005052	Taeniopygia_guttata
ENSSCAP00000008711	ENSSCAG00000006640	Serinus_canaria
ENSZALP00000014210	ENSZALG00000011777	Zonotrichia_albicollis
ENSJHYP00000011761	ENSJHYG00000009197	Junco_hyemalis
ENSPMJP00000025981	ENSPMJG00000019004	Parus_major
ENSCCEP00000005021	ENSCCEG00000005516	Cyanistes_caeruleus
ENSFALP00000007090	ENSFALG00000006796	Ficedula_albicollis
ENSCJPP00005011692	ENSCJPG00005010031	Coturnix_japonica
ENSCPGP00000013433	ENSCPGG00000009539	Calidris_pygmaea
ENSARWP00000015856	ENSARWG00000010959	Apteryx_rowi
ENSAHAP00000009930	ENSAHAG00000007192	Apteryx_haastii
ENSDNVP00000010907	ENSDNVG00000007713	Dromaius_novaehollandiae
ENSNPEP00000014988	ENSNPEG00000011199	Nothoprocta_perdicaria
ENSCPRP00005010967	ENSCPRG00005007827	Crocodylus_porosus
ENSCABP00000015442	ENSCABG00000011526	Chelonoidis_abingdonii
ENSCABP00000031464	ENSCABG00000022973	Chelonoidis_abingdonii
ENSGAGP00000031208	ENSGAGG00000022429	Gopherus_agassizii
ENSCPBP00000020710	ENSCPBG00000014888	Chrysemys_picta_bellii
ENSPSIP00000014812	ENSPSIG00000013261	Pelodiscus_sinensis
ENSNSUP00000007847	ENSNSUG00000006129	Notechis_scutatus
ENSPVIP00000013295	ENSPVIG00000010307	Pogona_vitticeps
ENSSMRP00000013809	ENSSMRG00000010728	Salvator_merianae
ENSSPUP00000003429	ENSSPUG00000002623	Sphenodon_punctatus
ENSODEP00000005775	ENSODEG00000004346	Octodon_degus
ENSODEP00000020220	ENSODEG00000014911	Octodon_degus
ENSODEP00000020530	ENSODEG00000015145	Octodon_degus
ENSODEP00000008575	ENSODEG00000006408	Octodon_degus
ENSODEP00000023519	ENSODEG00000017232	Octodon_degus
ENSODEP00000025397	ENSODEG00000018639	Octodon_degus
ENSCLAP00000011078	ENSCLAG00000007650	Chinchilla_lanigera
ENSHGLP00100016990	ENSHGLG00100012532	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000014840	ENSHGLG00000010593	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014631	ENSHGLG00100010825	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000014595	ENSFDAG00000001915	Fukomys_damarensis
ENSSDAP00000014832	ENSSDAG00000013375	Spermophilus_dauricus
ENSSDAP00000017739	ENSSDAG00000016169	Spermophilus_dauricus
ENSUPAP00010024389	ENSUPAG00010019330	Urocitellus_parryii
ENSMMMP00000004126	ENSMMMG00000003750	Marmota_marmota_marmota
ENSOCUP00000019518	ENSOCUG00000027419	Oryctolagus_cuniculus
MGP_SPRETEiJ_P0073747	MGP_SPRETEiJ_G0028783	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0071041	MGP_CAROLIEiJ_G0027784	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000005178	ENSMSIG00000004696	Mus_spicilegus
ENSMUSP00000112779	ENSMUSG00000034211	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0059461	MGP_PahariEiJ_G0024399	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000001229	ENSRNOG00000000926	Rattus_norvegicus
ENSRNOP00000043224	ENSRNOG00000030847	Rattus_norvegicus
ENSMUGP00000006651	ENSMUGG00000006119	Meriones_unguiculatus
ENSCGRP00001011165	ENSCGRG00001012873	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015025736	ENSCGRG00015019531	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024040	ENSMAUG00000021017	Mesocricetus_auratus
ENSMOCP00000008466	ENSMOCG00000008471	Microtus_ochrogaster
ENSMOCP00000019856	ENSMOCG00000017721	Microtus_ochrogaster
ENSPEMP00000032575	ENSPEMG00000025103	Peromyscus_maniculatus_bairdii
ENSNGAP00000021428	ENSNGAG00000020609	Nannospalax_galili
ENSJJAP00000022569	ENSJJAG00000022596	Jaculus_jaculus
ENSCAPP00000003493	ENSCAPG00000006241	Cavia_aperea
ENSCCNP00000024538	ENSCCNG00000024017	Castor_canadensis
ENSOPRP00000009069	ENSOPRG00000009945	Ochotona_princeps
ENSPTEP00000031192	ENSPTEG00000030206	Piliocolobus_tephrosceles
ENSCSAP00000018974	ENSCSAG00000019470	Chlorocebus_sabaeus
ENSPTRP00000066163	ENSPTRG00000051838	Pan_troglodytes
ENSANAP00000011830	ENSANAG00000023853	Aotus_nancymaae
ENSSBOP00000027861	ENSSBOG00000030322	Saimiri_boliviensis_boliviensis
ENSSBOP00000018521	ENSSBOG00000025889	Saimiri_boliviensis_boliviensis
ENSCCAP00000015265	ENSCCAG00000025426	Cebus_capucinus_imitator
ENSCJAP00000041499	ENSCJAG00000022938	Callithrix_jacchus
ENSCJAP00000039624	ENSCJAG00000021291	Callithrix_jacchus
ENSTGEP00000035659	ENSTGEG00000028394	Theropithecus_gelada
ENSMLEP00000002750	ENSMLEG00000011393	Mandrillus_leucophaeus
ENSCANP00000024724	ENSCANG00000035780	Colobus_angolensis_palliatus
ENSPTRP00000088912	ENSPTRG00000046133	Pan_troglodytes
ENSPTRP00000072542	ENSPTRG00000043904	Pan_troglodytes
ENSPTRP00000032816	ENSPTRG00000019203	Pan_troglodytes
ENSPPAP00000027290	ENSPPAG00000036712	Pan_paniscus
ENSP00000285298	ENSG00000239789	Homo_sapiens
ENSP00000390331	ENSG00000249773	Homo_sapiens
ENSGGOP00000029492	ENSGGOG00000039358	Gorilla_gorilla
ENSPPYP00000019669	ENSPPYG00000017547	Pongo_abelii
ENSNLEP00000047376	ENSNLEG00000032290	Nomascus_leucogenys
ENSPANP00000011526	ENSPANG00000015285	Papio_anubis
ENSTGEP00000006755	ENSTGEG00000005526	Theropithecus_gelada
ENSCSAP00000012192	ENSCSAG00000016120	Chlorocebus_sabaeus
ENSMFAP00000038464	ENSMFAG00000038594	Macaca_fascicularis
ENSMMUP00000072650	ENSMMUG00000057847	Macaca_mulatta
ENSMNEP00000023706	ENSMNEG00000035442	Macaca_nemestrina
ENSMLEP00000033203	ENSMLEG00000040782	Mandrillus_leucophaeus
ENSCATP00000033353	ENSCATG00000039682	Cercocebus_atys
ENSRROP00000005316	ENSRROG00000021955	Rhinopithecus_roxellana
ENSRBIP00000015983	ENSRBIG00000032061	Rhinopithecus_bieti
ENSRBIP00000016504	ENSRBIG00000032287	Rhinopithecus_bieti
ENSRROP00000000016	ENSRROG00000000039	Rhinopithecus_roxellana
ENSPTEP00000010387	ENSPTEG00000011793	Piliocolobus_tephrosceles
ENSCANP00000014197	ENSCANG00000030538	Colobus_angolensis_palliatus
ENSPTRP00000086461	ENSPTRG00000048604	Pan_troglodytes
ENSPPAP00000030509	ENSPPAG00000038238	Pan_paniscus
ENSGGOP00000048407	ENSGGOG00000044141	Gorilla_gorilla
ENSCATP00000012842	ENSCATG00000030575	Cercocebus_atys
ENSPANP00000046829	ENSPANG00000030519	Papio_anubis
ENSCANP00000024943	ENSCANG00000035889	Colobus_angolensis_palliatus
ENSCJAP00000041450	ENSCJAG00000022879	Callithrix_jacchus
ENSCCAP00000038712	ENSCCAG00000037194	Cebus_capucinus_imitator
ENSANAP00000014300	ENSANAG00000025061	Aotus_nancymaae
ENSSBOP00000000738	ENSSBOG00000003355	Saimiri_boliviensis_boliviensis
ENSCHOP00000003922	ENSCHOG00000004436	Choloepus_hoffmanni
