ENSACAP00000010244	ENSACAG00000010314	Anolis_carolinensis	ENSACAT00000010455
ENSPVIP00000014943	ENSPVIG00000011510	Pogona_vitticeps	ENSPVIT00000018679
ENSNSUP00000023518	ENSNSUG00000016788	Notechis_scutatus	ENSNSUT00000025010
ENSSMRP00000024353	ENSSMRG00000018880	Salvator_merianae
ENSSPUP00000019759	ENSSPUG00000015214	Sphenodon_punctatus
ENSCPUP00000022365	ENSCPUG00000015187	Calidris_pugnax
ENSCPGP00000027774	ENSCPGG00000019160	Calidris_pygmaea
ENSMUNP00000018093	ENSMUNG00000013849	Melopsittacus_undulatus
ENSTGUP00000002291	ENSTGUG00000002207	Taeniopygia_guttata
ENSLSDP00000012730	ENSLSDG00000009288	Lonchura_striata_domestica
ENSSCAP00000011309	ENSSCAG00000008466	Serinus_canaria
ENSZALP00000009853	ENSZALG00000008284	Zonotrichia_albicollis
ENSPMJP00000021349	ENSPMJG00000015849	Parus_major
ENSCCEP00000016552	ENSCCEG00000015471	Cyanistes_caeruleus
ENSFALP00000002058	ENSFALG00000001961	Ficedula_albicollis
ENSMVIP00005012496	ENSMVIG00005009091	Manacus_vitellinus
ENSLCOP00000015919	ENSLCOG00000011357	Lepidothrix_coronata
ENSGALP00000023910	ENSGALG00000014840	Gallus_gallus
ENSMGAP00000010401	ENSMGAG00000005417	Meleagris_gallopavo
ENSCJPP00005012970	ENSCJPG00005010977	Coturnix_japonica
ENSNMEP00000005940	ENSNMEG00000006116	Numida_meleagris
ENSABRP00000006822	ENSABRG00000006262	Anser_brachyrhynchus
ENSAPLP00000018388	ENSAPLG00000009882	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000026319	ENSAHAG00000018332	Apteryx_haastii
ENSAOWP00000012406	ENSAOWG00000008488	Apteryx_owenii
ENSARWP00000011369	ENSARWG00000007894	Apteryx_rowi
ENSDNVP00000018841	ENSDNVG00000013164	Dromaius_novaehollandiae
ENSNPEP00000001659	ENSNPEG00000001282	Nothoprocta_perdicaria
ENSCPRP00005022975	ENSCPRG00005015979	Crocodylus_porosus
ENSCABP00000010858	ENSCABG00000008137	Chelonoidis_abingdonii
ENSGAGP00000012614	ENSGAGG00000009684	Gopherus_agassizii
ENSCPBP00000009295	ENSCPBG00000006942	Chrysemys_picta_bellii
ENSPSIP00000018179	ENSPSIG00000015938	Pelodiscus_sinensis
ENSACAP00000019044	ENSACAG00000022087	Anolis_carolinensis
ENSNSUP00000023165	ENSNSUG00000016787	Notechis_scutatus
ENSSPUP00000019801	ENSSPUG00000015234	Sphenodon_punctatus
ENSCPRP00005022951	ENSCPRG00005015955	Crocodylus_porosus
ENSVURP00010001590	ENSVURG00010001315	Vombatus_ursinus
ENSPCIP00000038942	ENSPCIG00000028618	Phascolarctos_cinereus
ENSMEUP00000001029	ENSMEUG00000001115	Notamacropus_eugenii
ENSSHAP00000014221	ENSSHAG00000012157	Sarcophilus_harrisii
ENSMODP00000025382	ENSMODG00000020291	Monodelphis_domestica
ENSCHOP00000002537	ENSCHOG00000002857	Choloepus_hoffmanni
ENSDNOP00000025871	ENSDNOG00000047186	Dasypus_novemcinctus
ENSLAFP00000002816	ENSLAFG00000003388	Loxodonta_africana
ENSPCAP00000009974	ENSPCAG00000010623	Procavia_capensis
ENSETEP00000015892	ENSETEG00000019563	Echinops_telfairi
ENSPTRP00000028843	ENSPTRG00000016826	Pan_troglodytes
ENSPPAP00000025551	ENSPPAG00000035900	Pan_paniscus
ENSP00000263413	ENSG00000039537	Homo_sapiens
ENSGGOP00000008050	ENSGGOG00000008230	Gorilla_gorilla
ENSPPYP00000017235	ENSPPYG00000015426	Pongo_abelii
ENSNLEP00000020197	ENSNLEG00000016610	Nomascus_leucogenys
ENSCATP00000006455	ENSCATG00000020115	Cercocebus_atys
ENSMLEP00000029400	ENSMLEG00000038905	Mandrillus_leucophaeus
ENSTGEP00000012350	ENSTGEG00000010053	Theropithecus_gelada
ENSPANP00000011618	ENSPANG00000008845	Papio_anubis
ENSMFAP00000031734	ENSMFAG00000036931	Macaca_fascicularis
