ENSSPUP00000015875	ENSSPUG00000012263	Sphenodon_punctatus
ENSVPAP00000009957	ENSVPAG00000010695	Vicugna_pacos
ENSUAMP00000012688	ENSUAMG00000010266	Ursus_americanus
ENSSFOP00015025333	ENSSFOG00015016289	Scleropages_formosus
ENSSFOP00015014060	ENSSFOG00015009069	Scleropages_formosus
ENSACLP00000031346	ENSACLG00000021243	Astatotilapia_calliptera
ENSPTIP00000020136	ENSPTIG00000017701	Panthera_tigris_altaica
ENSCJPP00005024917	ENSCJPG00005019603	Coturnix_japonica
ENSCPRP00005019437	ENSCPRG00005013566	Crocodylus_porosus
ENSAMEP00000000139	ENSAMEG00000000129	Ailuropoda_melanoleuca
ENSMFAP00000003539	ENSMFAG00000001493	Macaca_fascicularis
ENSLSDP00000007234	ENSLSDG00000005445	Lonchura_striata_domestica
ENSCHIP00000014073	ENSCHIG00000015253	Capra_hircus
ENSDORP00000019230	ENSDORG00000016528	Dipodomys_ordii
ENSCCNP00000020605	ENSCCNG00000020520	Castor_canadensis
ENSRBIP00000023396	ENSRBIG00000035618	Rhinopithecus_bieti
ENSOCUP00000044965	ENSOCUG00000024731	Oryctolagus_cuniculus
ENSGAFP00000015212	ENSGAFG00000010265	Gambusia_affinis
ENSBBBP00000025749	ENSBBBG00000021190	Bison_bison_bison
ENSPPAP00000033973	ENSPPAG00000039842	Pan_paniscus
ENSORLP00015003567	ENSORLG00015004317	Oryzias_latipes_ASM223469v1
ENSPVIP00000005137	ENSPVIG00000004179	Pogona_vitticeps
ENSATEP00000027037	ENSATEG00000018683	Anabas_testudineus
ENSMEUP00000002050	ENSMEUG00000002246	Notamacropus_eugenii
ENSGAGP00000026317	ENSGAGG00000019192	Gopherus_agassizii
ENSTGEP00000019051	ENSTGEG00000015314	Theropithecus_gelada
ENSUPAP00010025959	ENSUPAG00010020516	Urocitellus_parryii
ENSP00000359939	ENSG00000171311	Homo_sapiens
ENSDARP00000078068	ENSDARG00000059841	Danio_rerio
ENSNGAP00000023475	ENSNGAG00000022033	Nannospalax_galili
ENSMICP00000043981	ENSMICG00000007664	Microcebus_murinus
ENSETEP00000002010	ENSETEG00000002469	Echinops_telfairi
ENSSPAP00000022233	ENSSPAG00000016792	Stegastes_partitus
ENSPLAP00000004233	ENSPLAG00000005880	Poecilia_latipinna
ENSCABP00000022373	ENSCABG00000016471	Chelonoidis_abingdonii
ENSMNEP00000010968	ENSMNEG00000029816	Macaca_nemestrina
ENSPNAP00000005635	ENSPNAG00000001944	Pygocentrus_nattereri
ENSSDAP00000004343	ENSSDAG00000004096	Spermophilus_dauricus
ENSONIP00000022296	ENSONIG00000017683	Oreochromis_niloticus
ENSMAMP00000018071	ENSMAMG00000012200	Mastacembelus_armatus
ENSABRP00000008914	ENSABRG00000008001	Anser_brachyrhynchus
ENSSTOP00000029275	ENSSTOG00000029860	Ictidomys_tridecemlineatus
ENSBMUP00000025635	ENSBMUG00000019207	Bos_mutus
ENSORLP00020005048	ENSORLG00020005831	Oryzias_latipes_ASM223471v1
ENSBIXP00005045754	ENSBIXG00005005275	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCSEP00000012245	ENSCSEG00000007895	Cynoglossus_semilaevis
ENSEBUP00000012876	ENSEBUG00000008164	Eptatretus_burgeri
ENSIPUP00000011287	ENSIPUG00000007685	Ictalurus_punctatus
ENSMAUP00000017784	ENSMAUG00000016551	Mesocricetus_auratus
ENSHCOP00000016170	ENSHCOG00000019882	Hippocampus_comes
ENSCVAP00000029173	ENSCVAG00000016748	Cyprinodon_variegatus
ENSCGOP00000000655	ENSCGOG00000000415	Cottoperca_gobio
ENSHGLP00000023724	ENSHGLG00000016927	Heterocephalus_glaber_HetGla_female_1.0
ENSCCNP00000024419	ENSCCNG00000023912	Castor_canadensis
ENSPCOP00000029640	ENSPCOG00000027539	Propithecus_coquereli
ENSHGLP00100016535	ENSHGLG00100012208	Heterocephalus_glaber_HetGla_1.0
ENSLAFP00000013407	ENSLAFG00000015983	Loxodonta_africana
ENSPTEP00000006897	ENSPTEG00000007877	Piliocolobus_tephrosceles
ENSUMAP00000030457	ENSUMAG00000022002	Ursus_maritimus
ENSOMEP00000029940	ENSOMEG00000013907	Oryzias_melastigma
ENSACIP00000024410	ENSACIG00000018956	Amphilophus_citrinellus
ENSACAP00000002008	ENSACAG00000002101	Anolis_carolinensis
ENSDCDP00000042287	ENSDCDG00000027306	Denticeps_clupeoides
ENSAPOP00000006048	ENSAPOG00000007822	Acanthochromis_polyacanthus
