ENSCHAP00000011185	ENSCHAG00000006309	Clupea_harengus
ENSGWIP00000013074	ENSGWIG00000007535	Gouania_willdenowi
ENSARWP00000017843	ENSARWG00000012264	Apteryx_rowi
ENSCPGP00000008013	ENSCPGG00000005716	Calidris_pygmaea
ENSUMAP00000029850	ENSUMAG00000021597	Ursus_maritimus
ENSUAMP00000025732	ENSUAMG00000019997	Ursus_americanus
ENSCAFP00020021179	ENSCAFG00020016728	Canis_lupus_dingo
ENSCCNP00000024793	ENSCCNG00000024275	Castor_canadensis
ENSDORP00000020445	ENSDORG00000024024	Dipodomys_ordii
ENSHGLP00000002856	ENSHGLG00000002137	Heterocephalus_glaber_HetGla_female_1.0
ENSCAPP00000002257	ENSCAPG00000005020	Cavia_aperea
ENSPANP00000028257	ENSPANG00000031248	Papio_anubis
ENSXETP00000032660	ENSXETG00000010746	Xenopus_tropicalis
ENSEBUP00000027781	ENSEBUG00000016995	Eptatretus_burgeri
