ENSSMRP00000001370	ENSSMRG00000001208	Salvator_merianae
ENSECAP00000006207	ENSECAG00000008118	Equus_caballus
ENSIPUP00000027331	ENSIPUG00000018511	Ictalurus_punctatus
ENSPTRP00000006363	ENSPTRG00000003688	Pan_troglodytes
ENSMEUP00000001414	ENSMEUG00000001544	Notamacropus_eugenii
ENSGACP00000025677	ENSGACG00000019427	Gasterosteus_aculeatus
ENSGMOP00000017878	ENSGMOG00000016648	Gadus_morhua
ENSACLP00000011433	ENSACLG00000007831	Astatotilapia_calliptera
ENSSFOP00015015502	ENSSFOG00015010001	Scleropages_formosus
ENSSCAP00000013575	ENSSCAG00000010060	Serinus_canaria
ENSXMAP00000038450	ENSXMAG00000028593	Xiphophorus_maculatus
ENSSPAP00000016375	ENSSPAG00000012333	Stegastes_partitus
MGP_CAROLIEiJ_P0048270	MGP_CAROLIEiJ_G0022756	Mus_caroli_strain_CAROLI_EIJ
ENSXCOP00000014271	ENSXCOG00000010815	Xiphophorus_couchianus
ENSLACP00000002753	ENSLACG00000002462	Latimeria_chalumnae
ENSKMAP00000027303	ENSKMAG00000020240	Kryptolebias_marmoratus
ENSHGLP00100007792	ENSHGLG00100005807	Heterocephalus_glaber_HetGla_1.0
ENSAOCP00000026681	ENSAOCG00000015078	Amphiprion_ocellaris
ENSLCRP00005010242	ENSLCRG00005004676	Larimichthys_crocea
ENSORLP00015007202	ENSORLG00015008025	Oryzias_latipes_ASM223469v1
ENSHHUP00000049566	ENSHHUG00000029942	Hucho_hucho
ENSAPOP00000032045	ENSAPOG00000000564	Acanthochromis_polyacanthus
ENSCSAP00000002383	ENSCSAG00000006082	Chlorocebus_sabaeus
ENSIPUP00000029923	ENSIPUG00000020192	Ictalurus_punctatus
ENSAOCP00000025652	ENSAOCG00000013360	Amphiprion_ocellaris
ENSEBUP00000023856	ENSEBUG00000014700	Eptatretus_burgeri
ENSGAFP00000009513	ENSGAFG00000006455	Gambusia_affinis
ENSXCOP00000014278	ENSXCOG00000010821	Xiphophorus_couchianus
ENSPNAP00000028042	ENSPNAG00000013639	Pygocentrus_nattereri
ENSFDAP00000007008	ENSFDAG00000015624	Fukomys_damarensis
ENSLBEP00000034399	ENSLBEG00000025863	Labrus_bergylta
ENSBSLP00000024082	ENSBSLG00000012268	Betta_splendens
ENSLCAP00010034511	ENSLCAG00010016205	Lates_calcarifer
ENSDARP00000102662	ENSDARG00000076302	Danio_rerio
ENSCGRP00001016539	ENSCGRG00001016832	Cricetulus_griseus_CHOK1GS_HDv1
ENSOCUP00000037399	ENSOCUG00000015049	Oryctolagus_cuniculus
ENSZALP00000005054	ENSZALG00000004704	Zonotrichia_albicollis
ENSP00000227451	ENSG00000110042	Homo_sapiens
ENSLAFP00000024255	ENSLAFG00000030041	Loxodonta_africana
ENSLCAP00010010302	ENSLCAG00010004906	Lates_calcarifer
ENSPCIP00000013845	ENSPCIG00000010863	Phascolarctos_cinereus
ENSPFOP00000005467	ENSPFOG00000005506	Poecilia_formosa
ENSMMOP00000016312	ENSMMOG00000012449	Mola_mola
ENSORLP00015029595	ENSORLG00015012866	Oryzias_latipes_ASM223469v1
ENSJHYP00000008759	ENSJHYG00000006944	Junco_hyemalis
ENSBSLP00000051347	ENSBSLG00000024282	Betta_splendens
ENSORLP00000030926	ENSORLG00000006017	Oryzias_latipes_ASM223467v1
ENSHCOP00000003908	ENSHCOG00000000681	Hippocampus_comes
ENSPSIP00000006521	ENSPSIG00000005993	Pelodiscus_sinensis
ENSSFOP00015019981	ENSSFOG00015012856	Scleropages_formosus
ENSAMXP00005033009	ENSAMXG00005016060	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSPAP00000001601	ENSSPAG00000001232	Stegastes_partitus
ENSHGLP00000021510	ENSHGLG00000015368	Heterocephalus_glaber_HetGla_female_1.0
