ENSACAP00000004490	ENSACAG00000004620	Anolis_carolinensis
ENSNSUP00000019708	ENSNSUG00000014397	Notechis_scutatus	ENSNSUT00000020981
ENSSMRP00000002678	ENSSMRG00000002298	Salvator_merianae
ENSSPUP00000002765	ENSSPUG00000002118	Sphenodon_punctatus
ENSLCOP00000003733	ENSLCOG00000002823	Lepidothrix_coronata
ENSMVIP00005013900	ENSMVIG00005010048	Manacus_vitellinus
ENSLSDP00000006812	ENSLSDG00000005146	Lonchura_striata_domestica
ENSTGUP00000008135	ENSTGUG00000007900	Taeniopygia_guttata
ENSSCAP00000003176	ENSSCAG00000002699	Serinus_canaria
ENSJHYP00000021519	ENSJHYG00000016290	Junco_hyemalis
ENSZALP00000014944	ENSZALG00000012335	Zonotrichia_albicollis
ENSPMJP00000023269	ENSPMJG00000017194	Parus_major
ENSCCEP00000020339	ENSCCEG00000018429	Cyanistes_caeruleus
ENSFALP00000007052	ENSFALG00000006760	Ficedula_albicollis
ENSMUNP00000018668	ENSMUNG00000014271	Melopsittacus_undulatus
ENSCPGP00000009361	ENSCPGG00000006661	Calidris_pygmaea
ENSCPUP00000020775	ENSCPUG00000014212	Calidris_pugnax
ENSAPLP00000001224	ENSAPLG00000001800	Anas_platyrhynchos_platyrhynchos
ENSABRP00000023071	ENSABRG00000019462	Anser_brachyrhynchus
ENSGALP00000044118	ENSGALG00000029819	Gallus_gallus
ENSMGAP00000016932	ENSMGAG00000015990	Meleagris_gallopavo
ENSNMEP00000015989	ENSNMEG00000014202	Numida_meleagris
ENSAHAP00000013456	ENSAHAG00000009680	Apteryx_haastii
ENSARWP00000009272	ENSARWG00000006475	Apteryx_rowi
ENSNPEP00000017194	ENSNPEG00000012804	Nothoprocta_perdicaria
ENSCPRP00005006322	ENSCPRG00005004524	Crocodylus_porosus
ENSCPBP00000027354	ENSCPBG00000019366	Chrysemys_picta_bellii
ENSPSIP00000001374	ENSPSIG00000001377	Pelodiscus_sinensis
ENSPCIP00000000817	ENSPCIG00000000684	Phascolarctos_cinereus
ENSVURP00010020653	ENSVURG00010015805	Vombatus_ursinus
ENSMEUP00000014328	ENSMEUG00000015699	Notamacropus_eugenii
