ENSPVIP00000017586	ENSPVIG00000013511	Pogona_vitticeps
ENSACAP00000013366	ENSACAG00000013585	Anolis_carolinensis
ENSNSUP00000018576	ENSNSUG00000013571	Notechis_scutatus	ENSNSUT00000019759
ENSSMRP00000020552	ENSSMRG00000015992	Salvator_merianae
ENSSPUP00000005034	ENSSPUG00000003860	Sphenodon_punctatus
ENSAHAP00000001118	ENSAHAG00000000926	Apteryx_haastii
ENSAOWP00000024132	ENSAOWG00000016302	Apteryx_owenii
ENSARWP00000008343	ENSARWG00000005849	Apteryx_rowi
ENSDNVP00000014082	ENSDNVG00000009893	Dromaius_novaehollandiae
ENSNPEP00000001448	ENSNPEG00000001122	Nothoprocta_perdicaria
ENSLSDP00000021399	ENSLSDG00000015131	Lonchura_striata_domestica
ENSLSDP00000011110	ENSLSDG00000008176	Lonchura_striata_domestica
ENSTGUP00000011786	ENSTGUG00000011429	Taeniopygia_guttata
ENSTGUP00000015183	ENSTGUG00000014826	Taeniopygia_guttata
ENSSCAP00000013678	ENSSCAG00000010120	Serinus_canaria
ENSJHYP00000003279	ENSJHYG00000002696	Junco_hyemalis
ENSZALP00000018913	ENSZALG00000015083	Zonotrichia_albicollis
ENSFALP00000009439	ENSFALG00000009045	Ficedula_albicollis
ENSPMJP00000011562	ENSPMJG00000008942	Parus_major
ENSCCEP00000011766	ENSCCEG00000011432	Cyanistes_caeruleus
ENSLCOP00000013618	ENSLCOG00000009820	Lepidothrix_coronata
ENSMVIP00005024410	ENSMVIG00005017141	Manacus_vitellinus
ENSCPGP00000006224	ENSCPGG00000004445	Calidris_pygmaea
ENSCPUP00000001864	ENSCPUG00000001433	Calidris_pugnax
ENSMUNP00000015695	ENSMUNG00000012089	Melopsittacus_undulatus
ENSABRP00000005911	ENSABRG00000005492	Anser_brachyrhynchus
ENSAPLP00000003986	ENSAPLG00000004468	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005025964	ENSCJPG00005020293	Coturnix_japonica
ENSMGAP00000013873	ENSMGAG00000013146	Meleagris_gallopavo
ENSGALP00000020873	ENSGALG00000012812	Gallus_gallus
ENSNMEP00000015029	ENSNMEG00000013365	Numida_meleagris
ENSCPRP00005026120	ENSCPRG00005018135	Crocodylus_porosus
ENSCABP00000027455	ENSCABG00000020166	Chelonoidis_abingdonii
ENSGAGP00000011629	ENSGAGG00000008979	Gopherus_agassizii
ENSCPBP00000018304	ENSCPBG00000013351	Chrysemys_picta_bellii
ENSPSIP00000017526	ENSPSIG00000015549	Pelodiscus_sinensis
ENSCCNP00000003210	ENSCCNG00000003454	Castor_canadensis
ENSDORP00000024788	ENSDORG00000023755	Dipodomys_ordii
ENSPEMP00000009784	ENSPEMG00000010966	Peromyscus_maniculatus_bairdii
ENSMOCP00000008893	ENSMOCG00000008947	Microtus_ochrogaster
