ENSAOWP00000001544	ENSAOWG00000001105	Apteryx_owenii
ENSDNVP00000011779	ENSDNVG00000008303	Dromaius_novaehollandiae
ENSSCAP00000012358	ENSSCAG00000009242	Serinus_canaria
ENSLSDP00000007783	ENSLSDG00000005857	Lonchura_striata_domestica
ENSZALP00000000172	ENSZALG00000000201	Zonotrichia_albicollis
ENSJHYP00000024048	ENSJHYG00000018081	Junco_hyemalis
ENSFALP00000006137	ENSFALG00000005887	Ficedula_albicollis
ENSPMJP00000014490	ENSPMJG00000010992	Parus_major
ENSLCOP00000015097	ENSLCOG00000010805	Lepidothrix_coronata
ENSMUNP00000006620	ENSMUNG00000005307	Melopsittacus_undulatus
ENSCPGP00000013031	ENSCPGG00000009252	Calidris_pygmaea
ENSCPUP00000010132	ENSCPUG00000007179	Calidris_pugnax
ENSGALP00000066245	ENSGALG00000015182	Gallus_gallus
ENSCJPP00005021863	ENSCJPG00005017461	Coturnix_japonica
ENSMGAP00000015168	ENSMGAG00000014335	Meleagris_gallopavo
ENSABRP00000010458	ENSABRG00000009419	Anser_brachyrhynchus
ENSAPLP00000030591	ENSAPLG00000024177	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005005702	ENSCPRG00005004089	Crocodylus_porosus
ENSGAGP00000036354	ENSGAGG00000025768	Gopherus_agassizii
ENSCABP00000003355	ENSCABG00000002559	Chelonoidis_abingdonii
ENSCPBP00000004024	ENSCPBG00000003276	Chrysemys_picta_bellii
ENSPSIP00000002324	ENSPSIG00000002303	Pelodiscus_sinensis
ENSPVIP00000026385	ENSPVIG00000019705	Pogona_vitticeps
ENSACAP00000020492	ENSACAG00000010157	Anolis_carolinensis
ENSSMRP00000006677	ENSSMRG00000005420	Salvator_merianae
ENSPVAP00000015069	ENSPVAG00000015967	Pteropus_vampyrus
ENSMLUP00000005002	ENSMLUG00000005481	Myotis_lucifugus
ENSUMAP00000005772	ENSUMAG00000004552	Ursus_maritimus
ENSUAMP00000011231	ENSUAMG00000009196	Ursus_americanus
ENSAMEP00000019109	ENSAMEG00000018085	Ailuropoda_melanoleuca
ENSMPUP00000000301	ENSMPUG00000000303	Mustela_putorius_furo
ENSNVIP00000018393	ENSNVIG00000014408	Neovison_vison
ENSCAFP00020008995	ENSCAFG00020007284	Canis_lupus_dingo
ENSCAFP00000015547	ENSCAFG00000010568	Canis_lupus_familiaris
ENSVVUP00000030169	ENSVVUG00000022005	Vulpes_vulpes
ENSPTIP00000026084	ENSPTIG00000021619	Panthera_tigris_altaica
ENSPPRP00000027684	ENSPPRG00000019347	Panthera_pardus
ENSFCAP00000025260	ENSFCAG00000029033	Felis_catus
ENSEEUP00000010691	ENSEEUG00000011717	Erinaceus_europaeus	ENSEEUT00000011717
ENSEEUP00000012358	ENSEEUG00000013564	Erinaceus_europaeus	ENSEEUT00000013552
ENSSARP00000005041	ENSSARG00000005561	Sorex_araneus	ENSSART00000005566
ENSEASP00005016507	ENSEASG00005011440	Equus_asinus_asinus
ENSECAP00000050499	ENSECAG00000009354	Equus_caballus
ENSBIXP00000017735	ENSBIXG00000021690	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005033841	ENSBIXG00005014686	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000007523	ENSBTAG00000005723	Bos_taurus
ENSBMUP00000013000	ENSBMUG00000009920	Bos_mutus
ENSBBBP00000004909	ENSBBBG00000013755	Bison_bison_bison
ENSOARP00000020816	ENSOARG00000019377	Ovis_aries
ENSCHIP00000012722	ENSCHIG00000014382	Capra_hircus
ENSTTRP00000002254	ENSTTRG00000002407	Tursiops_truncatus
ENSVPAP00000011089	ENSVPAG00000011919	Vicugna_pacos
ENSSSCP00000035557	ENSSSCG00000011923	Sus_scrofa_strain_reference
ENSPPAP00000037102	ENSPPAG00000041302	Pan_paniscus
ENSPTRP00000070112	ENSPTRG00000015225	Pan_troglodytes
ENSGGOP00000009064	ENSGGOG00000009273	Gorilla_gorilla
ENSP00000320251	ENSG00000163608	Homo_sapiens
ENSPPYP00000015142	ENSPPYG00000013542	Pongo_abelii
ENSNLEP00000026139	ENSNLEG00000028945	Nomascus_leucogenys
ENSCANP00000007540	ENSCANG00000024722	Colobus_angolensis_palliatus
ENSPTEP00000022533	ENSPTEG00000023463	Piliocolobus_tephrosceles
ENSRBIP00000043540	ENSRBIG00000044926	Rhinopithecus_bieti
ENSRROP00000011915	ENSRROG00000030295	Rhinopithecus_roxellana
ENSTGEP00000003297	ENSTGEG00000002802	Theropithecus_gelada
ENSPANP00000017846	ENSPANG00000006295	Papio_anubis
ENSMLEP00000028088	ENSMLEG00000038254	Mandrillus_leucophaeus
ENSCATP00000019208	ENSCATG00000033392	Cercocebus_atys
ENSCSAP00000002959	ENSCSAG00000006672	Chlorocebus_sabaeus
ENSMMUP00000040011	ENSMMUG00000014876	Macaca_mulatta
ENSMFAP00000045268	ENSMFAG00000000372	Macaca_fascicularis
ENSMNEP00000037944	ENSMNEG00000042019	Macaca_nemestrina
ENSSBOP00000019965	ENSSBOG00000026582	Saimiri_boliviensis_boliviensis
ENSCCAP00000000234	ENSCCAG00000001192	Cebus_capucinus_imitator
ENSCJAP00000037775	ENSCJAG00000020314	Callithrix_jacchus
ENSANAP00000019981	ENSANAG00000027768	Aotus_nancymaae
ENSTSYP00000007649	ENSTSYG00000008332	Carlito_syrichta
ENSPSMP00000020534	ENSPSMG00000014508	Prolemur_simus
ENSMICP00000051122	ENSMICG00000048965	Microcebus_murinus
ENSOGAP00000002685	ENSOGAG00000003001	Otolemur_garnettii
ENSTBEP00000005359	ENSTBEG00000006225	Tupaia_belangeri
ENSCPOP00000004028	ENSCPOG00000004465	Cavia_porcellus
ENSCAPP00000004794	ENSCAPG00000007260	Cavia_aperea
ENSCLAP00000022432	ENSCLAG00000015387	Chinchilla_lanigera
ENSHGLP00100007867	ENSHGLG00100005859	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000026469	ENSHGLG00000018829	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000005887	ENSFDAG00000014775	Fukomys_damarensis
ENSSDAP00000013879	ENSSDAG00000012523	Spermophilus_dauricus
ENSUPAP00010024596	ENSUPAG00010019488	Urocitellus_parryii
ENSSTOP00000001911	ENSSTOG00000002150	Ictidomys_tridecemlineatus
ENSMMMP00000012578	ENSMMMG00000011239	Marmota_marmota_marmota
ENSMSIP00000003554	ENSMSIG00000003236	Mus_spicilegus
MGP_SPRETEiJ_P0043587	MGP_SPRETEiJ_G0021668	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000038779	ENSMUSG00000036208	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0041710	MGP_CAROLIEiJ_G0020769	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0029092	MGP_PahariEiJ_G0016469	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000018474	ENSRNOG00000013721	Rattus_norvegicus
ENSMUGP00000029357	ENSMUGG00000024364	Meriones_unguiculatus
ENSCGRP00001026434	ENSCGRG00001023754	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015019579	ENSCGRG00015015043	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000004647	ENSCGRG00000003418	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000036686	ENSPEMG00000028975	Peromyscus_maniculatus_bairdii
ENSMOCP00000022163	ENSMOCG00000019289	Microtus_ochrogaster
ENSNGAP00000026236	ENSNGAG00000023939	Nannospalax_galili
ENSJJAP00000006794	ENSJJAG00000011360	Jaculus_jaculus
ENSCCNP00000027604	ENSCCNG00000026672	Castor_canadensis
ENSOCUP00000009307	ENSOCUG00000010818	Oryctolagus_cuniculus
ENSOPRP00000008150	ENSOPRG00000008905	Ochotona_princeps
ENSDNOP00000001854	ENSDNOG00000002389	Dasypus_novemcinctus
ENSCHOP00000012112	ENSCHOG00000013684	Choloepus_hoffmanni
ENSLAFP00000015666	ENSLAFG00000018690	Loxodonta_africana
ENSPCAP00000003971	ENSPCAG00000004247	Procavia_capensis
ENSETEP00000013598	ENSETEG00000016755	Echinops_telfairi
ENSVURP00010018608	ENSVURG00010014165	Vombatus_ursinus
ENSPCIP00000043789	ENSPCIG00000019602	Phascolarctos_cinereus
ENSMEUP00000010501	ENSMEUG00000011513	Notamacropus_eugenii
ENSSHAP00000001300	ENSSHAG00000001161	Sarcophilus_harrisii
ENSMODP00000022606	ENSMODG00000018133	Monodelphis_domestica
ENSOANP00000019877	ENSOANG00000012572	Ornithorhynchus_anatinus
ENSXETP00000017979	ENSXETG00000001969	Xenopus_tropicalis
ENSLACP00000009850	ENSLACG00000008685	Latimeria_chalumnae
ENSHHUP00000016032	ENSHHUG00000009931	Hucho_hucho
ENSELUP00000014479	ENSELUG00000014510	Esox_lucius
ENSLCRP00005055297	ENSLCRG00005020627	Larimichthys_crocea
ENSTRUP00000017118	ENSTRUG00000020076	Takifugu_rubripes
ENSCSEP00000020906	ENSCSEG00000013356	Cynoglossus_semilaevis
ENSPMGP00000021501	ENSPMGG00000017416	Periophthalmus_magnuspinnatus
ENSXMAP00000031916	ENSXMAG00000023956	Xiphophorus_maculatus
ENSXCOP00000019206	ENSXCOG00000014436	Xiphophorus_couchianus
ENSGAFP00000023994	ENSGAFG00000016183	Gambusia_affinis
ENSPFOP00000021896	ENSPFOG00000023192	Poecilia_formosa
ENSPLAP00000015991	ENSPLAG00000020055	Poecilia_latipinna
ENSPMEP00000006699	ENSPMEG00000008239	Poecilia_mexicana
ENSPREP00000022060	ENSPREG00000014909	Poecilia_reticulata
ENSCVAP00000027157	ENSCVAG00000013271	Cyprinodon_variegatus
ENSFHEP00000025166	ENSFHEG00000007235	Fundulus_heteroclitus
ENSKMAP00000021447	ENSKMAG00000015939	Kryptolebias_marmoratus
ENSBSLP00000044633	ENSBSLG00000021305	Betta_splendens
ENSACLP00000013171	ENSACLG00000009010	Astatotilapia_calliptera
ENSMZEP00005003215	ENSMZEG00005002507	Maylandia_zebra
ENSHBUP00000016985	ENSHBUG00000018983	Haplochromis_burtoni
ENSPNYP00000008542	ENSPNYG00000006541	Pundamilia_nyererei
ENSNBRP00000016308	ENSNBRG00000012587	Neolamprologus_brichardi
ENSONIP00000005436	ENSONIG00000004312	Oreochromis_niloticus
ENSACIP00000018155	ENSACIG00000014142	Amphilophus_citrinellus
ENSPRNP00000039695	ENSPRNG00000019539	Parambassis_ranga
ENSSMAP00000010709	ENSSMAG00000006603	Scophthalmus_maximus
ENSHCOP00000022253	ENSHCOG00000009781	Hippocampus_comes
ENSMAMP00000022316	ENSMAMG00000015018	Mastacembelus_armatus
ENSMALP00000026553	ENSMALG00000018422	Monopterus_albus
ENSLBEP00000027875	ENSLBEG00000021136	Labrus_bergylta
ENSMMOP00000007223	ENSMMOG00000005612	Mola_mola
ENSATEP00000005306	ENSATEG00000003766	Anabas_testudineus
ENSCGOP00000005224	ENSCGOG00000002733	Cottoperca_gobio
ENSAPEP00000015402	ENSAPEG00000010942	Amphiprion_percula
ENSAOCP00000025040	ENSAOCG00000012333	Amphiprion_ocellaris
ENSAPOP00000020892	ENSAPOG00000024519	Acanthochromis_polyacanthus
ENSSPAP00000030346	ENSSPAG00000022794	Stegastes_partitus
ENSSDUP00000016327	ENSSDUG00000011923	Seriola_dumerili
ENSSLDP00000028457	ENSSLDG00000022002	Seriola_lalandi_dorsalis
ENSLCAP00010023125	ENSLCAG00010010856	Lates_calcarifer
ENSORLP00000025322	ENSORLG00000020437	Oryzias_latipes_ASM223467v1
ENSORLP00020008516	ENSORLG00020009402	Oryzias_latipes_ASM223471v1
ENSORLP00015005286	ENSORLG00015006055	Oryzias_latipes_ASM223469v1
ENSOMEP00000012947	ENSOMEG00000014383	Oryzias_melastigma
ENSCHAP00000003434	ENSCHAG00000002194	Clupea_harengus
ENSDCDP00000008409	ENSDCDG00000004293	Denticeps_clupeoides
ENSAMXP00000015111	ENSAMXG00000014664	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005039111	ENSAMXG00005018488	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000018556	ENSPNAG00000024981	Pygocentrus_nattereri
ENSEEEP00000038894	ENSEEEG00000018450	Electrophorus_electricus
ENSIPUP00000035490	ENSIPUG00000023796	Ictalurus_punctatus
ENSDARP00000115468	ENSDARG00000043566	Danio_rerio
ENSSFOP00015022047	ENSSFOG00015014189	Scleropages_formosus
ENSPKIP00000033873	ENSPKIG00000013402	Paramormyrops_kingsleyae
ENSLOCP00000010544	ENSLOCG00000008667	Lepisosteus_oculatus
ENSECRP00000008345	ENSECRG00000005581	Erpetoichthys_calabaricus
ENSCMIP00000011432	ENSCMIG00000005934	Callorhinchus_milii
