ENSPVAP00000016882	ENSPVAG00000017896	Pteropus_vampyrus
ENSMLUP00000000366	ENSMLUG00000000407	Myotis_lucifugus
ENSUAMP00000033938	ENSUAMG00000025864	Ursus_americanus
ENSUMAP00000006141	ENSUMAG00000004836	Ursus_maritimus
ENSAMEP00000020126	ENSAMEG00000019059	Ailuropoda_melanoleuca
ENSCAFP00020025349	ENSCAFG00020019962	Canis_lupus_dingo
ENSCAFP00000038078	ENSCAFG00000032187	Canis_lupus_familiaris
ENSVVUP00000023839	ENSVVUG00000017495	Vulpes_vulpes
ENSVVUP00000029437	ENSVVUG00000021547	Vulpes_vulpes
ENSPPRP00000027704	ENSPPRG00000019341	Panthera_pardus
ENSPTIP00000005027	ENSPTIG00000007376	Panthera_tigris_altaica
ENSFCAP00000001797	ENSFCAG00000001944	Felis_catus
ENSVPAP00000009237	ENSVPAG00000009925	Vicugna_pacos
ENSSSCP00000005273	ENSSSCG00000004902	Sus_scrofa_strain_reference
ENSTTRP00000004308	ENSTTRG00000004603	Tursiops_truncatus
ENSECAP00000004316	ENSECAG00000006196	Equus_caballus
ENSEASP00005003454	ENSEASG00005002679	Equus_asinus_asinus
ENSCSAP00000019013	ENSCSAG00000019509	Chlorocebus_sabaeus
ENSTGEP00000001115	ENSTGEG00000001063	Theropithecus_gelada
ENSMNEP00000000203	ENSMNEG00000000755	Macaca_nemestrina
ENSMFAP00000001845	ENSMFAG00000033578	Macaca_fascicularis
ENSCATP00000001912	ENSCATG00000008717	Cercocebus_atys
ENSPANP00000009838	ENSPANG00000018854	Papio_anubis
ENSMLEP00000000992	ENSMLEG00000003858	Mandrillus_leucophaeus
ENSRROP00000003531	ENSRROG00000013967	Rhinopithecus_roxellana
ENSRBIP00000012453	ENSRBIG00000030184	Rhinopithecus_bieti
ENSCANP00000001219	ENSCANG00000004398	Colobus_angolensis_palliatus
ENSPTEP00000029568	ENSPTEG00000028955	Piliocolobus_tephrosceles
ENSMMUP00000061333	ENSMMUG00000041998	Macaca_mulatta
ENSPTRP00000088299	ENSPTRG00000047926	Pan_troglodytes
ENSPPAP00000018469	ENSPPAG00000032380	Pan_paniscus
ENSP00000316628	ENSG00000176641	Homo_sapiens
ENSPPYP00000010331	ENSPPYG00000009202	Pongo_abelii
ENSNLEP00000046518	ENSNLEG00000029429	Nomascus_leucogenys
ENSPTRP00000076301	ENSPTRG00000046654	Pan_troglodytes
ENSPPAP00000016425	ENSPPAG00000031342	Pan_paniscus
ENSNLEP00000031436	ENSNLEG00000028615	Nomascus_leucogenys
ENSCANP00000024844	ENSCANG00000035838	Colobus_angolensis_palliatus
ENSPTEP00000002168	ENSPTEG00000002518	Piliocolobus_tephrosceles
ENSRROP00000017011	ENSRROG00000032618	Rhinopithecus_roxellana
ENSRBIP00000007797	ENSRBIG00000027812	Rhinopithecus_bieti
ENSMLEP00000035740	ENSMLEG00000042007	Mandrillus_leucophaeus
ENSPANP00000033828	ENSPANG00000034562	Papio_anubis
ENSSBOP00000005714	ENSSBOG00000019756	Saimiri_boliviensis_boliviensis
ENSCJAP00000063709	ENSCJAG00000040526	Callithrix_jacchus
ENSCCAP00000003209	ENSCCAG00000017842	Cebus_capucinus_imitator
ENSANAP00000001070	ENSANAG00000009411	Aotus_nancymaae
ENSTSYP00000013075	ENSTSYG00000014241	Carlito_syrichta
ENSSDAP00000000503	ENSSDAG00000000555	Spermophilus_dauricus
ENSSTOP00000020446	ENSSTOG00000005738	Ictidomys_tridecemlineatus
ENSMMMP00000004080	ENSMMMG00000003718	Marmota_marmota_marmota
ENSTBEP00000015149	ENSTBEG00000017426	Tupaia_belangeri
ENSPSMP00000034091	ENSPSMG00000023505	Prolemur_simus
ENSPCOP00000003742	ENSPCOG00000011226	Propithecus_coquereli
ENSOGAP00000005244	ENSOGAG00000005860	Otolemur_garnettii
ENSBIXP00000004495	ENSBIXG00000010831	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005018535	ENSBIXG00005007843	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000074496	ENSBTAG00000050028	Bos_taurus
ENSBBBP00000012369	ENSBBBG00000007322	Bison_bison_bison
ENSCHIP00000008037	ENSCHIG00000011340	Capra_hircus
ENSOCUP00000014619	ENSOCUG00000017018	Oryctolagus_cuniculus
ENSCHOP00000008603	ENSCHOG00000009730	Choloepus_hoffmanni
ENSDNOP00000027300	ENSDNOG00000036746	Dasypus_novemcinctus
ENSMUSP00000050103	ENSMUSG00000047496	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0020355	MGP_SPRETEiJ_G0015286	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0019335	MGP_CAROLIEiJ_G0014482	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0074632	MGP_PahariEiJ_G0027716	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019921	ENSRNOG00000014859	Rattus_norvegicus
ENSMUGP00000023415	ENSMUGG00000019616	Meriones_unguiculatus
ENSCGRP00001006438	ENSCGRG00001008692	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015024782	ENSCGRG00015018826	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000004093	ENSCGRG00000003011	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000018768	ENSMAUG00000017238	Mesocricetus_auratus
ENSPEMP00000030152	ENSPEMG00000026843	Peromyscus_maniculatus_bairdii
ENSMOCP00000023888	ENSMOCG00000020478	Microtus_ochrogaster
ENSNGAP00000016316	ENSNGAG00000017085	Nannospalax_galili
ENSJJAP00000003086	ENSJJAG00000005839	Jaculus_jaculus
ENSCCNP00000008806	ENSCCNG00000009302	Castor_canadensis
ENSDORP00000023122	ENSDORG00000030100	Dipodomys_ordii
ENSCAPP00000003585	ENSCAPG00000006316	Cavia_aperea
ENSCPOP00000027952	ENSCPOG00000038755	Cavia_porcellus
ENSODEP00000025905	ENSODEG00000019242	Octodon_degus
ENSCLAP00000010341	ENSCLAG00000007146	Chinchilla_lanigera
ENSHGLP00000026725	ENSHGLG00000019011	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004275	ENSHGLG00100003244	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000008381	ENSFDAG00000016656	Fukomys_damarensis
ENSLAFP00000028881	ENSLAFG00000007283	Loxodonta_africana
ENSPCAP00000015693	ENSPCAG00000016802	Procavia_capensis
ENSPCIP00000015611	ENSPCIG00000012114	Phascolarctos_cinereus
ENSVURP00010027235	ENSVURG00010020845	Vombatus_ursinus
ENSMEUP00000011846	ENSMEUG00000013004	Notamacropus_eugenii
ENSSHAP00000015027	ENSSHAG00000012825	Sarcophilus_harrisii
ENSMODP00000004427	ENSMODG00000025062	Monodelphis_domestica
ENSCABP00000029709	ENSCABG00000021789	Chelonoidis_abingdonii
ENSGAGP00000009580	ENSGAGG00000007566	Gopherus_agassizii
ENSCPBP00000038517	ENSCPBG00000026620	Chrysemys_picta_bellii
ENSPSIP00000001826	ENSPSIG00000001833	Pelodiscus_sinensis
ENSCPRP00005023979	ENSCPRG00005016639	Crocodylus_porosus
ENSACAP00000011288	ENSACAG00000011557	Anolis_carolinensis
ENSNSUP00000026271	ENSNSUG00000018873	Notechis_scutatus
ENSPVIP00000018654	ENSPVIG00000014271	Pogona_vitticeps
ENSSMRP00000011298	ENSSMRG00000008881	Salvator_merianae
