ENSPCIP00000019642	ENSPCIG00000014981	Phascolarctos_cinereus
ENSVURP00010032532	ENSVURG00010024822	Vombatus_ursinus
ENSMEUP00000004149	ENSMEUG00000004499	Notamacropus_eugenii
ENSMODP00000012728	ENSMODG00000010370	Monodelphis_domestica
ENSSHAP00000010450	ENSSHAG00000009020	Sarcophilus_harrisii
ENSCPUP00000022753	ENSCPUG00000015460	Calidris_pugnax
ENSCPGP00000006169	ENSCPGG00000004166	Calidris_pygmaea
ENSTGUP00000004206	ENSTGUG00000004052	Taeniopygia_guttata
ENSJHYP00000012543	ENSJHYG00000009484	Junco_hyemalis
ENSPMJP00000017983	ENSPMJG00000013481	Parus_major
ENSFALP00000000329	ENSFALG00000000316	Ficedula_albicollis
ENSLCOP00000008628	ENSLCOG00000005842	Lepidothrix_coronata
ENSAPLP00000023184	ENSAPLG00000026039	Anas_platyrhynchos_platyrhynchos
ENSABRP00000003899	ENSABRG00000003670	Anser_brachyrhynchus
ENSAOWP00000010340	ENSAOWG00000007121	Apteryx_owenii
ENSAHAP00000028090	ENSAHAG00000019517	Apteryx_haastii
ENSDNVP00000012916	ENSDNVG00000008924	Dromaius_novaehollandiae
ENSCJPP00005002277	ENSCJPG00005002202	Coturnix_japonica
ENSCPBP00000031448	ENSCPBG00000021974	Chrysemys_picta_bellii
ENSCABP00000013466	ENSCABG00000009450	Chelonoidis_abingdonii
ENSPVIP00000019210	ENSPVIG00000014631	Pogona_vitticeps
ENSACAP00000008614	ENSACAG00000008253	Anolis_carolinensis
ENSNSUP00000025534	ENSNSUG00000017388	Notechis_scutatus
ENSSMRP00000014803	ENSSMRG00000010044	Salvator_merianae
ENSXETP00000025200	ENSXETG00000003713	Xenopus_tropicalis	ENSXETT00000014462
ENSECRP00000019129	ENSECRG00000012802	Erpetoichthys_calabaricus	ENSECRT00000019522
ENSPMGP00000021052	ENSPMGG00000017068	Periophthalmus_magnuspinnatus
ENSPMGP00000021050	ENSPMGG00000017065	Periophthalmus_magnuspinnatus
ENSLCRP00005012327	ENSLCRG00005005420	Larimichthys_crocea
ENSTNIP00000022257	ENSTNIG00000019064	Tetraodon_nigroviridis
ENSLCAP00010034796	ENSLCAG00010016323	Lates_calcarifer
ENSPFOP00000019337	ENSPFOG00000019175	Poecilia_formosa
ENSGWIP00000022290	ENSGWIG00000011960	Gouania_willdenowi
ENSOANP00000026330	ENSOANG00000020698	Ornithorhynchus_anatinus
ENSCMIP00000007583	ENSCMIG00000004158	Callorhinchus_milii	ENSCMIT00000007807
ENSEBUP00000027203	ENSEBUG00000016681	Eptatretus_burgeri	ENSEBUT00000027779
ENSPMAP00000010203	ENSPMAG00000009261	Petromyzon_marinus	ENSPMAT00000010248
ENSOANP00000016981	ENSOANG00000010705	Ornithorhynchus_anatinus
ENSOANP00000016977	ENSOANG00000010704	Ornithorhynchus_anatinus
ENSPVAP00000008845	ENSPVAG00000009376	Pteropus_vampyrus
ENSSARP00000011995	ENSSARG00000013279	Sorex_araneus
ENSECAP00000050089	ENSECAG00000015514	Equus_caballus
ENSEASP00005013959	ENSEASG00005009714	Equus_asinus_asinus
ENSBTAP00000074548	ENSBTAG00000011922	Bos_taurus
ENSBIXP00000030474	ENSBIXG00000012743	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005000879	ENSBIXG00005006765	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000030893	ENSBMUG00000022896	Bos_mutus
ENSBBBP00000015203	ENSBBBG00000023011	Bison_bison_bison
ENSCHIP00000025570	ENSCHIG00000022260	Capra_hircus
ENSOARP00000017035	ENSOARG00000015846	Ovis_aries
ENSTTRP00000009892	ENSTTRG00000010427	Tursiops_truncatus
ENSSSCP00000052979	ENSSSCG00000039094	Sus_scrofa_strain_reference
ENSMPUP00000007272	ENSMPUG00000007329	Mustela_putorius_furo
ENSNVIP00000031152	ENSNVIG00000023955	Neovison_vison
ENSAMEP00000006666	ENSAMEG00000006191	Ailuropoda_melanoleuca
ENSCAFP00020023849	ENSCAFG00020018777	Canis_lupus_dingo
ENSCAFP00020023869	ENSCAFG00020018787	Canis_lupus_dingo
ENSCAFP00000002076	ENSCAFG00000001433	Canis_lupus_familiaris
ENSVVUP00000030292	ENSVVUG00000010214	Vulpes_vulpes
ENSFCAP00000041502	ENSFCAG00000042897	Felis_catus
ENSPPRP00000004666	ENSPPRG00000000838	Panthera_pardus
ENSTBEP00000012831	ENSTBEG00000014733	Tupaia_belangeri
ENSEEUP00000004243	ENSEEUG00000004554	Erinaceus_europaeus
ENSPPYP00000023839	ENSPPYG00000029601	Pongo_abelii
ENSDNOP00000026578	ENSDNOG00000031742	Dasypus_novemcinctus
ENSOPRP00000013961	ENSOPRG00000015206	Ochotona_princeps
ENSMLUP00000015522	ENSMLUG00000017008	Myotis_lucifugus
ENSPCAP00000006136	ENSPCAG00000006462	Procavia_capensis
ENSLAFP00000002516	ENSLAFG00000003018	Loxodonta_africana
ENSETEP00000012597	ENSETEG00000015535	Echinops_telfairi
ENSPCOP00000022391	ENSPCOG00000023279	Propithecus_coquereli
ENSMICP00000014769	ENSMICG00000016160	Microcebus_murinus
ENSPSMP00000037080	ENSPSMG00000025499	Prolemur_simus
ENSOGAP00000017436	ENSOGAG00000034616	Otolemur_garnettii
ENSTSYP00000020012	ENSTSYG00000033419	Carlito_syrichta
ENSCCAP00000027096	ENSCCAG00000031237	Cebus_capucinus_imitator
ENSSBOP00000017512	ENSSBOG00000025259	Saimiri_boliviensis_boliviensis
ENSCJAP00000075152	ENSCJAG00000021472	Callithrix_jacchus
ENSANAP00000029550	ENSANAG00000032431	Aotus_nancymaae
ENSOANP00000029615	ENSOANG00000030658	Ornithorhynchus_anatinus
ENSCMIP00000006060	ENSCMIG00000003487	Callorhinchus_milii
ENSEBUP00000007844	ENSEBUG00000005105	Eptatretus_burgeri
ENSTGUP00000015826	ENSTGUG00000015494	Taeniopygia_guttata
ENSDORP00000024925	ENSDORG00000029564	Dipodomys_ordii
ENSPTRP00000035356	ENSPTRG00000020672	Pan_troglodytes
