ENSUMAP00000024574	ENSUMAG00000017868	Ursus_maritimus
ENSUAMP00000007293	ENSUAMG00000006342	Ursus_americanus
ENSAMEP00000011580	ENSAMEG00000011011	Ailuropoda_melanoleuca
ENSCAFP00020009357	ENSCAFG00020007573	Canis_lupus_dingo
ENSCAFP00000042106	ENSCAFG00000031595	Canis_lupus_familiaris
ENSVVUP00000021329	ENSVVUG00000015675	Vulpes_vulpes
ENSMPUP00000017065	ENSMPUG00000017174	Mustela_putorius_furo
ENSNVIP00000022520	ENSNVIG00000017554	Neovison_vison
ENSPTIP00000011305	ENSPTIG00000011766	Panthera_tigris_altaica
ENSPPRP00000029705	ENSPPRG00000022454	Panthera_pardus
ENSFCAP00000043302	ENSFCAG00000003266	Felis_catus
ENSMLUP00000009651	ENSMLUG00000010597	Myotis_lucifugus
ENSPVAP00000007054	ENSPVAG00000007473	Pteropus_vampyrus
ENSEASP00005020847	ENSEASG00005014301	Equus_asinus_asinus
ENSECAP00000024052	ENSECAG00000039947	Equus_caballus
ENSCHIP00000021770	ENSCHIG00000019976	Capra_hircus
ENSOARP00000013782	ENSOARG00000012867	Ovis_aries
ENSBBBP00000003009	ENSBBBG00000012100	Bison_bison_bison
ENSSSCP00000068396	ENSSSCG00000030581	Sus_scrofa_strain_reference
ENSEEUP00000003114	ENSEEUG00000003426	Erinaceus_europaeus
ENSBIXP00000028312	ENSBIXG00000009447	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005022025	ENSBIXG00005025048	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000062249	ENSBTAG00000018600	Bos_taurus
ENSBMUP00000009974	ENSBMUG00000007725	Bos_mutus
ENSTTRP00000015700	ENSTTRG00000016561	Tursiops_truncatus
ENSPVIP00000010508	ENSPVIG00000008332	Pogona_vitticeps
ENSZALP00000016225	ENSZALG00000013192	Zonotrichia_albicollis
MGP_SPRETEiJ_P0078605	MGP_SPRETEiJ_G0029774	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000038313	ENSMSIG00000031930	Mus_spicilegus
ENSMUSP00000032459	ENSMUSG00000030315	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0075536	MGP_CAROLIEiJ_G0028746	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0051734	MGP_PahariEiJ_G0022497	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000010338	ENSRNOG00000007822	Rattus_norvegicus
ENSMUGP00000004894	ENSMUGG00000004500	Meriones_unguiculatus
ENSCGRP00015003109	ENSCGRG00015002485	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001001802	ENSCGRG00001001705	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000007893	ENSCGRG00000005756	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000010176	ENSMAUG00000011159	Mesocricetus_auratus
ENSPEMP00000030356	ENSPEMG00000026845	Peromyscus_maniculatus_bairdii
ENSMOCP00000012075	ENSMOCG00000012297	Microtus_ochrogaster
ENSNGAP00000011943	ENSNGAG00000013946	Nannospalax_galili
ENSJJAP00000015342	ENSJJAG00000017532	Jaculus_jaculus
ENSHGLP00000003187	ENSHGLG00000002369	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001775	ENSHGLG00100001384	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000027436	ENSHGLG00000019511	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000013826	ENSFDAG00000000718	Fukomys_damarensis
ENSCPOP00000022532	ENSCPOG00000007715	Cavia_porcellus
ENSCAPP00000013537	ENSCAPG00000014133	Cavia_aperea
