ENSGAGP00000012093	ENSGAGG00000009305	Gopherus_agassizii
ENSCABP00000006462	ENSCABG00000004883	Chelonoidis_abingdonii
ENSCPBP00000033765	ENSCPBG00000023581	Chrysemys_picta_bellii
ENSMGAP00000007416	ENSMGAG00000007290	Meleagris_gallopavo
ENSGALP00000059956	ENSGALG00000033322	Gallus_gallus
ENSCJPP00005018105	ENSCJPG00005014739	Coturnix_japonica
ENSNMEP00000021935	ENSNMEG00000018806	Numida_meleagris
ENSAPLP00000010769	ENSAPLG00000011022	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000013558	ENSCPUG00000009602	Calidris_pugnax
ENSCCEP00000000813	ENSCCEG00000001063	Cyanistes_caeruleus
ENSPMJP00000018558	ENSPMJG00000013926	Parus_major
ENSZALP00000017131	ENSZALG00000013894	Zonotrichia_albicollis
ENSJHYP00000005451	ENSJHYG00000004456	Junco_hyemalis
ENSSCAP00000008889	ENSSCAG00000006760	Serinus_canaria
ENSTGUP00000004277	ENSTGUG00000004154	Taeniopygia_guttata
ENSLSDP00000024044	ENSLSDG00000016904	Lonchura_striata_domestica
ENSFALP00000006947	ENSFALG00000006657	Ficedula_albicollis
ENSMVIP00005018389	ENSMVIG00005013072	Manacus_vitellinus
ENSDNVP00000014999	ENSDNVG00000010551	Dromaius_novaehollandiae
ENSAOWP00000017800	ENSAOWG00000012155	Apteryx_owenii
ENSNPEP00000001380	ENSNPEG00000001080	Nothoprocta_perdicaria
ENSCPGP00000026345	ENSCPGG00000018167	Calidris_pygmaea
ENSLCOP00000020616	ENSLCOG00000014595	Lepidothrix_coronata
ENSABRP00000021504	ENSABRG00000018223	Anser_brachyrhynchus
ENSARWP00000014528	ENSARWG00000010037	Apteryx_rowi
ENSAHAP00000024304	ENSAHAG00000016969	Apteryx_haastii
ENSAOWP00000009119	ENSAOWG00000006271	Apteryx_owenii
ENSMUNP00000019206	ENSMUNG00000014678	Melopsittacus_undulatus
ENSCPRP00005009400	ENSCPRG00005006673	Crocodylus_porosus
ENSSPUP00000010193	ENSSPUG00000007833	Sphenodon_punctatus
ENSPCIP00000005718	ENSPCIG00000004783	Phascolarctos_cinereus
ENSVURP00010027376	ENSVURG00010020952	Vombatus_ursinus
ENSMEUP00000010620	ENSMEUG00000011642	Notamacropus_eugenii
ENSSHAP00000015347	ENSSHAG00000013081	Sarcophilus_harrisii
ENSMODP00000005596	ENSMODG00000004537	Monodelphis_domestica
ENSGGOP00000018580	ENSGGOG00000014557	Gorilla_gorilla
ENSP00000354152	ENSG00000103248	Homo_sapiens
ENSPPAP00000034509	ENSPPAG00000040098	Pan_paniscus
ENSPPYP00000008601	ENSPPYG00000007624	Pongo_abelii
ENSNLEP00000027056	ENSNLEG00000035790	Nomascus_leucogenys
ENSTGEP00000024032	ENSTGEG00000019425	Theropithecus_gelada
ENSPANP00000008196	ENSPANG00000021729	Papio_anubis
ENSMLEP00000021033	ENSMLEG00000034717	Mandrillus_leucophaeus
ENSMFAP00000026528	ENSMFAG00000044698	Macaca_fascicularis
ENSMNEP00000024970	ENSMNEG00000035992	Macaca_nemestrina
ENSMMUP00000058052	ENSMMUG00000019500	Macaca_mulatta
ENSCSAP00000014902	ENSCSAG00000003139	Chlorocebus_sabaeus
ENSRBIP00000039648	ENSRBIG00000043280	Rhinopithecus_bieti
ENSPTEP00000013697	ENSPTEG00000015301	Piliocolobus_tephrosceles
