ENSPKIP00000005642	ENSPKIG00000022222	Paramormyrops_kingsleyae
ENSSFOP00015004711	ENSSFOG00015003052	Scleropages_formosus
ENSFHEP00000015958	ENSFHEG00000017609	Fundulus_heteroclitus
ENSCVAP00000025621	ENSCVAG00000010568	Cyprinodon_variegatus
ENSPFOP00000018598	ENSPFOG00000018477	Poecilia_formosa
ENSPLAP00000014148	ENSPLAG00000017785	Poecilia_latipinna
ENSPMEP00000034284	ENSPMEG00000023360	Poecilia_mexicana
ENSPREP00000028235	ENSPREG00000019108	Poecilia_reticulata
ENSXMAP00000012597	ENSXMAG00000012562	Xiphophorus_maculatus
ENSGAFP00000001548	ENSGAFG00000001015	Gambusia_affinis
ENSXCOP00000003362	ENSXCOG00000002654	Xiphophorus_couchianus
ENSKMAP00000002975	ENSKMAG00000002218	Kryptolebias_marmoratus
ENSORLP00000041051	ENSORLG00000028573	Oryzias_latipes_ASM223467v1
ENSOMEP00000008784	ENSOMEG00000009977	Oryzias_melastigma
ENSCGOP00000042512	ENSCGOG00000019204	Cottoperca_gobio
ENSGACP00000006736	ENSGACG00000005102	Gasterosteus_aculeatus
ENSLBEP00000031770	ENSLBEG00000023956	Labrus_bergylta
ENSTRUP00000017690	ENSTRUG00000007192	Takifugu_rubripes
ENSTNIP00000014466	ENSTNIG00000011516	Tetraodon_nigroviridis
ENSMMOP00000006233	ENSMMOG00000004874	Mola_mola
ENSMAMP00000001956	ENSMAMG00000001390	Mastacembelus_armatus
ENSMALP00000016409	ENSMALG00000011501	Monopterus_albus
ENSATEP00000005954	ENSATEG00000004212	Anabas_testudineus
ENSSMAP00000006263	ENSSMAG00000003871	Scophthalmus_maximus
ENSSLDP00000002640	ENSSLDG00000001990	Seriola_lalandi_dorsalis
ENSSDUP00000016984	ENSSDUG00000012373	Seriola_dumerili
ENSCSEP00000031549	ENSCSEG00000020209	Cynoglossus_semilaevis
ENSBSLP00000044544	ENSBSLG00000021152	Betta_splendens
ENSLCRP00005058977	ENSLCRG00005021872	Larimichthys_crocea
ENSLCAP00010048123	ENSLCAG00010022350	Lates_calcarifer
ENSAOCP00000024245	ENSAOCG00000010919	Amphiprion_ocellaris
ENSAPEP00000028600	ENSAPEG00000020318	Amphiprion_percula
ENSAPOP00000011575	ENSAPOG00000014185	Acanthochromis_polyacanthus
ENSSPAP00000015499	ENSSPAG00000011660	Stegastes_partitus
ENSPRNP00000033262	ENSPRNG00000016793	Parambassis_ranga
ENSPNYP00000008633	ENSPNYG00000006566	Pundamilia_nyererei
ENSHBUP00000024108	ENSHBUG00000005306	Haplochromis_burtoni
ENSMZEP00005007684	ENSMZEG00005005872	Maylandia_zebra
ENSACLP00000032873	ENSACLG00000022043	Astatotilapia_calliptera
ENSONIP00000024685	ENSONIG00000019608	Oreochromis_niloticus
ENSNBRP00000018289	ENSNBRG00000014087	Neolamprologus_brichardi
ENSACIP00000025610	ENSACIG00000019830	Amphilophus_citrinellus
