ENSCHAP00000040007	ENSCHAG00000018138	Clupea_harengus
ENSDCDP00000051359	ENSDCDG00000030908	Denticeps_clupeoides
ENSPNAP00000006241	ENSPNAG00000012308	Pygocentrus_nattereri
ENSAMXP00000044180	ENSAMXG00000029246	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000015564	ENSIPUG00000010572	Ictalurus_punctatus
ENSEEEP00000002712	ENSEEEG00000001387	Electrophorus_electricus
ENSDARP00000039240	ENSDARG00000010918	Danio_rerio
ENSGWIP00000021340	ENSGWIG00000010918	Gouania_willdenowi
ENSCSEP00000032872	ENSCSEG00000021105	Cynoglossus_semilaevis
ENSTNIP00000021752	ENSTNIG00000018578	Tetraodon_nigroviridis
ENSTRUP00000028601	ENSTRUG00000011330	Takifugu_rubripes
ENSLCRP00005021759	ENSLCRG00005008201	Larimichthys_crocea
ENSLBEP00000016869	ENSLBEG00000012964	Labrus_bergylta
ENSMMOP00000019524	ENSMMOG00000014812	Mola_mola
ENSCGOP00000029710	ENSCGOG00000013472	Cottoperca_gobio
ENSGACP00000018405	ENSGACG00000013930	Gasterosteus_aculeatus
ENSMALP00000029871	ENSMALG00000020640	Monopterus_albus
ENSMAMP00000004721	ENSMAMG00000003182	Mastacembelus_armatus
ENSATEP00000006614	ENSATEG00000004629	Anabas_testudineus
ENSBSLP00000041981	ENSBSLG00000020191	Betta_splendens
ENSLCAP00010005241	ENSLCAG00010002589	Lates_calcarifer
ENSSMAP00000007898	ENSSMAG00000004856	Scophthalmus_maximus	ENSSMAT00000007997
ENSSDUP00000026792	ENSSDUG00000019389	Seriola_dumerili
ENSSLDP00000014085	ENSSLDG00000011236	Seriola_lalandi_dorsalis
ENSAOCP00000020020	ENSAOCG00000003850	Amphiprion_ocellaris
ENSAPEP00000016101	ENSAPEG00000011447	Amphiprion_percula
ENSAPOP00000015846	ENSAPOG00000018946	Acanthochromis_polyacanthus
ENSSPAP00000022618	ENSSPAG00000017046	Stegastes_partitus
ENSPRNP00000005251	ENSPRNG00000002360	Parambassis_ranga
ENSXMAP00000000160	ENSXMAG00000000154	Xiphophorus_maculatus
ENSXCOP00000014686	ENSXCOG00000011148	Xiphophorus_couchianus
ENSGAFP00000026515	ENSGAFG00000017897	Gambusia_affinis
ENSPFOP00000010095	ENSPFOG00000009988	Poecilia_formosa
ENSPMEP00000020508	ENSPMEG00000023714	Poecilia_mexicana
ENSPLAP00000019184	ENSPLAG00000001106	Poecilia_latipinna
ENSPREP00000011200	ENSPREG00000007636	Poecilia_reticulata
ENSFHEP00000001816	ENSFHEG00000002588	Fundulus_heteroclitus
ENSCVAP00000013035	ENSCVAG00000015550	Cyprinodon_variegatus
ENSKMAP00000024516	ENSKMAG00000018149	Kryptolebias_marmoratus
ENSORLP00000006539	ENSORLG00000005189	Oryzias_latipes_ASM223467v1
ENSORLP00020004166	ENSORLG00020004980	Oryzias_latipes_ASM223471v1
ENSORLP00015017042	ENSORLG00015018058	Oryzias_latipes_ASM223469v1
ENSOMEP00000021760	ENSOMEG00000023973	Oryzias_melastigma
ENSMZEP00005029658	ENSMZEG00005022112	Maylandia_zebra
ENSHBUP00000002844	ENSHBUG00000004126	Haplochromis_burtoni
ENSPNYP00000009952	ENSPNYG00000007546	Pundamilia_nyererei
ENSACLP00000011131	ENSACLG00000007622	Astatotilapia_calliptera
ENSONIP00000001828	ENSONIG00000001454	Oreochromis_niloticus
ENSNBRP00000018689	ENSNBRG00000014371	Neolamprologus_brichardi
ENSACIP00000030286	ENSACIG00000023437	Amphilophus_citrinellus
ENSPMGP00000004974	ENSPMGG00000004185	Periophthalmus_magnuspinnatus
ENSGMOP00000004457	ENSGMOG00000004199	Gadus_morhua
ENSHHUP00000013540	ENSHHUG00000008332	Hucho_hucho
ENSHHUP00000013787	ENSHHUG00000008495	Hucho_hucho
ENSHHUP00000064505	ENSHHUG00000038066	Hucho_hucho
ENSELUP00000022974	ENSELUG00000021934	Esox_lucius
ENSPKIP00000003449	ENSPKIG00000020940	Paramormyrops_kingsleyae
ENSSFOP00015036147	ENSSFOG00015022996	Scleropages_formosus
ENSLOCP00000009367	ENSLOCG00000007714	Lepisosteus_oculatus
ENSECRP00000025871	ENSECRG00000017430	Erpetoichthys_calabaricus
ENSVURP00010002816	ENSVURG00010002304	Vombatus_ursinus
