ENSACAP00000003328	ENSACAG00000003427	Anolis_carolinensis	ENSACAT00000003411
ENSPVIP00000002546	ENSPVIG00000002170	Pogona_vitticeps	ENSPVIT00000003285
ENSNSUP00000018557	ENSNSUG00000013563	Notechis_scutatus	ENSNSUT00000019740
ENSSMRP00000025017	ENSSMRG00000019346	Salvator_merianae
ENSSPUP00000004055	ENSSPUG00000003122	Sphenodon_punctatus
ENSGALP00000008558	ENSGALG00000005346	Gallus_gallus
ENSCJPP00005006566	ENSCJPG00005006126	Coturnix_japonica
ENSMGAP00000009315	ENSMGAG00000009053	Meleagris_gallopavo
ENSNMEP00000016266	ENSNMEG00000014382	Numida_meleagris
ENSCPUP00000014122	ENSCPUG00000009960	Calidris_pugnax
ENSCPUP00000014121	ENSCPUG00000009959	Calidris_pugnax
ENSCPGP00000022255	ENSCPGG00000015452	Calidris_pygmaea
ENSMUNP00000011072	ENSMUNG00000008690	Melopsittacus_undulatus
ENSTGUP00000001152	ENSTGUG00000001116	Taeniopygia_guttata
ENSLSDP00000020384	ENSLSDG00000014431	Lonchura_striata_domestica
ENSFALP00000007853	ENSFALG00000007527	Ficedula_albicollis
ENSSCAP00000006687	ENSSCAG00000005209	Serinus_canaria
ENSZALP00000002708	ENSZALG00000002852	Zonotrichia_albicollis
ENSPMJP00000006716	ENSPMJG00000005621	Parus_major
ENSCCEP00000012094	ENSCCEG00000011710	Cyanistes_caeruleus
ENSLCOP00000007145	ENSLCOG00000005261	Lepidothrix_coronata
ENSMVIP00005028226	ENSMVIG00005019670	Manacus_vitellinus
ENSAPLP00000000435	ENSAPLG00000000974	Anas_platyrhynchos_platyrhynchos
ENSABRP00000025919	ENSABRG00000021728	Anser_brachyrhynchus
ENSAHAP00000018617	ENSAHAG00000013206	Apteryx_haastii
ENSAOWP00000014947	ENSAOWG00000010198	Apteryx_owenii
ENSARWP00000011405	ENSARWG00000007920	Apteryx_rowi
ENSDNVP00000024171	ENSDNVG00000016792	Dromaius_novaehollandiae
ENSNPEP00000021930	ENSNPEG00000016261	Nothoprocta_perdicaria
ENSCPRP00005017258	ENSCPRG00005012019	Crocodylus_porosus
ENSCABP00000027636	ENSCABG00000020313	Chelonoidis_abingdonii
ENSGAGP00000034665	ENSGAGG00000024633	Gopherus_agassizii
ENSCPBP00000018635	ENSCPBG00000013564	Chrysemys_picta_bellii
ENSPSIP00000008408	ENSPSIG00000007688	Pelodiscus_sinensis
ENSPCIP00000036959	ENSPCIG00000027269	Phascolarctos_cinereus
