ENSABRP00000004870	ENSABRG00000004484	Anser_brachyrhynchus	ENSABRT00000006940
ENSAPLP00000019372	ENSAPLG00000029559	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005026464	ENSCJPG00005020569	Coturnix_japonica
ENSMVIP00005027223	ENSMVIG00005018988	Manacus_vitellinus
ENSLCOP00000010764	ENSLCOG00000007825	Lepidothrix_coronata
ENSMUNP00000013288	ENSMUNG00000010378	Melopsittacus_undulatus
ENSCPGP00000014824	ENSCPGG00000010465	Calidris_pygmaea
ENSCPUP00000010225	ENSCPUG00000007249	Calidris_pugnax
ENSAHAP00000015694	ENSAHAG00000011232	Apteryx_haastii
ENSAOWP00000023399	ENSAOWG00000015801	Apteryx_owenii
ENSARWP00000014758	ENSARWG00000010208	Apteryx_rowi
ENSDNVP00000008438	ENSDNVG00000006000	Dromaius_novaehollandiae
ENSNPEP00000016701	ENSNPEG00000012429	Nothoprocta_perdicaria
ENSCPRP00005010630	ENSCPRG00005007588	Crocodylus_porosus
ENSGAGP00000035304	ENSGAGG00000025096	Gopherus_agassizii
ENSCABP00000004830	ENSCABG00000003647	Chelonoidis_abingdonii
ENSCPBP00000040636	ENSCPBG00000027901	Chrysemys_picta_bellii
ENSSMRP00000029190	ENSSMRG00000022443	Salvator_merianae
