ENSGAGP00000012829	ENSGAGG00000009847	Gopherus_agassizii
ENSCABP00000006663	ENSCABG00000005054	Chelonoidis_abingdonii
ENSCPBP00000001979	ENSCPBG00000001606	Chrysemys_picta_bellii
ENSCPRP00005002305	ENSCPRG00005001687	Crocodylus_porosus
ENSSPUP00000020102	ENSSPUG00000015439	Sphenodon_punctatus
ENSSPUP00000005760	ENSSPUG00000004454	Sphenodon_punctatus
ENSAHAP00000015997	ENSAHAG00000011428	Apteryx_haastii
ENSAOWP00000017859	ENSAOWG00000012189	Apteryx_owenii
ENSARWP00000027954	ENSARWG00000018870	Apteryx_rowi
ENSDNVP00000010332	ENSDNVG00000007289	Dromaius_novaehollandiae
ENSGALP00000010251	ENSGALG00000006350	Gallus_gallus
ENSCJPP00005009814	ENSCJPG00005008586	Coturnix_japonica
ENSNMEP00000025700	ENSNMEG00000021738	Numida_meleagris
ENSABRP00000017310	ENSABRG00000015072	Anser_brachyrhynchus
ENSAPLP00000005279	ENSAPLG00000005726	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000018142	ENSLCOG00000012822	Lepidothrix_coronata
ENSMVIP00005003874	ENSMVIG00005003000	Manacus_vitellinus
ENSPMJP00000025665	ENSPMJG00000018778	Parus_major
ENSCCEP00000026013	ENSCCEG00000022952	Cyanistes_caeruleus
ENSLSDP00000012548	ENSLSDG00000009163	Lonchura_striata_domestica
ENSJHYP00000008808	ENSJHYG00000006979	Junco_hyemalis
ENSFALP00000007551	ENSFALG00000007235	Ficedula_albicollis
ENSCPGP00000021293	ENSCPGG00000014859	Calidris_pygmaea
ENSCPUP00000012994	ENSCPUG00000009230	Calidris_pugnax
ENSNSUP00000014797	ENSNSUG00000010954	Notechis_scutatus
ENSVURP00010019508	ENSVURG00010014878	Vombatus_ursinus
ENSVURP00010006586	ENSVURG00010005112	Vombatus_ursinus
ENSPCIP00000013901	ENSPCIG00000010889	Phascolarctos_cinereus
ENSMEUP00000011992	ENSMEUG00000013151	Notamacropus_eugenii
